Descripción del Artículo,Precio Mayoreo,Proveedor
LEVOFLOXACINA 500 MG 10 TABLETAS RECUBI,40.23,Drolanca
LEVOTIROXINA 100 MCG 30 TABLETAS,21.67,Drolanca
LOSARTAN 100 MG 30 TABLETAS RECUBIERTAS,22.58,Drolanca
MEMANTINA 10MG X 14 TAB,95.45,Drolanca
METFORMINA CLOHIDRATO 500 MG 30 TABLETA,20.45,Drolanca
METFORMINA CLOHIDRATO 850 MG 30 TABLETA,32.94,Drolanca
OMEPRAZOL 20 MG X 14 CAP,28.91,Drolanca
REMDESSA 100MG P/LIOFILIZAD (REMDESIVIR),352.84,Drolanca
ROSUVASTATINA 40 X MG 10 TAB REC,37.67,Drolanca
SALBUTAMOL 100 MCH INHALADOR 200 DOSIS,81.82,Drolanca
AMLODIPINA 5MG + VALSARTAN 160MG X 10TAB,37.64,Drolanca
"TAMSULOSINA 0,4 MG 30 CÁPSULAS",58.64,Drolanca
LOSARTAN 50 MG 30 TABLETAS RECUBIERTAS,11.3,Drolanca
SITAGLIPTINA+METFORMINA C 50MG/500 X30 T,147.27,Drolanca
OMEPRAZOL 40MG POLVO P/SOLUCIÓN I.V,12.0,Drolanca
ATORVASTATINA 40 MG X 30 TAB  REC,54.55,Drolanca
LOSARTAN 100MG X 30 TAB REC FRASCO,32.47,Drolanca
ACIDO FOLICO 10 MG X 20 COMPDO  (CALOX),11.09,Drolanca
ALBENDAZOL 200 MG X 2 TAB MAST-TUTIFRUTI,7.79,Drolanca
AMLODIPINA 10 MG X 10 TAB  (CALOX),8.39,Drolanca
"ANTAAR  2,5 MG X 30 TAB (MCK)",33.55,Drolanca
ANTAAR 10 MG X 10 TABLETAS,24.23,Drolanca
ANTAAR 10 MG X 30 TABLETAS,54.05,Drolanca
ANTAAR 5MG-MG X 30 TAB (MCK),40.9,Drolanca
"ANTAAR HCT 2,5 MG - 6,25 MG X 10 TABLETA",22.36,Drolanca
"ANTAAR HCT 2,5 MG - 6,25 MG X 30 TABLETA",52.19,Drolanca
"ANTAAR HCT 5 MG - 6,25 MG X 10 TAB",19.57,Drolanca
"ANTAAR HCT 5MG-6,25MG X 30 TAB",48.92,Drolanca
BIOCOR 20 MG X 10 TAB,20.51,Drolanca
"BIOCOR HCT 20 MG - 12,5 MG X 10 TAB",27.4,Drolanca
BLOKXA 10 MG X 14 TAB.REC (RIBAROXABAN),34.06,Drolanca
BLOKXA 15 MG X 14 TAB.REC (RIBAROXABAN),39.21,Drolanca
BLOKXA 20 MG X 14 TAB.REC (RIBAROXABAN),55.35,Drolanca
CALOXPIRINA 81 MG X 30 TAB,19.96,Drolanca
CLARIMIN 500MG X 10 TAB REC,64.52,Drolanca
DEFLAZACORT 30 MG X 30 TAB (CALOX),96.68,Drolanca
DICLOFENAC POT 50MG X 20TAB (CALOX),14.35,Drolanca
DIOSMINA 600 MG X 14 TAB CALOX,63.22,Drolanca
DIPLOZ 1MG X 30 TAB REC,64.58,Drolanca
DOL DISP 20 BLIS X 4 TAB,116.16,Drolanca
DOL PLUS 650MG X 10 TAB,20.51,Drolanca
DOL PLUS 650MG X 20 TAB,29.82,Drolanca
DOL X 10 TAB,18.64,Drolanca
DOLGRIP FORTE X 10 TAB REC,31.87,Drolanca
DOMPERIDONA 10MG X 15 TABLETAS,9.5,Drolanca
DOSPROL 10 MG X 30 TAB (MCK),26.09,Drolanca
ETOXIA 90MG X 10 TAB. RECUBIERTAS,54.81,Drolanca
FESTAL X 10 GRAG,30.19,Drolanca
FESTAL X 20 GRAG,54.05,Drolanca
FESTAL X 50 GRAGEAS,133.92,Drolanca
FINASTERIDE 5 MG X 10 TABLETAS,21.29,Drolanca
FLUCONAZOL 150 MG X 2 CAP (CALOX),14.09,Drolanca
IBUCAF 200-30 MG X 10 TAB,13.42,Drolanca
IBUPROFENO 400 MG X 20 TAB (CALOX),18.17,Drolanca
IBUPROFENO+TIOCOLCHICOSIDO 400/4MG X 10T,35.42,Drolanca
IRBESARTAN 150 MG X 7 TAB  (CALOX),19.01,Drolanca
IRBESARTAN 300 MG X 7 TAB  (CALOX),26.83,Drolanca
IVERMECTINA 6 MG X 4 TAB (CALOX),4.58,Drolanca
KETOPROFENO 50 MG X 12 CAP (CALOX),22.61,Drolanca
LANSOPRAZOL 30 MG X 14 CAP CALOX,23.48,Drolanca
LANSOPRAZOL 30 MG X 28 CAP (CALOX),35.23,Drolanca
LASIX 20 MG X 24 TAB,22.36,Drolanca
LASIX 40 MG X 12 COMPRIMIDOS CALOX,19.74,Drolanca
LEVOFLOXACINO 500 MG X 5 TAB (CALOX),26.61,Drolanca
LEVOFLOXACINO 750 MG X 5 TABLETAS,31.32,Drolanca
PINAVERIUM BROMURO 100 MG X 20 TAB CALOX,43.05,Drolanca
PINAVERIUM BROMURO 50 MG X 20 TAB CALOX,34.86,Drolanca
PREDNISONA 5 MG X 10 TAB  (CALOX),10.06,Drolanca
PREDNISONA 50 MG X 10 TAB (CALOX),31.94,Drolanca
PRO-KIDS X 30 SOBRES,42.87,Drolanca
RISPERIDONA 2 MG X 20 TAB   (CALOX),29.35,Drolanca
SERTRALINA 50 MG X 10 TAB CALOX,22.61,Drolanca
SIMVASTATINA 40 MG X 10 TAB (CALOX),18.45,Drolanca
TADALAFIL 20 MG X 2 TAB (CALOX),12.34,Drolanca
TADALAFIL 5 MG X 28 TAB CALOX,33.55,Drolanca
TIOCOLCHICOSIDO 4 MG X 12 TAB  (CALOX),23.55,Drolanca
TORIVAS 100 MG X 10 TABLETAS,35.23,Drolanca
TORIVAS 100 MG X 30 TB (MCK),82.19,Drolanca
TORIVAS 50 MG X 30 TAB (MCK),52.84,Drolanca
DOL X 20 TAB,28.34,Drolanca
KETOPROFENO 100 MG X 20 COMP(MCK),32.88,Drolanca
IBUPROFENO 600 MG X 10 TAB (CALOX),25.44,Drolanca
DOLGRIP X 10 CAP,19.38,Drolanca
KETOPROFENO  100 MG X 10 CÁPSULAS,21.53,Drolanca
LORATADINA 10 MG X 10 TAB (CALOX),6.99,Drolanca
AMLODIPINA 5 MG X 10 TAB (CALOX),6.71,Drolanca
CAPTOPRIL 50 MG X 30 TAB (AAA MCK),25.17,Drolanca
PREDNISONA 5 MG X 30 TAB G (CALOX),20.23,Drolanca
VIAJESAN 50 MG X 10 TAB (CALOX),26.03,Drolanca
AMLODIPINA 10 MG X 30 TAB (CALOX),20.13,Drolanca
AZITROMICINA 500 MG X 3 TAB (CALOX),14.26,Drolanca
FINASTERIDE 5 MG X 30 TAB (CALOX),48.47,Drolanca
SECNIDAZOL  1 G X 2 TAB (CALOX),19.38,Drolanca
ACETAMINOFEN 650 MG X 10 TAB  (CALOX),7.99,Drolanca
PANTOPRAZOL 40 MG X 7 TAB  (CALOX),14.25,Drolanca
"VALSARTAN HCT 80 MG/12,5X 14 CAP (CALOX)",22.36,Drolanca
ACICLOVIR 200 MG X 25 TAB (CALOX),30.19,Drolanca
CARVEDILOL 25 MG X 14 TAB  (CALOX),25.16,Drolanca
"CARVEDILOL 12,5 MG X 14 TAB  (CALOX)",15.38,Drolanca
DEFLAZACORT 6 MG X 10 TAB (CALOX),38.75,Drolanca
FEXOFENADINA 120 MG X 10 TAB (CALOX),28.49,Drolanca
MOXIFLOXACINA 400 MG X 5 TAB (CALOX),61.74,Drolanca
LOSARTAN POTASICO 50 MG X 10 TAB  CALOX,14.91,Drolanca
"CARVEDILOL 6,25 MG X 14 TAB  (CALOX)",13.05,Drolanca
DESLORATADINA 5 MG X 10 TAB CALOX,11.75,Drolanca
TADALAFIL 20 MG X 1 TAB (CALOX),6.71,Drolanca
GABAPENTINA 300 MG X 20 CAP (CALOX),33.55,Drolanca
DISULPEC 25 MG X 20 TAB (MCK),22.36,Drolanca
BIOCOR 40 MG X 30 TAB (MCK),84.16,Drolanca
BIOCOR 20 MG X 30 TAB (MCK),46.97,Drolanca
"BIOCOR HCT 40MG/12,5 MG X 30 TAB REC",90.03,Drolanca
"BIOCOR HCT 20MG/12,5 MG X 30 TAB REC",70.45,Drolanca
BIOCOR AMLO 20MG - 5 MG X 30 TAB REC,58.71,Drolanca
BIOCOR AMLO 40MG - 5 MG X 30 TAB REC,73.97,Drolanca
FESTAL X 4 GRAG DISP X 25 BLISTERS,232.3,Drolanca
ANTAAR 5 MG X 10 TAB,18.64,Drolanca
"BIOCOR HCT 40 MG - 12,5 MG X 10 TAB",35.23,Drolanca
BIOCOR AMLO 40 MG - 5 MG X 10 TAB,29.35,Drolanca
CAPTOPRIL 50MG X 10 TABLETAS,10.06,Drolanca
METFORMINA 850 MG X 14TAB (CALOX),17.4,Drolanca
ESCITALOPRAM 10MG X 28TAB  (CALOX),55.92,Drolanca
DEFLAZACORT 30 MG X 10 TAB (CALOX),43.05,Drolanca
METFORMINA 500 MG X 14 TAB (CALOX),15.38,Drolanca
AMOXICILINA+ACID CLAV 875/125 MG X 14TAB,105.87,Drolanca
AMOXICILINA+ACID CLAV 5ML X 70ML SUSP,90.7,Drolanca
CITICOLINA 500 MG X 10 TAB,78.29,Drolanca
CAPTOPRIL 25 MG X 30 TAB,18.53,Drolanca
ATAMEL FORTE 650 MG X 10 TABLETAS CALOX,21.84,Drolanca
ACEITE DE AGUACATE X 120 ML,36.65,Drolanca
ACEITE DE AJONJOLI X 120 ML,56.87,Drolanca
ACEITE DE ALMENDRAS X 120 ML,41.39,Drolanca
ACEITE DE COCO X 120 ML,38.61,Drolanca
ACEITE DE RICINO X 120 ML,59.22,Drolanca
AJOPE 24 MG X 70 CÁPSULAS,33.87,Drolanca
ALCACHOFA X 70 Cápsulas,33.87,Drolanca
BERRO JARABE X 120 ML,25.78,Drolanca
CALCIO Y MAGNESIO CAL-MAG X 70 CAP.,62.3,Drolanca
CALOSTRO DE BOVINO X 60 CAPSULAS BLANDAS,76.4,Drolanca
CENTELLALAB X 70 CAPSULAS,62.3,Drolanca
CHANCAPIEDRA X 70 CAPSULAS,33.87,Drolanca
CITRATO DE ZINC X 70 CAPSULAS,51.32,Drolanca
COLAGENO X 70 CAPSULAS,63.58,Drolanca
FASIL X 70 CAPSULAS,33.87,Drolanca
GINKGO BILOBA X 70 CAPSULAS,62.3,Drolanca
GLUCOSAMINA X 70 CAPSULAS,94.79,Drolanca
HEDERIN JARABE X 120 ML,35.49,Drolanca
HIERBAMIEL JARABE X 120 ML,54.1,Drolanca
LECHOSA X 70 CAPSULAS,33.87,Drolanca
LOCHITA X 70 CAPSULAS,33.87,Drolanca
MAPURITE X 70 CAPSULAS,33.87,Drolanca
NEEM X 70 CAPSULAS,33.87,Drolanca
ORTIGA X 70 CAPSULAS,33.87,Drolanca
QUINCHONCHO X 70 CAPSULAS,33.87,Drolanca
SABILA X 10 CAPSULAS,11.34,Drolanca
SABILA X 70 CAPSULAS,51.68,Drolanca
SABILINAZ X 70 CAPSULAS,52.95,Drolanca
SAW PALMETTO X 70 CAPSULAS,76.87,Drolanca
TINTURA DE VALERIANA 30 ML,21.86,Drolanca
TOTUMALT X 70 CAPSULAS,33.87,Drolanca
TOTUMO JARABE X 120 ML,25.78,Drolanca
VITAMINA E & SELENIO X 60 CAPSULAS,91.78,Drolanca
CASTAÑO DE INDIAS X 70 CAPSULAS,62.3,Drolanca
CLORURO DE MAGNESIO 30 GR,22.19,Drolanca
MAGNESIO OXIDO DE MAGNESIO X 70 CAPSULAS,53.18,Drolanca
SABILINAZ X 10 CAPSULAS,12.61,Drolanca
CITRATO DE POTASIO SOLUCIÓN 500 ml,51.32,Drolanca
BENUCOMPLEX B12X 10 ML VIAL POLVO,11.31,Drolanca
BIOFENAP 75MG/3ML (DICLOF POT) X 10 AMP,115.49,Drolanca
BIOFENIT 250MG/5ML FENITOINA SOD X 10AMP,72.78,Drolanca
BIOSETRON 8MG/4ML (ONDASETRON) X 10AMP,31.86,Drolanca
"BIOSTIGMIN 0,5MG/1ML NEOSTIGMINA X 10AMP",32.12,Drolanca
BIOTRANEX 500MG/5ML ACIDOTRANEXAM X 10AM,90.23,Drolanca
BIOVIT C 500MG/5ML ACIDO ASCORBI X 10AMP,48.12,Drolanca
FERROGLASS 100MG/5ML HIERRO SACA X 10AMP,137.27,Drolanca
ENTAGLASS 160MG/2ML GENTAMICINA X 10AMP,36.82,Drolanca
METILPREDNISOLONA 500MG 1 VIAL POLVO,61.83,Drolanca
BIOCAIN HIPERBARA AL 5% X 2ML X 10 AMP,120.06,Drolanca
BIOCEFT  1 G VIAL (CEFTRIAXONA),7.1,Drolanca
AMLOTAN (AMLODIPINA) 5MG X 30 TAB,18.18,Drolanca
BETAHISTINA 16 MG X 30 TAB,53.25,Drolanca
CAPTOZ (CAPTOPRIL) 50 MG X 30 CAP,24.68,Drolanca
ENATAN (ENALAPRIL) 10 MG X 30 CAP,23.38,Drolanca
CITICOLINA 500 MG X 30 TABLETAS REC,162.34,Drolanca
LEVOT (LEVOTIROXIN) 100 MG X 100 TAB,46.75,Drolanca
METGLUTAN 500 MG X 30 TABLETAS,18.18,Drolanca
OGASTAN (OMEPRAZOL) 20 MG X 30 CAP,29.87,Drolanca
CLORACE 125-0.5 MG SIN AZUCAR X 120 ML,41.97,Drolanca
IPALAT SOL X 20 ML,40.21,Drolanca
MIOVIT 3 ML KIT X 3 AMP,35.76,Drolanca
MIOVIT X 10 GRAG,18.03,Drolanca
"AIRFEN PED 0,025% 15 ML GOT",35.35,Drolanca
MIOVIT 3 ML KIT X 1 AMP,20.04,Drolanca
IPALAT CREMA X 20 GR,50.9,Drolanca
CLORACE X 10 CAP,30.16,Drolanca
REDUBEN 100 MG X 10 TAB,42.12,Drolanca
CELAY 10 MG X 10 TAB,10.22,Drolanca
MIOVIT X 30 GRA,42.79,Drolanca
KETOPROFENO 2ML X 1 AMP I.M COFASA,23.34,Drolanca
KETOPROFENO 100 MG X 10 TAB,29.4,Drolanca
BROMEXINA 4MG/5ML JARABE 100 ML PEDIATRI,29.06,Drolanca
"MUCOBROL, 4mg/5mL JARABE X 120 ML",58.87,Drolanca
EUSILEN 4 MG X 15 COMPDO,24.83,Drolanca
CLORACE X 20 TAB,53.13,Drolanca
MIOVIT X 180 ML JARABE,80.66,Drolanca
BREXIN FORTE 650 MG X 10 CAP,11.81,Drolanca
COFADOR (SOLUCION OFTALMICA X 5 ML),64.65,Drolanca
COFADOR T(SOLUCION OFTALMICA X 5 ML),58.67,Drolanca
KATIVIL 1G/10 ML SOL/ORAL S/AZUCA 120 ML,53.56,Drolanca
MIOVIT SIN AZUCAR X 90 ML JARABE,47.81,Drolanca
CLORACI PLUS (VIT. C+ZINC) 1000MG X30TAB,39.54,Drolanca
BREXIN GOTAS. 100 MG/ML CONTENIDO 15 ML,20.53,Drolanca
EUSILEN DUAL 600MG/4MG X 10 TAB,29.72,Drolanca
"AIRFEN AD 0,05% 15 ML GOT",35.35,Drolanca
PINVEX 10 ML SOL,40.68,Drolanca
EUSILEN 4 MG 2 ML KIT X 1 AMP,16.56,Drolanca
EUSILEN 4 MG X 8 COMPDO,13.38,Drolanca
CELAY 10 MG X 15 ML,27.39,Drolanca
EUSILEN 4 MG 2 ML KIT X 2 AMP,28.81,Drolanca
MIOVIT X 20 ML GOTAS,26.64,Drolanca
"BENCIDAMINA CLORHIDRATO 0,15% X 120 ML",31.22,Drolanca
ACETAMINOFEN 120 MG/5 ML X 120 ML JAR,25.29,Drolanca
CLORACE SOL ORAL GOTAS X 30 ML,37.05,Drolanca
MIOVIT 3 ML KIT X 6 AMP,62.96,Drolanca
LAGRICOF (SOLUCION OFTALMICA X 15 ML),47.45,Drolanca
KATIVIL 1G/10 ML SOL/ORAL S/AZUCA X 90ML,57.79,Drolanca
IBUN 400MG X 10 TAB (IBUPROFENO),11.71,Drolanca
CREAM PAINLESS ORIG. CREMA DEL DOLOR 4OZ,33.06,Drolanca
ETERNAL CURCUMA 700 MG X  60 CAPS,58.48,Drolanca
ETERNAL DETOX X 60 CAPS,46.79,Drolanca
ETERNAL MULTIVITAMICO X 30 CAPS,34.19,Drolanca
ETERNAL VITAMINA C 1000 MG X 60 CAPS,35.62,Drolanca
ETERNAL VITAMINA D3 25 MG X 60 TAB,21.87,Drolanca
ETERNAL ZINC  50MG X  60 TAB,46.79,Drolanca
ETERNAL SUPPLEMENT COLLAGEN X 60 CAPS,55.78,Drolanca
ETERNAL PROBIOTICOS CON ARANDANO X 30CAP,68.38,Drolanca
GEL ARNICA 08 OZ,25.19,Drolanca
NUTRIFARM HAIR&NAIR PLUS CB X 30,66.06,Drolanca
CENTAB-BETA (VIT Y MIN X 30 TAB,52.48,Drolanca
GERIATECH (VIT Y MIN) X 30 CAP B,47.42,Drolanca
CITRATO DE CALCIO CON VIT D3 X 30 TAB,73.34,Drolanca
MEN XTRA (VITAMINAS Y MINERALES) X 30TAB,71.42,Drolanca
COLAGENO HIDROLIZ CON VIT E Y C X 30 TAB,85.61,Drolanca
AMLODIPINO 5MG X 30 COMP. Kern Pharma,20.52,Drolanca
BISOPROLOL 10 MG X 60 COMP. EFG Kern Pha,58.18,Drolanca
BISOPROLOL 5 MG X 60 COMP. EFG Kern Phar,68.31,Drolanca
BRONCEADOR TANGA CREMA SPF4 X 250 ML,72.08,Drolanca
BRONCEADOR TANGA LOCION SPF8 X 250ML,101.43,Drolanca
IBUPROFENO 400 MG X 30 COMP. Kern Pharma,26.49,Drolanca
OMEPRAZOL 20 MG X 28 CAPS Kern Pharma,29.87,Drolanca
PARACETAMOL 1 G X 20 COMPR. Kern Pharma,29.48,Drolanca
PILAS PHILIPS POWER AAA X 2,10.26,Drolanca
PILAS PHILIPS POWER D X 2,32.08,Drolanca
PREGABALINA 150 MG X 56 CAPS. Kern Pharm,138.44,Drolanca
PREGABALINA 75 MG X 56 CAPS. Kern Pharma,82.86,Drolanca
PRESERVATIVOS M-ZONE ACANALADO X 4,11.56,Drolanca
PRESERVATIVOS M-ZONE ULTRA SENSIBLE X 4,11.56,Drolanca
PROTECTORES DIARIOS LADY FREE X 40UNID,16.36,Drolanca
QUETIAPINA 25 MG X 60 COMP. Kern Pharma,96.36,Drolanca
BETAHISTINA 16 MG X 30 COMP,60.0,Drolanca
PILAS PHILIPS POWER AA X 2,10.26,Drolanca
ATORVASTATINA 20 MG X 28 COMP Kern Pharm,70.52,Drolanca
ACIDO ACETILSALICILICO 81 MG X 24 TAB OF,15.53,Drolanca
AFLAMAX 50 MG X 10 TAB,9.73,Drolanca
AFLAMAX 50 MG X 20 TAB,22.14,Drolanca
AFLAMAX DISPEN. 25 BLÍST X 5 TABL REC,106.39,Drolanca
AIRON 10 MG X 10 TAB (OFTALMI),20.99,Drolanca
AIRON 10 MG X 30 TAB (OFTALMI),49.78,Drolanca
AIRON 4 MG X 10 TAB MAST PED  (OFTALMI),14.68,Drolanca
AIRON 5 MG X 10 TAB MAST PED  (OFTALMI),17.96,Drolanca
ALERGOT 0.05 % SOL OFTAL 5 ML (OFTALMI),47.97,Drolanca
ALFADYN 0.20% X 5 ML,57.21,Drolanca
APIRET 180MG/5ML JBE X 60 ML,13.44,Drolanca
APIRET SUPOSITORIOS 125MG X 6,19.78,Drolanca
APIRET SUPOSITORIOS 250MG X 6,24.08,Drolanca
AZACARD 81 MG X 30  TAB (OFTALMI),21.23,Drolanca
AZACARD 81 MG X 60 TAB (OFTALMI),38.65,Drolanca
BUDECORT INH 10 ML,53.64,Drolanca
BUDENAS 32 MG/ 15ML SUSP NASAL GOT,56.73,Drolanca
BUDENAS SUSP P/ATOMIZ NASAL 100M/200DOSI,63.58,Drolanca
CLARASOL 15 ML GOT,14.67,Drolanca
CLARIX NASAL 15 ML SOL SPRAY,33.97,Drolanca
CLARIX PED 15 NASAL ML GOT (R),31.19,Drolanca
CLARIX SOLUCION OFT 15 ML,18.16,Drolanca
"CORTYNASE 0,05% 50 MCG 140 DOSIS REFORM",67.14,Drolanca
CROMOFTAL 4% 10ML SOLUC RINO-OCULAR,25.91,Drolanca
DESLORAT  5 MG X 10 TAB,15.51,Drolanca
DESLORAT  5 MG X 20 TAB,26.79,Drolanca
"DESLORAT 0,5 MG/ML X 60 ML",25.78,Drolanca
"DEXTRAN 70 0,1% LÁGRIMAS ARTIF. X 10ML",19.97,Drolanca
"DEXTRAN 70 0,1% LÁGRIMAS ARTIF. X 15ML",23.91,Drolanca
DICLOFENAC POT 50 MG X 10 TAB (OFTALMI),7.02,Drolanca
DICLOFENAC POTASICO 50MG X 30TAB (OFTALM,17.9,Drolanca
DOBET 5 ML SOL OFT,54.19,Drolanca
DUOVENT SOLUCION P/INHALAR 15 ML,59.57,Drolanca
DYFRIN SOLUCION OFTALMICA 5 ML,49.38,Drolanca
FISIOLIN NEBULIZADOR 26ML 260 DOSIS,40.49,Drolanca
GARABET 5 ML GOT,41.05,Drolanca
KEPRORET 1 MG/ML 120 ML,32.31,Drolanca
LACRIDOS 0.1% X 15 ML LAGRI/ARTIFI),31.03,Drolanca
LACRIFORT 15 ML,33.38,Drolanca
LEVORAT 5 MG X 10 TAB  (OFTALMI),17.88,Drolanca
LORATADINA 10 MG X 10 TAB (OFTALMI),8.36,Drolanca
LORATADINA 10MG DISP. 25 BLISTER X 5 TAB,115.82,Drolanca
"LORECORT 1 MG/0,05 MG X 60 ML SOL ORAL",40.29,Drolanca
"MATILOL 0,50% 6 ML GOT OFT (R)",31.69,Drolanca
"MELOXICAM 7,5 MG X 10 COMP OFTALMI",19.43,Drolanca
MONTELUKAST 10 MG X 30 TAB (OFTALMI),45.1,Drolanca
MOVIMEX 15 MG X 10 TAB,23.2,Drolanca
"MOVIMEX 7,5 MG X 10 TAB",21.64,Drolanca
MOXIDEX 5ML SOL OFT,50.84,Drolanca
MYDROX 5ML,41.92,Drolanca
"NAS 0,05% PED X 15 ML GOT",18.01,Drolanca
"NAS 0,1% AD X 15 ML GOT",14.41,Drolanca
NEVAC 0.1% SUSP OFTALMICA 5 ML,56.53,Drolanca
"OPAT 0,1% X 5 ML SOL",46.94,Drolanca
PERIDONT (SOL.TOPICA BUCAL) 240ML,29.34,Drolanca
PERIDONT 350 ML REFORM ENJUAGUE BUCAL,38.19,Drolanca
QUINOCORT  5 ML (OFTALMI),45.51,Drolanca
QUINOFTAL 5 ML (OFTALMI),38.52,Drolanca
QUINOMAX X  5 ML (OFTALMI),44.32,Drolanca
QUINOTIC SOLUCIÓN ÓTICA 4 ML,44.51,Drolanca
RINOMAX 15 ML SOL NASAL,51.99,Drolanca
SALBUTAMOL SOLUCIÓN PARA INHALAR 15 ML,52.06,Drolanca
SALBUTAMOL SUP. AEROSOL P/INH 200 DOSIS,71.45,Drolanca
TE CAPS 150 MG X 30 CAP (TE VERDE),30.64,Drolanca
TOBRASOL 5 ML GOT,30.16,Drolanca
TOBRASOL 7.5 GR UNG *,50.18,Drolanca
TODENAC 5 ML SOL OFTALMICA,47.16,Drolanca
TODEX UNG 7.5 GR,62.82,Drolanca
VENTICORT AEROSOL 200 DOSIS,82.06,Drolanca
VITADYN C 10 TAB. EFERVESC MANDARINA 1G,28.09,Drolanca
VITADYN C 10 TAB. EFERVESCENT NARANJA 1G,26.69,Drolanca
VITADYN C F/TROP MAST 500 MG 24X10 TAB,294.09,Drolanca
VITADYN C GRAP FRUIT EFERV S/AZUCAR X 10,29.49,Drolanca
VITADYN C NARANJA  1 G X 5 TAB EFERV,12.73,Drolanca
ARNIK GEL REFRES. SPORT ROLL-ON X 90 G,13.86,Drolanca
GEL ANTIBACTERIAL 100 G,11.9,Drolanca
GEL ANTIBACTERIAL MARIE X 110 G,12.56,Drolanca
ARNIKA GEL 130 G,15.9,Drolanca
ACIBATH X 120G,48.98,Drolanca
ACIDO FOLICO 10 MG X 10 TAB DALIOL,8.16,Drolanca
ACIDO FOLICO 10 MG X 30 TAB (DALIOL),17.78,Drolanca
ACIDO FOLICO 5 MG X 20 TAB (DALIOL),5.86,Drolanca
ACIDO FOLICO 5 MG X 30 TAB MEYER,9.38,Drolanca
ALANTAMIDA 20 G CREMA,27.68,Drolanca
ALSART 80 MGS CAP X 10,9.14,Drolanca
APLACAL 750 MG TAB X 10 MAST MANDARINA,22.61,Drolanca
APLACAL 750 MG X 10 TAB MAST BANANA,11.3,Drolanca
APLACAL 750 MG X 10 TAB MAST FRAMBUESA,22.61,Drolanca
APLACAL 750 MG X 10 TAB MAST MENTA,22.61,Drolanca
ARTRITES 75MG / 3ML SOL INY / 5 AMPOLLAS,126.56,Drolanca
ASCAFYL ADULTO X 10 GRA (CET.CLORF.CAF),13.7,Drolanca
ASCAFYL PLUS X 10 TAB,15.66,Drolanca
ASCAFYL-SC X 15 ML GOT,14.68,Drolanca
BENDAMEN 100 MG X 6 TAB,15.06,Drolanca
BENZODIAZOL NARANJA X 16 TAB (MEYER),20.56,Drolanca
BENZODIAZOL TUTTI-FRUTTI X 16  (MEYER),20.56,Drolanca
"BICOL 160 / 12,5 MG COMP X 14 TABLETAS",42.75,Drolanca
"BICOL 80 / 12,5 MG COMP X 14 TABLETAS",25.17,Drolanca
BROLAT 5 MG/30MG X 10 TAB (MEYER),22.13,Drolanca
BUCLEN  5 MG PED 80 ML JAR,25.65,Drolanca
CETRAL 10 MG X 10 TAB,13.21,Drolanca
CETRAL 10 ML GOT,14.53,Drolanca
