Descripción del Artículo,Precio Mayoreo,Proveedor
AIRFEN PEDIATRICO GOTAS NASALES X 15ML COFASA,58.2,Unipharma
ALANTAMIDA CREMA 20G SIEGFRIED MEYER,39.52,Unipharma
ALBENDAZOL 200MG X 2 TAB PLUS ANDEX,9.12,Unipharma
ALBENDAZOL 200MG X 6 TAB PLUS ANDEX,16.65,Unipharma
ALBICAR (ALBENDAZOL) 200MG X 2 TAB ELMOR,9.85,Unipharma
ALBICAR (ALBENDAZOL) 200MG X 6 TAB ELMOR,20.41,Unipharma
ALBISEC X 12 CAP VIVAX,206.89,Unipharma
ALCOHOL AL 70% SPRAY X 180ML VINCENTI,39.38,Unipharma
ALCOHOL ISOPROPILICO 70% 3.75ML UNIPHARMA,188.21,Unipharma
ALCOHOL ISOPROPILICO AL 70% 120ML UNIPHARMA,9.41,Unipharma
ALCOHOL ISOPROPILICO AL 70% 1L UNIPHARMA,56.46,Unipharma
ALCOHOL ISOPROPILICO AL 70% 240ML UNIPHARMA,16.65,Unipharma
ALCOHOL ISOPROPILICO AL 70% 500ML UNIPHARMA,29.68,Unipharma
ALCOHOL YODADO 60ML BIOFARCO,33.01,Unipharma
ALFADYN 0.20% SOL OFT 5ML OFTALMI,76.73,Unipharma
ALGODON HIDROFILO X 100G ALGOBAP,34.02,Unipharma
ALGODON HIDROFILO X 25G ALGOBAP,11.15,Unipharma
ALGODON HIDROFILO X 50G ALGOBAP,18.53,Unipharma
ALGOREN 10MG X 20 TAB RONAVA,31.71,Unipharma
ALGOREN 40MG X 20 TAB RONAVA,51.11,Unipharma
ALIPAL FORTE DIA Y NOCHE X 6 CAP BIOTECH,37.5,Unipharma
ALIVAX (ACETAMINOFEN) 650MG X 10 CAP VIVAX,30.4,Unipharma
ALIVERIUM (BROM. PINAVERIO+SIMETICONA) X 10 CAP VINCENTI,65.15,Unipharma
ALLERFEX (FEXOFENADINA) CLORH. 120MG X 10 TAB PHARMETIQUE,52.99,Unipharma
ALOPURINOL 300MG X 30 TAB  FARMAMED,54.29,Unipharma
ALRES FORTE SABOR MIEL Y LIMON SOBRES X 6  ELMOR,67.9,Unipharma
ALUMBRE EN POLVO 25GR SOBRE CHEMICALS,22.59,Unipharma
ALURON 100MG X 30 TAB RONAVA,60.52,Unipharma
AMBROXOL 15MG/5ML JBE PED X 120 ML LA SANTE PHARMETIQUE,40.25,Unipharma
AMIKACINA 100MG/2ML AMP BIOSANO EL MORRO,7.24,Unipharma
AMIKACINA 500MG/2ML AMP BIOSANO EL MORRO,15.06,Unipharma
AMINOFILINA 250MG/10ML X 1 AMP BIOSANO EL MORRO,16.79,Unipharma
AMINOFUNI (AMINOFILINA) 250 MG X 1 AMP UNIPHARMA,16.79,Unipharma
AMIODARONA HCL 200MG X 10 TAB BIOTECH,69.49,Unipharma
AMITRIPTILINA CLORH. 25MG X 10 TAB X 1 BLISTER LAPROFF,8.11,Unipharma
AMLODIPINA 10 MG X 30 TAB LA SANTE PHARMETIQUE,32.58,Unipharma
AMLODIPINA 10MG X 30 TAB CALOX,36.48,Unipharma
AMLODIPINA 5MG X 30 TAB LA SANTE PHARMETIQUE,32.58,Unipharma
AMLODIPINO 10MG X 20 COMP SPEFAR,27.51,Unipharma
AMLODIPINO 5MG X 20 COMP SPEFAR,28.09,Unipharma
AMOXIC+ACID CLAVUL (UNIMOXICLAV )875MG+125MG X 14 TAB UNIPHARMA,114.23,Unipharma
AMOKLAVIN-BID (FULGRAN)1000MG X 14 TAB DEVA POLINAC,127.7,Unipharma
AMOXICILINA 500MG X 10 CAP DAC55,24.32,Unipharma
AMOXICILINA 500MG X 6 CAP LA SANTE PHARMETIQUE,28.96,Unipharma
"AMPICILINA + SULBACTAM I.M/I.V X 1,5G VITALIS",10.57,Unipharma
AMY ACEITE PARA BEBES X 220CM PHARSANA,43.29,Unipharma
AMY CHAMPU PARA BEBES X 200CM PHARSANA,25.48,Unipharma
AMY LOCION PARA BEBES X 200CM PHARSANA,21.86,Unipharma
AMY MOTAS DE ALGODON X 50 UND PHARSANA,22.15,Unipharma
AMY TALCO PARA BEBES X 200G PHARSANA,49.8,Unipharma
AMY TOALLITAS HUMEDAS CN MANZ. X 72 UND PHARSANA,19.98,Unipharma
ANALPER (ACETAMINOFEN) JAB 150MG/5ML X 120ML LA SANTEE PHARMETIQUE,37.21,Unipharma
ANALPER CAF 500MG/4MG X 10 TAB LA SANTE PHARMETIQUE,27.94,Unipharma
ANALPER FEM PLUS 200MG/10MG X 10 TAB LA SANTE PHARMETIQUE,51.25,Unipharma
ANALPER FORTE 650MG X 10 TAB PHARMETIQUE,16.07,Unipharma
ANALPER PLUS 500MG/10MG X 10 TAB LA SANTE PHARMETIQUE,60.95,Unipharma
ANANTY 120MG/5ML SUSP X 120ML PLUS ANDEX,19.83,Unipharma
ANANTY FORTE 160MG/5ML SUSP X 120ML PLUS ANDEX,25.48,Unipharma
ANASMOL 5MG X 30 COMP ROWE MEGALABS,110.76,Unipharma
ANDANTOL JALEA X 20G VARGAS,53.28,Unipharma
ANGRIP DE NOCHE  X 4 COMP KLINOS MEGALABS,23.74,Unipharma
ANGRIP DIA X 8 COMP KLINOS MEGALABS,35.47,Unipharma
ANGRIP FORTE DIA/NOCHE X 14 TAB KLINOS MEGALABS,51.69,Unipharma
ANIS ESTRELLADO 5GR SOBRE CHEMICALS,26.93,Unipharma
ANOMEX SUPOSITORIO RECTAL X 10 BLISS TIARES,82.67,Unipharma
ANTIFOM 40MG X 10 COMP VARGAS,62.26,Unipharma
ANTIFOM FORTE 160MG X 10 COMP VARGAS,80.06,Unipharma
ANTILAX 2MG X 10 TAB REC FARMA,33.44,Unipharma
APETININ JAB PED. X 240ML ARCOIRIS,65.59,Unipharma
APLACAL SABOR BANANA X 10 TAB MAST. SIEGFRIED MEYER,33.73,Unipharma
APLACAL SABOR FRAMBUESA X 10 TAB MAST SIEGFRIED MEYER,33.73,Unipharma
ASAPRUNI (ACIDO ACETILSALICILICO) 81MG X 100TAB UNIPHARMA,57.91,Unipharma
ASCAFYL PLUS X 10 TAB SIEGFRIED MEYER,26.21,Unipharma
ASCAFYL-SC SOL GOTAS PED X 15ML SIEGFRIED MEYER,27.51,Unipharma
ASTEFOR (LEVOFLOXACINA)  500 MG X 10 COMP  ROWE MEGALABS,80.93,Unipharma
ASTEFOR (LEVOFLOXACINA)  750 MG X 5 COMP  ROWE MEGALABS,65.15,Unipharma
ATAMEL FORTE 650MG X 10 TAB PFIZER,35.76,Unipharma
ATENOLOL TAB 100MG X 30 LA SANTE PHARMETIQUE,48.65,Unipharma
ATENOLOL TAB BP 50MG X 30 LA SANTE PHARMETIQUE,37.35,Unipharma
ATORVASTATINA 40MG X 30 TAB DAC55,49.66,Unipharma
ATORVASTATINA 80MG X 20 COMP SPEFAR,46.47,Unipharma
ATROALDO (BROM DE IPRATROPIO) 20MCG/200DOSIS INH POLINAC,160.85,Unipharma
ATROBEL GOTAS N-BUTIL BROMURO DE HIOSCINA 10MG/ML X 15ML RONAVA,47.2,Unipharma
ATROPINA (RONATROPINE) 1MG/ML X 10 AMP,55.47,Unipharma
ATROPUNI (ATROPINA) 1 MG  X 10 AMP UNIPHARMA,55.45,Unipharma
ATROVERAN (N-BUTIL DE HIOSCINA) SOL GOTAS VARGAS,57.33,Unipharma
AUGMEXICLAV (AMOXIC+ACID CLAVUL) 312.5MG/5ML X 70ML FUGEN,104.82,Unipharma
AUGMEXICLAV (AMOXIC+ACID CLAVUL) 457MG/5ML X 70ML FUGEN,113.94,Unipharma
AVELOX (MOXIFLOXACINO) SOLUCION IV BAYER,316.63,Unipharma
AZITROMICINA (UNITROM) 500 MG X 3 TAB UNIPHARMA,27.36,Unipharma
AZITHRONAK (AZITROMICINA) 200M/5ML X 30ML FUGEN,52.12,Unipharma
AZUFRE EN POLVO 25GR SOBRE CHEMICALS,11.87,Unipharma
AZUTAN 0.15% CLORH. DE BENZIDAMINA USO TOP X180ML BIOTECH,50.38,Unipharma
BACITRACINA 500IU/G X 15G RONAVA,35.47,Unipharma
BACITRACINA 500UI X 15GM UNGUENTO KLINOS MEGALABS,40.39,Unipharma
BACTEVAL X 24 CAP VALMORCA,84.84,Unipharma
BACTRON FORTE X 10 TAB RONAVA,61.82,Unipharma
BACTRON SUSP X 100ML RONAVA,41.7,Unipharma
BACTRON X 20 TAB RONAVA,51.25,Unipharma
BAJA LENGUA CX100 UNDS PROCARE,38.22,Unipharma
BANDAS ADHESIVAS CLASICAS X 20 UND BRIUTCARE,17.08,Unipharma
BANDAS ADHESIVAS KIDS X 20 UND BRIUTCARE,19.98,Unipharma
BANDAS ADHESIVAS MIXTOS X 20 UND BRIUTCARE,16.94,Unipharma
BARGONIL 2% UNG 10GR ROWE MEGALABS,134.79,Unipharma
BARGONIL 2% UNG 30GR ROWE MEGALABS,214.71,Unipharma
BATA PARA CIRUJANO ESTERIL CON PUÐO,37.64,Unipharma
BATA PARA PACIENTE  ESTERIL,9.99,Unipharma
BENCIDAMINA 0.15% SOLUCION X 120ML COFASA,50.09,Unipharma
BENZODIAZOL SABOR LIMON/MIEL X 16 TAB MAST SIEGFRIED MEYER,33.73,Unipharma
BENZODIAZOL SABOR TUTTI FRUTI X 16 TAB MAST SIEGFRIED MEYER,33.73,Unipharma
BEPROSPEN 7MG/ML AMPOLLA X 1 BIOTECH,110.76,Unipharma
BERRO JARABE X 240ML ARCOIRIS,72.68,Unipharma
BETADERM / GENTAMICINA CREMA X 15G BIOTECH,47.78,Unipharma
BETADERM 0.05% (BETAMETASONA) CREMA X 15G BIOTECH,41.41,Unipharma
BETADERM PLUS 15GR BIOTECH,63.27,Unipharma
BETADUO 1 JER PRELLENADA X 1ML  VIVAX,152.31,Unipharma
BETAGEN (BETAMETASONA) 12 MG/3ML X 1AMP BIOTECH,55.16,Unipharma
BETAGEN (BETAMETASONA) 4MG/ML X 1AMP BIOTECH,36.48,Unipharma
BETAGEN SOLSPEN 4MG/3MG X 1AMP BIOTECH,55.16,Unipharma
BETAMETASONA 4MG/1ML IM/IV AMP BIOSANO EL MORRO,4.63,Unipharma
"BETARRETIN 0,025% GEL X 30G MEDIHEALTH MEGALABS",95.12,Unipharma
BETARRETIN 0.025% CREMA X 30G MEDIHEALTH MEGALABS,87.88,Unipharma
BETARRETIN 0.05% CREMA X 30G MEDIHEALTH MEGALABS,104.53,Unipharma
BICARBONATO DE SODIO SOBRE 25GR CHEMICALS,19.11,Unipharma
BIOCOR (OLMESASTAR) 20MG X 30 TAB CALOX,72.97,Unipharma
BIOCOR (OLMESASTAR) 40MG X 30 TAB CALOX,130.74,Unipharma
BIOCOR HCT  (OLMESASTAR) 20MG -12.5 MG X 10 TAB MCK CALOX,44.74,Unipharma
BIOCOR HCT  (OLMESASTAR) 40MG -12.5 MG X 10 TAB MCK CALOX,57.48,Unipharma
BIOCOR-AMLO (OLME-AMLO) 20MG/5MG X 30 TAB CALOX,82.24,Unipharma
BIOTINA 10.000MCG X 30 CAP PHARMATECH,103.66,Unipharma
BIPRIN (PIRIDOXINA) VIT B6 300MG X 10 CAP VIVAX,43.0,Unipharma
BISOPROLOL  2.5MG X 30TAB LATTAN MEDIC,37.21,Unipharma
BISOPROLOL 10MG X 30 TAB FARMAMED,21.72,Unipharma
BISOPRUNI (BISOPROLOL) 2.5MG X 30 TAB UNIPHARMA,28.23,Unipharma
BISOPRUNI (BISOPROLOL) 5MG X 30 TAB UNIPHARMA,38.37,Unipharma
BLOCAX (CANDESARTAN) 8MG X 10 TAB BLISTER BIOTECH,33.01,Unipharma
BLOCAX (CANDESARTAN) 8MG X 30 TAB BIOTECH,111.05,Unipharma
BLOCAX 16MG X 10 TAB (BLISTER) BIOTECH,33.53,Unipharma
BLOCAX 16MG X 30 TAB BIOTECH,75.14,Unipharma
BONAMES 150MG X 1 TAB REC FARMA,73.98,Unipharma
BONAVEN LOCION LIMPIADORA X 120ML MEDIHEALTH MEGALABS,209.93,Unipharma
BOROCANFOR ORIGINAL 120G  LAB VITA,50.67,Unipharma
BRAL (DIPIRONA) 500MG X 20TAB BIOTECH,56.03,Unipharma
BROFLEMA 8MG/5ML JBE FCO X 120ML BIOTECH,35.91,Unipharma
BROLAT 5MG/30MG X 10 TAB SIEGFRIED MEYER,33.01,Unipharma
BROMEXINA 4MG/5ML X 100ML COFASA,46.62,Unipharma
BROMHEXINA 4MG/5ML X 120ML LA SANTE PHARMETIQUE,30.4,Unipharma
BROMURO DE IPRATROPIO  INH 200 DOSIS DISTRILAB,159.84,Unipharma
BROXOL FLEM ADULT 750MG/15ML JBE X 120ML LA SANT╔,76.88,Unipharma
BROXOL GRIP 80MG/0.5MG GTA X 30ML LA SANT╔,22.01,Unipharma
BROXOL TOS SOL ORAL ADUL X 120ML LA SANTE PHARMETIQUE,50.24,Unipharma
BRUCEN ADULCARE BODY LOTION X 250ML BRUPHARM,109.89,Unipharma
BRUCEN ADULCARE BODY LOTION X 400ML BRUPHARM,154.34,Unipharma
BRUCEN ADULTCARE CREM DERMOPROTECTORA X 100G BRUPHARM,111.77,Unipharma
BRUCEN ADULTCARE CREM DERMORESTAURAD. CON CENT. A. X 30G BRUPHARM,86.29,Unipharma
BRUCEN ANTI ACNE D-PANTENOL GEL HIDRAT PIEL GRASA X 120G BRUPARM,79.63,Unipharma
BRUCEN CREMA DE MANOS CON PROT. SOLAR Y VIT E X 50G BRUPHARM,63.12,Unipharma
BRUCEN CREMA NUTRITIVA Y RESTAURADORA X 80G BRUPHARM,92.95,Unipharma
BRUCEN HYDRO BODY LOTION X 250ML BRUPHARM,115.1,Unipharma
BRUCEN HYDRO BODY LOTION X 400ML BRUPHARM,157.95,Unipharma
BRUCEN PANTALLA SOLAR CUERPO X 100G BRUPHARM,110.47,Unipharma
BRUCEN PANTALLA SOLAR ROSTRO Y CUELLO 50G BRUPHARM,126.54,Unipharma
BRUCEN PSO-SKIN SYNDET 12% GEL LIMPIADOR C. X 250ML BRUPHARM,130.45,Unipharma
BRUCEN PSO-SKIN UREA 10% CREMA CORP EXT X 400ML BRUPHARM,175.47,Unipharma
BRUCEN PSO-SKIN UREA 12% CREMA CORP EMOLIENTE X 250ML BRUPHARM,133.78,Unipharma
BRUCETIN CREMA DERMOPROTECTORA X 50G BRUPHARM,83.97,Unipharma
BRUGESIC (IBUPROFENO) 400MG X 10 COMP ELMOR,13.75,Unipharma
BRUGESINA 300MG/10MG X 10 COMP ELMOR,32.0,Unipharma
BUCOXOLGAR  MIEL/LIMON SOL X 120ML LA SANTE PHARMETIQUE,34.17,Unipharma
BUCOXOLGAR  MIEL/LIMON X 10 TAB MAST LA SANTE PHARMETIQUE,32.0,Unipharma
BUCOXOLGAR FRUTOS ROJOS SOL X 120ML  PHARMETIQUE,34.17,Unipharma
BUCOXOLGAR FRUTOS ROJOS X 10 TAB MAST  PHARMETIQUE,32.0,Unipharma
BUCOXOLGAR MENTA X 10 TAB MAST LA SANTE PHARMETIQUE,34.17,Unipharma
BUDENAS 1MG/ML ATOMIZ NASAL 100MCG/DOSIS OFTALMI,113.65,Unipharma
BUDESONIDA  200MCG/DOSIS AEROSOL DISTRILAB,150.43,Unipharma
BUDESONIDA/FORMOTEROL (SAPPAL)120 DOSIS ASIA,106.12,Unipharma
BUMELEX 1MG X 16 COMP ROWE MEGALABS,80.93,Unipharma
BUMETIN RETARD LP 300 MG X 20 TAB PHARMETIQUE,92.22,Unipharma
BURETA 150ML X PAQ 5 UNIDADES,89.47,Unipharma
BUTROPINA SOL GOTAS X 20ML VINCENTI,83.54,Unipharma
CABERGUNI (CABERGOLINA) 0.5MG X 4TAB UNIPHARMA,108.58,Unipharma
CABESTRILLO C/BOLSA ADULTO FUCSIA FORMA,163.17,Unipharma
CABESTRILLO C/BOLSA JUVENIL AZUL REY FORMA,285.8,Unipharma
CABESTRILLO C/BOLSA PED-NIÐA FORMA,139.13,Unipharma
CABESTRILLO C/BOLSA PED-NIÐO FORMA,139.13,Unipharma
CALCIBON NATAL 200/400/18MG X 30 TAB REC FARMA,160.56,Unipharma
CALCIBON SUPRA 200/60/50 MG X 30 TAB MAST FARMA,168.81,Unipharma
CALCIO CON VITAMINA D3 X 100 TAB M LAND,167.51,Unipharma
CALOXPIRINA 81MG X 30 TAB CALOX,43.29,Unipharma
CALPAL D NATAL X 30 TAB BIOTECH,112.49,Unipharma
CALPAL D X 30 TAB BIOTECH,110.47,Unipharma
CALRESAN X 90 CAP ARCOIRIS,59.79,Unipharma
CANDER (CANDESARTAN) 8MG X 30 TAB VALMORCA,86.72,Unipharma
CANDER 16MG X 30 TAB VALMORCA,125.96,Unipharma
CANDER HCT 16MG /12.5 MG  X 30 TAB VALMORCA,132.47,Unipharma
CANDESARTAN 16MG X 10 TAB  LA SANTE PHARMETIQUE,29.68,Unipharma
CANULA NASAL DE OXIGENO ADULTO PLUSMEDIC,26.35,Unipharma
CANULA NASAL PARA OXIGENO PEDIATRICA DYNAMICS,20.56,Unipharma
CAPTOPRIL 25 MG X 30 TAB CALOX,30.26,Unipharma
CAPTOPRIL 50MG X 10 TAB CALOX,16.36,Unipharma
CAPTOPRIL 50MG X 30 TAB CALOX,40.1,Unipharma
CARBAMAZEPINA 200MG X 20 TAB DAC55,32.87,Unipharma
"CARBATIL 12,5 MG X 10 TAB (BLISTER) BIOTECH",21.86,Unipharma
"CARBATIL 12,5 MG X 30 TAB BIOTECH",58.78,Unipharma
CARBONATO DE LITIO 300MG X 20 CAP FARMAMED,33.15,Unipharma
CARETA PROTECTORA TIPO GAFAS TRANSP AKERMED,22.59,Unipharma
CARVEDILOL 25MG X 14 TAB CALOX,40.25,Unipharma
CARVEDILOL 6.25MG X 20 COMP SPEFAR,24.47,Unipharma
"CARVEDILOL TAB 12,5MG X 14 CALOX",30.4,Unipharma
"CARVIX (ACIDO FOLICO, VIT B6, VIT B12) X 30 CAP VIVAX",50.24,Unipharma
CASCARA SAGRADA 300MG X 60 CAP ARCOIRIS,99.61,Unipharma
CASTAÑO DE INDIA 400MG X 60 CAP ARCOIRIS,100.77,Unipharma
CEFADROXILO (UNIDROXY) 500 X 10TAB UNIPHARMA,41.41,Unipharma
CEFADROXILO 500MG X 10 TAB DAC55,41.99,Unipharma
CEFALOTINA 1G AMPOLLA EL MORRO,10.71,Unipharma
CEFAZOLINA I.M/I.V 1G AMP EL MORRO,12.31,Unipharma
CEFEPIMA 1G I.M/I.V AMP BIOSANO EL MORRO,35.62,Unipharma
CEFIXIME (UNIXIME) 400MG X 10TAB UNIPHARMA,108.58,Unipharma
CEFIXIMA (LONGACEF) SUSP 100MG/5ML X 60ML DISTRILAB,91.36,Unipharma
CEFOTAXIRON (CEFOTAXIME) 1GR X 1AMP + AGUA DES RONAK,22.59,Unipharma
CEFTAZIDIMA 1G SOL INY I.M/I.V X 1 AMP EL MORRO,33.88,Unipharma
CEFTRIAXONA (UNIXONA) AMP I.V 1G UNIPHARMA,9.41,Unipharma
CELAY (CETIRIZINA) 10MG X 10 TAB COFASA,44.88,Unipharma
CELAY (CETIRIZINA) JARABE X 100ML COFASA,43.58,Unipharma
CELAY (CETIRIZINA) SOL GOTAS X 15ML COFASA,45.17,Unipharma
CENTAB-BETA X 30TAB PHARMATECH,88.61,Unipharma
CENTELLA + ALCACHOFA 120/180MG X 60 CAP NATURAL PREMIUM,111.63,Unipharma
CENTELLA ASIATICA 300MG X 60 CAP NATURAL PREMIUM,116.4,Unipharma
CENTELLA CON ALCACHOFA 300MG X 90 CAP ARCOIRIS,100.77,Unipharma
CENTROS DE CAMA X 10 UNID DEXX,70.51,Unipharma
CEPILLO QUIRURGICO (CLINIC-UNI ) C/SOL BENZALNICO UNIPHARMA,7.62,Unipharma
CEPILLO QUIRURGICO (CLINIC-UNI ) C/SOL YODADA UNIPHARMA,7.67,Unipharma
CERAGESTREL (DESOGESTREL) 75MG X 28 TAB UNIPHARMA,36.48,Unipharma
CETIRIVAX (CETIRIZINA) 10MG X 10 CAP VIVAX,21.72,Unipharma
CETIRIZINA 10MG X 10 TAB DAC55,9.12,Unipharma
CETIRIZINA 10MG X 10 TAB FARMAMED,7.24,Unipharma
CEVAX (VITAMINA C) X 15 CAP VIVAX,40.39,Unipharma
CEVAX (VITAMINA C) X 30 CAP VIVAX,69.64,Unipharma
"CEVAX ZINC 500MG/7,5MG X 15 CAP VIVAX",56.61,Unipharma
"CEVAX ZINC 500MG/7,5MG X 30 CAP VIVAX",93.24,Unipharma
CHICCO ACEITE CON VIT E X 220CM PHARSANA,55.16,Unipharma
CHICCO CHAMPU MANZANILLA X 200CM PHARSANA,40.25,Unipharma
CHICCO COLONIA PARA NIÐOS X 220CM PHARSANA,39.67,Unipharma
CHICCO COTONCITOS 60 UND PHARSANA,12.74,Unipharma
CHICCO MOTAS DE ALGODON X 100 UNID PHARSANA,44.88,Unipharma
CHICCO TALCO X 200G PHARSANA,38.8,Unipharma
CHICCO TOALLITAS HUMEDAS X 72 UND PHARSANA,28.09,Unipharma
CICLOKAN X 21  COMP KLINOS MEGALABS,202.11,Unipharma
CICLOKAPRON (ACIDO TRANEXAMICO) 500MG/5ML AMP VITALIS EL MORRO,28.67,Unipharma
CIFARCAINA HIPERBARA AL 5% AMP BEHRENS,60.95,Unipharma
CINCHA P/CODO NEOPRENO EPICONDILITIS DYNAMICS,88.03,Unipharma
CIPROFLOXACINA (DIPROXIN) SUSP 250MG/5ML X 60ML DISTRILAB,38.51,Unipharma
CIPRUNI (CIPROFLOXACINA) 500MG X 10TAB UNIPHARMA,35.76,Unipharma
CITICOLINA (UNICOLINA) 500MG X 10 TAB BLISTER UNIPHARMA,90.49,Unipharma
CITICOLINA (CITOWISE) 250MG/ML I.M/I.V AMP ASIA,75.29,Unipharma
CLENBUNAL  GOTAS X 15ML ROWE MEGALABS,42.85,Unipharma
CLENBUNAL JBE ADULTO X 120ML ROWE MEGALABS,47.49,Unipharma
CLENBUNAL JBE PEDIATRICO X 120ML ROWE MEGALABS,53.86,Unipharma
CLENBUXOL GOTAS X 20ML ROWE MEGALABS,47.05,Unipharma
CLENBUXOL JBE ADULTO X 120ML ROWE MEGALABS,52.27,Unipharma
CLENBUXOL JBE PEDIATRICO X 120ML ROWE MEGALABS,52.27,Unipharma
CLENOX (ENOXAPARINA) 40MG/0.4ML 1 AMP PROCAPS VIVAX,117.42,Unipharma
CLIMASOY 100MG X 30 CAP FARMA,142.9,Unipharma
CLINDAMICINA 600MG/4ML I.M/I.V EL MORRO,23.16,Unipharma
CLINDUNI (CLINDAMICINA) 300MG X 16 CAP UNIPHARMA,73.15,Unipharma
CLODOXIN (METOCL+VIT B6) 10MG X 20 COMP PLUS ANDEX,19.69,Unipharma
