Descripción del Artículo,Precio Mayoreo,Proveedor
CELAY (CETIRIZINA) 10mg/15ml SOL.ORAL GOTAS,29.4,Dismeven
CELAY (CETIRIZINA) 5 mg/5ml SOL. ORAL JARABE,25.87,Dismeven
"CELESTRAT (DEXCLORFENIRAMINA 2 MG + BETAMETASONA 0,25 MG) X 20 COM USO ADUL Y PED",19.51,Dismeven
CETIRIZINA (BIOALERCET) 10 MG X 10 TABLETAS RECUBIERTAS,3.53,Dismeven
CETIRIZINA 10 MG TABLETAS,3.8,Dismeven
CETIRIZINA 10 MG X 10 TAB,4.06,Dismeven
CETIRIZINA 5 MG/5ML X 60 ML JBE (ÉLTER),17.75,Dismeven
CIFARCAINA  (CLORHIDRATO DE LIDOCAINA) AL 1% X 100 ML ,40.53,Dismeven
CIFARCAINA HIPERBARICA AL 5% X 2 ML AMPOLLA,28.34,Dismeven
"CIPROFLOXACINA 0,3% X 5 ML GOTAS OFTALMICAS (EQ. QUINOFTAL) ",17.22,Dismeven
CIPROFLOXACINA 500 MG TABLETAS,11.21,Dismeven
CIPROQUIN (CIPROFLOXACINA) 2 MG/ML X 200 ML SOLUCION I.V,66.13,Dismeven
CITICOLINA (UNICOLINA) 500 MG X 10 TAB,68.87,Dismeven
CITONEURIN (TIAMINA 100 MG  + PIRIDOXINA 100 MG + CIANOCOBALAMINA 1000 MCG) / 3 ML AMP IM (EQ. MIOVIT) ,29.14,Dismeven
CITRATO DE CALCIO + VITAMINA D3 X 30 TAB,57.92,Dismeven
CLARASOL SOL. OFTALMICA,29.58,Dismeven
CLARIX SOL NASAL PEDIATRICO,33.02,Dismeven
CLARIX X 15 ML SOLUCION OFTALMICA,19.25,Dismeven
CLARIX X 15 ML SPRAY NASAL,33.02,Dismeven
CLINDAMER (CLINDAMICINA 1% + PROPILENGLICOL 5%)  X 20 GR,29.31,Dismeven
CLINDAMICINA 600 MG/4 ML INY I.M/I.V ,17.13,Dismeven
CLIOFAR (CLINDAMICINA) X 7 OVULOS,70.28,Dismeven
"CLOBIT (PROPIONATO DE CLOBETASOL) 0,05% X 15 G CREMA (EQ. DERMOVATE)",19.51,Dismeven
CLODOXIN (METOCLOPRAMIDA) 10 MG X 20 COMP RECUBIERTOS ,11.74,Dismeven
CLONEDAC FEET (BIFONAZOL) 20 G CREMA,18.81,Dismeven
CLONIXINATO DE LISINA 100MG/2ML AMPOLLA,7.06,Dismeven
"CLONZEP 0,5 MG X 30 TAB",31.26,Dismeven
CLONZEP 2 MG X 30 TAB,52.71,Dismeven
CLOP (METOCLOPRAMIDA) JBE X120 ML,16.95,Dismeven
CLOPIDOGREL 75 MG TABLETAS,8.48,Dismeven
CLOPIDOGREL 75 MG X 10 TAB   ***OFERTA***,7.24,Dismeven
"CLORACE (ACETAMINOFEN 125 MG + CLORFENIRAMINA 0,5 MG) / 5 ML X 120 ML JARABE PEDIATRICO SABOR FRAMBUESA (SIN AZUCAR)",45.12,Dismeven
CLORACE (ACETAMINOFEN 500 MG + CLORFENIRAMINA 4 MG) X 10 TAB,32.4,Dismeven
CLORACE (ACETAMINOFEN 500 MG + CLORFENIRAMINA 4 MG) X 20 TAB,57.04,Dismeven
CLORACE 80 MG - 0.5MG/ML SOL. GOTAS 30 ML,39.82,Dismeven
CLORACI (VITAMINA C) 1000 MG X 30 TAB,42.47,Dismeven
CLORACI PLUS (VITAMINA C 100 MG + ZINC 10 MG) X 30 TAB,52.45,Dismeven
"CLORURO DE SODIO 0,9% PART FILL X 100 ML",18.28,Dismeven
"CLORURO DE SODIO 0,9% X 500 ML I.V",12.54,Dismeven
CLOTRIM+NEOMIC+DEXAMETA CREMA X 20 GR. ÉLTER,40.79,Dismeven
CLOXACILINA 500 MG PVO PARA INY AMP (VENCE 12/2022) ***OFERTA***,1.85,Dismeven
CODEBROMIL PLUS JBE X 90 ML,52.45,Dismeven
COFADOR (DORZOLAMIDA) X 5 ML SOLUCION,69.75,Dismeven
COLECTOR DE HECES,0.71,Dismeven
COLECTOR DE ORINA,1.06,Dismeven
COLVAL (TIOCOLCHICOSIDO) 4 MG X 12 COMPRIMIDOS,43.88,Dismeven
COMPLEJO B (FORTI-B) X 100 TAB,41.94,Dismeven
COMPLEJO B (FORTI-B) X 50 TAB,20.66,Dismeven
COMPLEJO B VITAMINAS TABLETAS,5.47,Dismeven
COMPLEJO B VITAMINAS X 10 ML INYECTABLE IM-IV,9.8,Dismeven
CROMOFTAL AL 4% SOLUCION OFTALMICA X 10 ML,26.13,Dismeven
CUBREBOTAS PAR 40 G,88.29,Dismeven
CYNT (SIMVASTATINA) 20 MG X 20 COMP RECUBIERTOS,22.07,Dismeven
DAC-LAX (POLIETILENGLICOL) 120 G POLVO,24.99,Dismeven
DEFLAZACORT 6 MG X 10 TAB,12.63,Dismeven
"DESLER M 2,5MG - 5 MG  TABLETAS MASTICABLES X 10 ",45.56,Dismeven
"DESLORAT 0,5MG/ML X 60ML JARABE ",27.28,Dismeven
DESLORAT 5MG X 20 TAB,28.43,Dismeven
"DESLORATADINA 2,5 MG/ML JARABE X 60 ML (ELTER)",23.84,Dismeven
DESLORATADINA 5 MG TABLETAS,5.47,Dismeven
DESOGESTREL 74 MCG X 20 COMP REVESTIDOS,22.96,Dismeven
"DEXAGLOS (DEXAMETASONA) 0,1 MG/ MG X 100 ML ",10.95,Dismeven
"DEXAMER (DEXAMETASONA) 0,05% CREMA",20.93,Dismeven
DEXAMETASONA (DEXUNI) 8 MG/2 ML AMPOLLA,3.44,Dismeven
DEXAMETASONA 4 MG TABLETAS,5.39,Dismeven
DEXAMETASONA 4 MG X 10 COMP,17.13,Dismeven
DEXAMETASONA 4 MG X 10 COMPRIMIDOS ,17.04,Dismeven
DEXAMETASONA 4MG/ML AMPOLLA,3.44,Dismeven
"DEXTAMIN (DESLORATADINA) 0,5 MG/ML X 60 ML SOL ORAL PEDIATRICO",14.83,Dismeven
"DEXTRAN 70 0,1% X 15 ML LAGRIMAS ARTIFICIALES (MEDIGEN)",25.34,Dismeven
DIABETYLL CREMA HIDRATANTE P/ DIABETICOS X 300 G,56.24,Dismeven
DIADEX PHIS JABON X 1 LT,31.52,Dismeven
DIAMENIL PLUS (METFORMINA 1000 MG + GLIMEPIRIDA 2 MG) X 30 TAB RECUBIERTAS (11/2022) ***OFERTA***,31.52,Dismeven
DICAZID (GLICAZIDA) 30 MG X 30 COMP (EQ GLIDAN),28.78,Dismeven
DICAZID (GLICAZIDA) 30 MG X 60 COMP (EQ GLIDAN) (04/2023),55.45,Dismeven
DICLODEX (DICLOFENAC POTASICO) 50MG X 10 TAB,6.8,Dismeven
DICLODEX (DICLOFENAC POTASICO) 50MG X 20 TAB,12.01,Dismeven
"DICLOFENAC GEL (HEAT RUB) 1,16% X 25 G",18.98,Dismeven
DICLOFENAC POTASICO (POLTAX) 50 MG X 20 COMP,7.77,Dismeven
DICLOFENAC POTASICO 50 MG X 20 TABLETAS,8.83,Dismeven
DICLOFENAC SODICO (FLOGAREN) 50 MG X 20 TAB,16.6,Dismeven
DICLOFENAC SODICO 50 MG + PARACETAMOL 500 MG X 10 TAB,4.94,Dismeven
DICLOFENAC SODICO 50MG X 20 TAB (ÉLTER),13.33,Dismeven
DIFENAC (DICLOFENAC SODICO) 100 MG X 10 COMP,15.89,Dismeven
DIFENHIDRAMINA 50 MG X 10 TAB,4.68,Dismeven
"DIGOXINA 0,25 MG TABLETAS",5.65,Dismeven
DIOSMINA + HESPERIDINA (450 MG + 50 MG) TABLETAS (EQ. VENAFLON / DAFLON),34.43,Dismeven
DOBET SOL. OFTALMICA,57.39,Dismeven
DOLAK (KETOROLAC TROMETAMINA) 10 MG X 20 COMP.,22.78,Dismeven
DOMPERIDONA 10MG/2ML AMPOLLA,21.1,Dismeven
"DORZOLAMIDA + TIMOLOL (2% + 0,5%) GOTAS OFTALMICAS X 5 ML (EQ. DOBET)",33.29,Dismeven
DOZHER (DONEPEZILO) 10 MG X 30 COMP ,86.97,Dismeven
DROPERIDOL 5MG/2ML AMPOLLA ***OFERTA***,3.8,Dismeven
DUOVENT 15 ML. SUSP P/INHALAR ,60.13,Dismeven
DUROVAL (SILDENAFIL) 100 MG X 1 TAB RECUBIERTA,12.1,Dismeven
DUROVAL (SILDENAFIL) 50 MG X 1 TAB RECUBIERTA,5.47,Dismeven
DUROVAL (SILDENAFIL) 50 MG X 2 TAB RECUBIERTA,11.48,Dismeven
DUVADILAN 10MG COMPRIMIDOS X 30,92.09,Dismeven
ENALAPRIL 20 MG X 30 COMP,10.6,Dismeven
ENALAPRIL 20MG X 30 TAB ,12.98,Dismeven
ENALAPRIL MALEATO 10 MG TABLETAS,3.62,Dismeven
ENALAPRIL MALEATO 20 MG TABLETAS ,5.03,Dismeven
"ENOXAPARINA SODICA (E-NEXY) 60 MG /0,6 ML JERINGA PRELLENADA",100.12,Dismeven
"ENOXAPARINA SODICA (PARIN-E) 20MG/0,2 ML X 2 JERINGAS PRECARGADAS",97.56,Dismeven
"ENOXAPARINA SODICA (PARIN-E) 40MG/0,4 ML X 2 JERINGAS PRECARGADAS",123.52,Dismeven
ESOZ (ESOMEPRAZOL) 40 MG X 7 CAP (GALENO) ,29.31,Dismeven
ESPIRONOLACTONA 100 MG X 10 TAB (EQ. ALDACTONE),22.96,Dismeven
ESPIRONOLACTONA 25 MG X 10 TAB (EQ. ALDACTONE),16.07,Dismeven
ESQUIDONE (RISPERIDONA) 1 MG X 30 TAB REC,40.79,Dismeven
ESQUIDONE (RISPERIDONA) 2 MG X 30 TAB REC,54.12,Dismeven
EUSILEN (TIOCOLCHICOSIDO) 4mg X 15 COMPRIMIDOS ,72.84,Dismeven
EUSILEN (TIOCOLCHICOSIDO) 4MG X 8 COMPRIMIDOS ,20.75,Dismeven
EUSILEN DUAL (IBUPROFENO 600 MG + TIOCOLCHICOSIDO 4 MG) X 10 TABLETAS,31.96,Dismeven
"FANASAL (NAFAZOLINA) 0,05% PEDIATRICO GOTAS",11.57,Dismeven
"FANASAL (NAFAZOLINA) 0,1% ADULTOS GOTAS",11.83,Dismeven
FEXOFENADINA 120 MG X 10 COMPRIMIDOS RECUBIERTOS,17.22,Dismeven
FEXOFENADINA HCL 30MG/5ML X 120 ML SUSPENSION ,46.79,Dismeven
FLAXOL (OMEGA 3 6 9) X 30 CAPSULAS BLANDAS,93.24,Dismeven
FLEXENEMA (FOSFATO DE SODIO MONOBASICO 160MG/ML + FOSFATO DE SODIO DIBASICO 60 MG/ ML) 130 ML,40.17,Dismeven
FLUCONAZOL 200MG/100 ML INFUSION INTRAVENOSA,10.95,Dismeven
FLUDIL (FLUNARIZINA)  10 MG X 20 TAB (GALENO),48.38,Dismeven
FLUNARIZINA 10 MG X 10 TAB (EQ. FLUDIL),11.3,Dismeven
"FOSFOLIT 21,6-8,1G / 45ML SOL ORAL X 45ML",96.24,Dismeven
FOSFOMICINA 250 MG/5 ML X 60 ML POLVO PARA SUSPENSION ORAL,58.98,Dismeven
FUGOLIN X 30 ML SOLUCION SPRAY,49.09,Dismeven
FUNGOMAX (FLUCONAZOL) 200 MG/100 ML,24.37,Dismeven
FUNGOSIN (ITRACONAZOL) 100 MG X 28 CAPSULAS,81.58,Dismeven
FUNGOSIN (ITRACONAZOL) 100 MG X 6 CAPSULAS,33.2,Dismeven
FUNOK (ITRACONAZOL) 100 MG X 4 CAP (EQ. FUNGOSIN) ***OFERTA*** ,17.39,Dismeven
FUROSEMIDA (NACUA) 40 MG X 12 TAB,21.81,Dismeven
FUROSEMIDA 40 MG TABLETAS (EQ. LASIX),5.65,Dismeven
FUROSEMIDA 40 MG X 12 TABLETAS,6.0,Dismeven
FUROSIL 50MG/15ML SUSP ORAL X 90 ML,36.2,Dismeven
GABAPENTINA 400 MG X 20 CAP,31.7,Dismeven
GARABET (GENTAMICINA) SOL. OFTALMICA,41.41,Dismeven
GEL ANTIBACTERIAL SANITIZANTE X 120 ML,9.09,Dismeven
GENTAMICINA 40MG/2ML AMP IM-IV,1.06,Dismeven
"GENTAMICIS (GENTAMICINA) 0,1% X 20 GR CREMA",18.63,Dismeven
GLIBENCLAMIDA 5 MG TABLETAS,3.71,Dismeven
GLIBENCLAMIDA 5 MG TABLETAS,7.33,Dismeven
GLICERAMIN AMINOACIDOS 3%  + GLICEROL CON ELECTROLITOS AL 3% X 1000 ML SOL INYECTABLE IV ,337.81,Dismeven
GLIMEPIRIDE 2 MG TABLETAS,4.5,Dismeven
GLIMEPIRIDE 4 MG TABLETAS,4.59,Dismeven
GLIPTIN-M (SITAGLIPINA + METFORMINA) 50 MG - 500 MG X 10 TAB,37.88,Dismeven
GLUCONATO DE CALCIO AL 10% / 10ML AMPOLLA ,9.98,Dismeven
GLUCONATO DE CALCIO AL 10% X 100 ML SOLUCION,31.08,Dismeven
GLUSTAR 20 MG X 14 TABLETAS RECUBIERTAS ***OFERTA***,27.37,Dismeven
GORRO DE ENFERMERA BLANCO,39.73,Dismeven
GUANTES DE EXAMEN DE LATEX T- L CAJA X 100,164.0,Dismeven
GUANTES DE EXAMEN DE LATEX T- M CAJA X 100,164.0,Dismeven
GUANTES DE EXAMEN DE LATEX T- S CAJA X 100,164.0,Dismeven
GUANTES DE EXAMEN DE NITRILO T- L CAJA X 100,187.44,Dismeven
GUANTES DE EXAMEN DE NITRILO T- M CAJA X 100,187.44,Dismeven
GUANTES DE EXAMEN DE NITRILO T- S CAJA X 100,187.44,Dismeven
GYNOVIT DUCHA VAGINAL X 130ML,30.28,Dismeven
HALOPERIDOL 5 MG X 10 TAB,3.8,Dismeven
HIDRAMER C/VIT E CREMA 200ML ,37.52,Dismeven
HIDROCORTISONA (WELLSONA) 100 MG POLVO PARA INYECCION I.M/I.V,17.66,Dismeven
HIDROCORTISONA 100 MG PVO P/ INYECCION,12.63,Dismeven
HIDROCORTISONA 500 MG PVO P/ INYECCION,32.14,Dismeven
HIERRO SACARATO 20 MG/ML INYECCION,17.22,Dismeven
HIOSCINA BUTILBROMURO 10 MG TABLETAS (EQ. BUSCAPINA),12.36,Dismeven
"HISTALER (DESLORATADINA) 0,5 MG/ML X 60 ML JARABE PEDIATRICO",20.75,Dismeven
HISTAMIN (DEXCLORFENIRAMINA MALEATO) 2 MG X 20 COMP,5.74,Dismeven
HYALUX PIEL (ACIDO HIALURONICO + VIT B5 + VIT C) X 30 CAPSULAS (EQ. HYALIX),109.31,Dismeven
HYPLEX B (POLIVITAMINICO) 2 ML AMP IM/IV,8.56,Dismeven
IBUCAF (IBUPROFENO + CAFEINA) 200MG-3MG X 20 TAB (02/2023) ***OFERTA***,10.6,Dismeven
