Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Unnamed: 27
GARDENAL 100MG X 30 COMP CALOX  ,7591519317565,6.1,5.8,,0,,,,,,,,,,,,,,,,,,,,,,
MIDAZOLAM 15MG/3ML I.M/I.V X 1 AMP UNIPHARMA,7598852000956,5,4.75,,0,,,,,,,,,,,,,,,,,,,,,,
TRACEVAL 325MG/37.5MG X 20 TAB VALMORCA,7591020080668,8.01,7.6095,,0,,,,,,,,,,,,,,,,,,,,,,
TRACEVAL 500MG/50MG X 20 TAB VALMORCA,7591020080682,9.43,8.958499999999999,,0,,,,,,,,,,,,,,,,,,,,,,
TRAMADOL CLORHIDRATO 100MG/2ML AMP BIOSANO EL MORRO,7800061456180,1.37,1.3015,,0,,,,,,,,,,,,,,,,,,,,,,
VALPIZOP (ZOLPIDEM) 10MG X 20 TAB VALMORCA,7591020080934,3.94,3.743,,0,,,,,,,,,,,,,,,,,,,,,,
ZOLPIDEX COMPDO 10MG X 10 ROWE MEGALABS,7594000491584,2.76,2.622,,0,,,,,,,,,,,,,,,,,,,,,,
,,,,,,,,,,,,,,,,,,,,,,,,,,,
9 VIT INF I.V. MULTIVITAMINICA DPT,7596347794793,7.17,6.8115,,0,,,,,,,,,,,,,,,,,,,,,,
ABRETIA (ATOMOXETINA) 18 MG X 10 CAPS MEGALABS,7591619520896,13.96,13.262,,0,,,,,,,,,,,,,,,,,,,,,,
ABVITOS SOL ORAL GOTAS X 30ML FARMA,7591821102309,4.9,4.655,,0,,,,,,,,,,,,,,,,,,,,,,
ACEITE DE COCO X 30CC BIOFARCO,7591616000056,1.98,1.881,,0,,,,,,,,,,,,,,,,,,,,,,
ACEITE MINERAL X 30CC BIOFARCO,7591616000162,1.38,1.311,,0,,,,,,,,,,,,,,,,,,,,,,
ACET DE CIPROTERONA +ETINILESTRADIOL (DIANE) X 21 COMP GENERICO,7908020500797,2.69,2.5555,,0,,,,,,,,,,,,,,,,,,,,,,
ACETATO DE MEDROXIPROGESTERONA (PROVUNI) 10MG X 28 TAB  UNIPHARMA,7598852001076,7.79,7.4005,,0,,,,,,,,,,,,,,,,,,,,,,
ACETATO DE MEDROXIPROGESTERONA (PROVUNI) 5MG X 30 TAB  UNIPHARMA,7598852001069,4.88,4.636,,0,,,,,,,,,,,,,,,,,,,,,,
ACETAMINOFEN 650 MG X 10 COM LA SANTE PHARMETIQUE,7592454001243,0.9,0.855,,0,,,,,,,,,,,,,,,,,,,,,,
ACETAMINOFEN 650 MG X 10 COM SPEFAR,7590027001669,1.15,1.0924999999999998,,0,,,,,,,,,,,,,,,,,,,,,,
ACETAMINOFEN 750 MG X 10 COM SPEFAR,7590027002079,1.45,1.3775,,0,,,,,,,,,,,,,,,,,,,,,,
ACETAMINOFEN JBE PED150MG/5ML X 120ML LA SANTE PHARMETIQUE,7592454003100,2.35,2.2325,,0,,,,,,,,,,,,,,,,,,,,,,
ACETOBEN 100MG/5ML JARABE X 120ML RONAVA,7592806121018,2.95,2.8025,,0,,,,,,,,,,,,,,,,,,,,,,
ACEVAL (ACETAMINOFEN) 650MG X 10 TAB VALMORCA,7591020000611,1.41,1.3395,,0,,,,,,,,,,,,,,,,,,,,,,
ACICLOVIR 200MG X 100 TAB DISTRILAB,7598252101307,9.36,8.892,,0,,,,,,,,,,,,,,,,,,,,,,
ACIDO BORICO 20GR SOBRE CHEMICALS,7592141000016,2,1.9,,0,,,,,,,,,,,,,,,,,,,,,,
ACIDO FOLICO 10MG X 10 TAB (BLISTER) SM PHARMA,240920,0.44,0.418,,0,,,,,,,,,,,,,,,,,,,,,,
ACIDO FOLICO 10MG X 20 COMP GENERICO DE CALIDA,7592349926194,1.08,1.026,,0,,,,,,,,,,,,,,,,,,,,,,
ACIDO FOLICO 10MG X 30 COMP KLINOS MEGALABS,7591619000220,2.11,2.0044999999999997,,0,,,,,,,,,,,,,,,,,,,,,,
ACIDO FOLICO 10MG X 30 TAB PLUS ANDEX,7594001101345,1.35,1.2825000000000002,,0,,,,,,,,,,,,,,,,,,,,,,
ACIDO FOLICO 10MG/2ML IV 10AMP DISTRILAB,17598252101571,16.55,15.7225,,0,,,,,,,,,,,,,,,,,,,,,,
ACIDO FOLICO 10MG/ML X 15 ML GOTAS KLINOS MEGALABS,7591619501031,3.72,3.5340000000000003,,0,,,,,,,,,,,,,,,,,,,,,,
ACIDO FOLICO 5MG X 30 COMP KLINOS MEGALABS,7591619000213,1.24,1.178,,0,,,,,,,,,,,,,,,,,,,,,,
ACIDO FOLICO 5MG X 30 TAB PLUS ANDEX,7594001101314,1.01,0.9595,,0,,,,,,,,,,,,,,,,,,,,,,
ACIDO IBANDRONICO (ACLER)  150MG X 1 TAB CALOX,7591519051865,2.86,2.717,,0,,,,,,,,,,,,,,,,,,,,,,
ACIDO VALPROICO JAB 200MG/5ML DISTRILAB,7598252101369,4.36,4.142,,0,,,,,,,,,,,,,,,,,,,,,,
ACTIVA SEC PROTECTORES DIARIOS X 40 UND PHARSANA,7591353515608,1.63,1.5485,,0,,,,,,,,,,,,,,,,,,,,,,
ACTIVITON EXTREME X 30 CAP PHARMATECH,7597189000264,8.85,8.407499999999999,,0,,,,,,,,,,,,,,,,,,,,,,
ACUTEN 500/25MG TAB X 20 FARMA,7592229000020,4.8,4.56,,0,,,,,,,,,,,,,,,,,,,,,,
ADHE PAPEL BLANC. 2.54 X 4.57 CAJA X 12UN BRIUTCARE,796029455241,8.84,8.398,,0,,,,,,,,,,,,,,,,,,,,,,
ADHE PAPEL PIEL 2.54 X 4.57 CAJA X 12UN BRIUTCARE,796029455210,10.61,10.0795,,0,,,,,,,,,,,,,,,,,,,,,,
ADRENALINA (EPINEFRINA) 1MG/1ML  I.V./I.M X1 AMP BIOSANO EL MORRO,7591096001499,0.41,0.38949999999999996,,0,,,,,,,,,,,,,,,,,,,,,,
AEROFLAT 80MG/ML X 20ML COFASA,7591818210406,5.76,5.4719999999999995,,0,,,,,,,,,,,,,,,,,,,,,,
AGUA OXIGENADA 240ML ALNA,7591487000070,0.72,0.6839999999999999,,0,,,,,,,,,,,,,,,,,,,,,,
AGUA OXIGENADA 500ML ALNA,7593255000114,1.1,1.0450000000000002,,0,,,,,,,,,,,,,,,,,,,,,,
AGUA OXIGENADA 950CC ALNA,7593255000121,1.84,1.748,,0,,,,,,,,,,,,,,,,,,,,,,
AGUJA ESPINAL 26G PLUSMEDIC,7597467000788,1.12,1.064,,0,,,,,,,,,,,,,,,,,,,,,,
AGUJA ESPINAL 27G JHC X 1 UND,7597467000795,1.16,1.1019999999999999,,0,,,,,,,,,,,,,,,,,,,,,,
AIRFEN ADULTOS GOTAS NASALES X 15ML COFASA,7591818111017,4.02,3.8189999999999995,,0,,,,,,,,,,,,,,,,,,,,,,
AIRFEN PEDIATRICO GOTAS NASALES X 15ML COFASA,7591818111024,4.02,3.8189999999999995,,0,,,,,,,,,,,,,,,,,,,,,,
ALANTAMIDA CREMA 20G SIEGFRIED MEYER,7592601100645,2.73,2.5935,,0,,,,,,,,,,,,,,,,,,,,,,
ALBENDAZOL 200MG X 2 TAB PLUS ANDEX,7594001100263,0.63,0.5985,,0,,,,,,,,,,,,,,,,,,,,,,
ALBENDAZOL 200MG X 6 TAB PLUS ANDEX,7594001100256,1.15,1.0924999999999998,,0,,,,,,,,,,,,,,,,,,,,,,
ALBICAR (ALBENDAZOL) 200MG X 2 TAB ELMOR,7591062010036,0.68,0.646,,0,,,,,,,,,,,,,,,,,,,,,,
ALBICAR (ALBENDAZOL) 200MG X 6 TAB ELMOR,7591062010173,1.41,1.3395,,0,,,,,,,,,,,,,,,,,,,,,,
ALBISEC X 12 CAP VIVAX,7703153037512,14.29,13.5755,,0,,,,,,,,,,,,,,,,,,,,,,
ALCOHOL AL 70% SPRAY X 180ML VINCENTI,7592782000345,2.72,2.584,,0,,,,,,,,,,,,,,,,,,,,,,
ALCOHOL ISOPROPILICO 70% 3.75ML UNIPHARMA,7598852000413,13,12.35,,0,,,,,,,,,,,,,,,,,,,,,,
ALCOHOL ISOPROPILICO AL 70% 120ML UNIPHARMA,7598852000345,0.65,0.6175,,0,,,,,,,,,,,,,,,,,,,,,,
ALCOHOL ISOPROPILICO AL 70% 1L UNIPHARMA,7598852000406,3.9,3.705,,0,,,,,,,,,,,,,,,,,,,,,,
ALCOHOL ISOPROPILICO AL 70% 240ML UNIPHARMA,7598852000369,1.15,1.0924999999999998,,0,,,,,,,,,,,,,,,,,,,,,,
ALCOHOL ISOPROPILICO AL 70% 500ML UNIPHARMA,7598852000383,2.05,1.9474999999999998,,0,,,,,,,,,,,,,,,,,,,,,,
ALCOHOL YODADO 60ML BIOFARCO,7591616000346,2.28,2.166,,0,,,,,,,,,,,,,,,,,,,,,,
ALFADYN 0.20% SOL OFT 5ML OFTALMI,7591196003430,5.3,5.035,,0,,,,,,,,,,,,,,,,,,,,,,
ALGODON HIDROFILO X 100G ALGOBAP,7593255000176,2.35,2.2325,,0,,,,,,,,,,,,,,,,,,,,,,
ALGODON HIDROFILO X 25G ALGOBAP,7593255000152,0.77,0.7315,,0,,,,,,,,,,,,,,,,,,,,,,
ALGODON HIDROFILO X 50G ALGOBAP,7593255000169,1.28,1.216,,0,,,,,,,,,,,,,,,,,,,,,,
ALGOREN 10MG X 20 TAB RONAVA,7592806133011,2.19,2.0805,,0,,,,,,,,,,,,,,,,,,,,,,
ALGOREN 40MG X 20 TAB RONAVA,7592806133028,3.53,3.3535,,0,,,,,,,,,,,,,,,,,,,,,,
ALIPAL FORTE DIA Y NOCHE X 6 CAP BIOTECH,7591243801620,2.59,2.4604999999999997,,0,,,,,,,,,,,,,,,,,,,,,,
ALIVAX (ACETAMINOFEN) 650MG X 10 CAP VIVAX,7592432010335,2.1,1.995,,0,,,,,,,,,,,,,,,,,,,,,,
ALIVERIUM (BROM. PINAVERIO+SIMETICONA) X 10 CAP VINCENTI,7598431000056,4.5,4.275,,0,,,,,,,,,,,,,,,,,,,,,,
ALLERFEX (FEXOFENADINA) CLORH. 120MG X 10 TAB PHARMETIQUE,7703763722686,3.66,3.4770000000000003,,0,,,,,,,,,,,,,,,,,,,,,,
ALOPURINOL 300MG X 30 TAB  FARMAMED,8906005117656,3.75,3.5625,,0,,,,,,,,,,,,,,,,,,,,,,
ALRES FORTE SABOR MIEL Y LIMON SOBRES X 6  ELMOR,7591062000105,4.69,4.455500000000001,,0,,,,,,,,,,,,,,,,,,,,,,
ALUMBRE EN POLVO 25GR SOBRE CHEMICALS,7592141000160,1.56,1.482,,0,,,,,,,,,,,,,,,,,,,,,,
ALURON 100MG X 30 TAB RONAVA,7592806133042,4.18,3.9709999999999996,,0,,,,,,,,,,,,,,,,,,,,,,
AMBROXOL 15MG/5ML JBE PED X 120 ML LA SANTE PHARMETIQUE,7592454120203,2.78,2.641,,0,,,,,,,,,,,,,,,,,,,,,,
AMIKACINA 100MG/2ML AMP BIOSANO EL MORRO,7800061031103,0.5,0.475,,0,,,,,,,,,,,,,,,,,,,,,,
AMIKACINA 500MG/2ML AMP BIOSANO EL MORRO,960218,1.04,0.988,,0,,,,,,,,,,,,,,,,,,,,,,
AMINOFILINA 250MG/10ML X 1 AMP BIOSANO EL MORRO,7800061020107,1.16,1.1019999999999999,,0,,,,,,,,,,,,,,,,,,,,,,
AMINOFUNI (AMINOFILINA) 250 MG X 1 AMP UNIPHARMA,7598852000611,1.16,1.1019999999999999,,0,,,,,,,,,,,,,,,,,,,,,,
AMIODARONA HCL 200MG X 10 TAB BIOTECH,7591243801750,4.8,4.56,,0,,,,,,,,,,,,,,,,,,,,,,
AMITRIPTILINA CLORH. 25MG X 10 TAB X 1 BLISTER LAPROFF,7703038040941,0.56,0.532,,0,,,,,,,,,,,,,,,,,,,,,,
AMLODIPINA 10 MG X 30 TAB LA SANTE PHARMETIQUE,7592454889568,2.25,2.1375,,0,,,,,,,,,,,,,,,,,,,,,,
AMLODIPINA 10MG X 30 TAB CALOX,7591519001648,2.52,2.394,,0,,,,,,,,,,,,,,,,,,,,,,
AMLODIPINA 5MG X 30 TAB LA SANTE PHARMETIQUE,7592454889575,2.25,2.1375,,0,,,,,,,,,,,,,,,,,,,,,,
AMLODIPINO 10MG X 20 COMP SPEFAR,7590027000686,1.9,1.805,,0,,,,,,,,,,,,,,,,,,,,,,
AMLODIPINO 5MG X 20 COMP SPEFAR,7590027000617,1.94,1.843,,0,,,,,,,,,,,,,,,,,,,,,,
AMOXIC+ACID CLAVUL (UNIMOXICLAV )875MG+125MG X 14 TAB UNIPHARMA,7598852000093,7.89,7.4955,,0,,,,,,,,,,,,,,,,,,,,,,
AMOKLAVIN-BID (FULGRAN)1000MG X 14 TAB DEVA POLINAC,8699525093189,8.82,8.379,,0,,,,,,,,,,,,,,,,,,,,,,
AMOXICILINA 500MG X 10 CAP DAC55,7598578000025,1.68,1.5959999999999999,,0,,,,,,,,,,,,,,,,,,,,,,
AMOXICILINA 500MG X 6 CAP LA SANTE PHARMETIQUE,7703763070299,2,1.9,,0,,,,,,,,,,,,,,,,,,,,,,
"AMPICILINA + SULBACTAM I.M/I.V X 1,5G VITALIS",652931974181,0.73,0.6935,,0,,,,,,,,,,,,,,,,,,,,,,
AMY ACEITE PARA BEBES X 220CM PHARSANA,7591061403365,2.99,2.8405,,0,,,,,,,,,,,,,,,,,,,,,,
AMY CHAMPU PARA BEBES X 200CM PHARSANA,7591061399941,1.76,1.672,,0,,,,,,,,,,,,,,,,,,,,,,
AMY LOCION PARA BEBES X 200CM PHARSANA,7591061399989,1.51,1.4344999999999999,,0,,,,,,,,,,,,,,,,,,,,,,
AMY MOTAS DE ALGODON X 50 UND PHARSANA,7591061399958,1.53,1.4535,,0,,,,,,,,,,,,,,,,,,,,,,
AMY TALCO PARA BEBES X 200G PHARSANA,7591061400142,3.44,3.268,,0,,,,,,,,,,,,,,,,,,,,,,
AMY TOALLITAS HUMEDAS CN MANZ. X 72 UND PHARSANA,7591061503058,1.38,1.311,,0,,,,,,,,,,,,,,,,,,,,,,
ANALPER (ACETAMINOFEN) JAB 150MG/5ML X 120ML LA SANTEE PHARMETIQUE,7592454003117,2.57,2.4415,,0,,,,,,,,,,,,,,,,,,,,,,
ANALPER CAF 500MG/4MG X 10 TAB LA SANTE PHARMETIQUE,7592454001212,1.93,1.8335,,0,,,,,,,,,,,,,,,,,,,,,,
ANALPER FEM PLUS 200MG/10MG X 10 TAB LA SANTE PHARMETIQUE,7592454003063,3.54,3.363,,0,,,,,,,,,,,,,,,,,,,,,,
ANALPER FORTE 650MG X 10 TAB PHARMETIQUE,7592454000802,1.11,1.0545,,0,,,,,,,,,,,,,,,,,,,,,,
ANALPER PLUS 500MG/10MG X 10 TAB LA SANTE PHARMETIQUE,7592454000796,4.21,3.9995,,0,,,,,,,,,,,,,,,,,,,,,,
ANANTY 120MG/5ML SUSP X 120ML PLUS ANDEX,7594001101024,1.37,1.3015,,0,,,,,,,,,,,,,,,,,,,,,,
ANANTY FORTE 160MG/5ML SUSP X 120ML PLUS ANDEX,7594001101581,1.76,1.672,,0,,,,,,,,,,,,,,,,,,,,,,
ANASMOL 5MG X 30 COMP ROWE MEGALABS,7591955003091,7.65,7.2675,,0,,,,,,,,,,,,,,,,,,,,,,
ANDANTOL JALEA X 20G VARGAS,7592349911244,3.68,3.496,,0,,,,,,,,,,,,,,,,,,,,,,
ANGRIP DE NOCHE  X 4 COMP KLINOS MEGALABS,7591619518985,1.64,1.5579999999999998,,0,,,,,,,,,,,,,,,,,,,,,,
ANGRIP DIA X 8 COMP KLINOS MEGALABS,7591619518978,2.45,2.3275,,0,,,,,,,,,,,,,,,,,,,,,,
ANGRIP FORTE DIA/NOCHE X 14 TAB KLINOS MEGALABS,7591619520636,3.57,3.3914999999999997,,0,,,,,,,,,,,,,,,,,,,,,,
ANIS ESTRELLADO 5GR SOBRE CHEMICALS,7592141000214,1.86,1.7670000000000001,,0,,,,,,,,,,,,,,,,,,,,,,
ANOMEX SUPOSITORIO RECTAL X 10 BLISS TIARES,8906009231020,5.71,5.4245,,0,,,,,,,,,,,,,,,,,,,,,,
ANTIFOM 40MG X 10 COMP VARGAS,7592349722925,4.3,4.085,,0,,,,,,,,,,,,,,,,,,,,,,
ANTIFOM FORTE 160MG X 10 COMP VARGAS,7592349001068,5.53,5.2535,,0,,,,,,,,,,,,,,,,,,,,,,
ANTILAX 2MG X 10 TAB REC FARMA,7591821102095,2.31,2.1945,,0,,,,,,,,,,,,,,,,,,,,,,
APETININ JAB PED. X 240ML ARCOIRIS,7592946005742,4.53,4.3035000000000005,,0,,,,,,,,,,,,,,,,,,,,,,
APLACAL SABOR BANANA X 10 TAB MAST. SIEGFRIED MEYER,7592601303176,2.33,2.2135000000000002,,0,,,,,,,,,,,,,,,,,,,,,,
APLACAL SABOR FRAMBUESA X 10 TAB MAST SIEGFRIED MEYER,7592601303145,2.33,2.2135000000000002,,0,,,,,,,,,,,,,,,,,,,,,,
ASAPRUNI (ACIDO ACETILSALICILICO) 81MG X 100TAB UNIPHARMA,7598852000765,4,3.8,,0,,,,,,,,,,,,,,,,,,,,,,
ASCAFYL PLUS X 10 TAB SIEGFRIED MEYER,7592601100676,1.81,1.7195,,0,,,,,,,,,,,,,,,,,,,,,,
ASCAFYL-SC SOL GOTAS PED X 15ML SIEGFRIED MEYER,7592601301776,1.9,1.805,,0,,,,,,,,,,,,,,,,,,,,,,
ASTEFOR (LEVOFLOXACINA)  500 MG X 10 COMP  ROWE MEGALABS,7591619000589,5.59,5.3105,,0,,,,,,,,,,,,,,,,,,,,,,
ASTEFOR (LEVOFLOXACINA)  750 MG X 5 COMP  ROWE MEGALABS,7591619000596,4.5,4.275,,0,,,,,,,,,,,,,,,,,,,,,,
ATAMEL FORTE 650MG X 10 TAB PFIZER,7591257000552,2.47,2.3465000000000003,,0,,,,,,,,,,,,,,,,,,,,,,
ATENOLOL TAB 100MG X 30 LA SANTE PHARMETIQUE,7703763090358,3.36,3.1919999999999997,,0,,,,,,,,,,,,,,,,,,,,,,
ATENOLOL TAB BP 50MG X 30 LA SANTE PHARMETIQUE,7703763090341,2.58,2.451,,0,,,,,,,,,,,,,,,,,,,,,,
ATORVASTATINA 40MG X 30 TAB DAC55,7598578000254,3.43,3.2585,,0,,,,,,,,,,,,,,,,,,,,,,
ATORVASTATINA 80MG X 20 COMP SPEFAR,7590027002567,3.21,3.0495,,0,,,,,,,,,,,,,,,,,,,,,,
ATROALDO (BROM DE IPRATROPIO) 20MCG/200DOSIS INH POLINAC,8470006723128,11.11,10.554499999999999,,0,,,,,,,,,,,,,,,,,,,,,,
ATROBEL GOTAS N-BUTIL BROMURO DE HIOSCINA 10MG/ML X 15ML RONAVA,7592806123012,3.26,3.097,,0,,,,,,,,,,,,,,,,,,,,,,
ATROPINA (RONATROPINE) 1MG/ML X 10 AMP,8902009040136,3.83,3.64,,0,,,,,,,,,,,,,,,,,,,,,,
ATROPUNI (ATROPINA) 1 MG  X 10 AMP UNIPHARMA,7598852000536,3.83,3.6385,,0,,,,,,,,,,,,,,,,,,,,,,
ATROVERAN (N-BUTIL DE HIOSCINA) SOL GOTAS VARGAS,7592349722161,3.96,3.762,,0,,,,,,,,,,,,,,,,,,,,,,
AUGMEXICLAV (AMOXIC+ACID CLAVUL) 312.5MG/5ML X 70ML FUGEN,5060560910886,7.24,6.878,,0,,,,,,,,,,,,,,,,,,,,,,
AUGMEXICLAV (AMOXIC+ACID CLAVUL) 457MG/5ML X 70ML FUGEN,5060560910893,7.87,7.4765,,0,,,,,,,,,,,,,,,,,,,,,,
AVELOX (MOXIFLOXACINO) SOLUCION IV BAYER,7702123409861,21.87,20.776500000000002,,0,,,,,,,,,,,,,,,,,,,,,,
AZITROMICINA (UNITROM) 500 MG X 3 TAB UNIPHARMA,7598852000321,1.89,1.7954999999999999,,0,,,,,,,,,,,,,,,,,,,,,,
AZITHRONAK (AZITROMICINA) 200M/5ML X 30ML FUGEN,5060560912958,3.6,3.42,,0,,,,,,,,,,,,,,,,,,,,,,
AZUFRE EN POLVO 25GR SOBRE CHEMICALS,7592141000269,0.82,0.7789999999999999,,0,,,,,,,,,,,,,,,,,,,,,,
AZUTAN 0.15% CLORH. DE BENZIDAMINA USO TOP X180ML BIOTECH,7591243803167,3.48,3.306,,0,,,,,,,,,,,,,,,,,,,,,,
BACITRACINA 500IU/G X 15G RONAVA,7592806141016,2.45,2.3275,,0,,,,,,,,,,,,,,,,,,,,,,
BACITRACINA 500UI X 15GM UNGUENTO KLINOS MEGALABS,7591619505015,2.79,2.6505,,0,,,,,,,,,,,,,,,,,,,,,,
BACTEVAL X 24 CAP VALMORCA,7591020007825,5.86,5.567,,0,,,,,,,,,,,,,,,,,,,,,,
BACTRON FORTE X 10 TAB RONAVA,7592806133530,4.27,4.0565,,0,,,,,,,,,,,,,,,,,,,,,,
BACTRON SUSP X 100ML RONAVA,7592806122015,2.88,2.7359999999999998,,0,,,,,,,,,,,,,,,,,,,,,,
BACTRON X 20 TAB RONAVA,7592806133073,3.54,3.363,,0,,,,,,,,,,,,,,,,,,,,,,
BAJA LENGUA CX100 UNDS PROCARE,652931972224,2.64,2.508,,0,,,,,,,,,,,,,,,,,,,,,,
BANDAS ADHESIVAS CLASICAS X 20 UND BRIUTCARE,742033994689,1.18,1.121,,0,,,,,,,,,,,,,,,,,,,,,,
BANDAS ADHESIVAS KIDS X 20 UND BRIUTCARE,742033994719,1.38,1.311,,0,,,,,,,,,,,,,,,,,,,,,,
BANDAS ADHESIVAS MIXTOS X 20 UND BRIUTCARE,742033994702,1.17,1.1115,,0,,,,,,,,,,,,,,,,,,,,,,
BARGONIL 2% UNG 10GR ROWE MEGALABS,7591955000045,9.31,8.8445,,0,,,,,,,,,,,,,,,,,,,,,,
BARGONIL 2% UNG 30GR ROWE MEGALABS,7591955000052,14.83,14.0885,,0,,,,,,,,,,,,,,,,,,,,,,
BATA PARA CIRUJANO ESTERIL CON PUÐO,240820,2.6,2.47,,0,,,,,,,,,,,,,,,,,,,,,,
BATA PARA PACIENTE  ESTERIL,250920,0.69,0.6555,,0,,,,,,,,,,,,,,,,,,,,,,
BENCIDAMINA 0.15% SOLUCION X 120ML COFASA,7591818139004,3.46,3.287,,0,,,,,,,,,,,,,,,,,,,,,,
BENZODIAZOL SABOR LIMON/MIEL X 16 TAB MAST SIEGFRIED MEYER,7592601301516,2.33,2.2135000000000002,,0,,,,,,,,,,,,,,,,,,,,,,
BENZODIAZOL SABOR TUTTI FRUTI X 16 TAB MAST SIEGFRIED MEYER,7592601100874,2.33,2.2135000000000002,,0,,,,,,,,,,,,,,,,,,,,,,
BEPROSPEN 7MG/ML AMPOLLA X 1 BIOTECH,7591243803730,7.65,7.2675,,0,,,,,,,,,,,,,,,,,,,,,,
BERRO JARABE X 240ML ARCOIRIS,7592946168560,5.02,4.768999999999999,,0,,,,,,,,,,,,,,,,,,,,,,
BETADERM / GENTAMICINA CREMA X 15G BIOTECH,7591243804041,3.3,3.135,,0,,,,,,,,,,,,,,,,,,,,,,
BETADERM 0.05% (BETAMETASONA) CREMA X 15G BIOTECH,7591243804140,2.86,2.717,,0,,,,,,,,,,,,,,,,,,,,,,
BETADERM PLUS 15GR BIOTECH,7591243804164,4.37,4.1515,,0,,,,,,,,,,,,,,,,,,,,,,
BETADUO 1 JER PRELLENADA X 1ML  VIVAX,7592432017877,10.52,9.994,,0,,,,,,,,,,,,,,,,,,,,,,
BETAGEN (BETAMETASONA) 12 MG/3ML X 1AMP BIOTECH,7591243804331,3.81,3.6195,,0,,,,,,,,,,,,,,,,,,,,,,
BETAGEN (BETAMETASONA) 4MG/ML X 1AMP BIOTECH,7591243804287,2.52,2.394,,0,,,,,,,,,,,,,,,,,,,,,,
BETAGEN SOLSPEN 4MG/3MG X 1AMP BIOTECH,7591243804409,3.81,3.6195,,0,,,,,,,,,,,,,,,,,,,,,,
BETAMETASONA 4MG/1ML IM/IV AMP BIOSANO EL MORRO,7800061050104,0.32,0.304,,0,,,,,,,,,,,,,,,,,,,,,,
"BETARRETIN 0,025% GEL X 30G MEDIHEALTH MEGALABS",7591619517834,6.57,6.2415,,0,,,,,,,,,,,,,,,,,,,,,,
