Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8
17245,7703038050018,2023-10-28 00:00:00,ACETAMINOFEN 500 MG X 300 TAB (LAPROFF) ,134.15,15.02,HB HUMAN BIOSCIENCE                     ,,0
15477,7590027001669,2022-12-30 00:00:00,ACETAMINOFEN 650 MG X 10 COMP (SPEFAR)  ,19.52,2.19,LAB SPEFAR                              ,,0
17070,7594000851258,2022-12-30 00:00:00,ACETAMINOFEN 650 MG X 10 TA (BIOQUIMICA),7.47,0.84,LAB BIOQUIMICA                          ,,0
4097,7592454001243,2022-12-30 00:00:00,ACETAMINOFEN 650 MG X 10 TAB (LA SANTE) ,9.12,1.02,LAB LA SANTE                            ,,0
15780,7594001101604,2022-12-30 00:00:00,ACETAMINOFEN 650 MG X 10 TAB (PLUSANDEX),6.29,0.7,LAB PLUSANDEX                           ,,0
17071,7594000851265,2022-12-30 00:00:00,ACETAMINOFEN 650 MG X 20 TAB (BIOQUIMICA,13.89,1.56,LAB BIOQUIMICA                          ,,0
18112,7592616576497,2023-11-30 00:00:00,ACETAMINOFEN 650MG X 10TAB (KIMICEG)    ,11.46,1.28,LAB KIMICEG                             ,,0
17341,7594000851234,2022-12-30 00:00:00,ACETAMINOFEN-CLORF 125 MG X 120 ML (BIOQ,18.87,2.11,LAB BIOQUIMICA                          ,,0
17494,7591020006156,2023-11-30 00:00:00,ACEVAL 100 MG X 30 ML GTA (VALMORCA)    ,27.42,3.07,LAB VALMORCA                            ,,0
11836,7591020000611,2022-12-30 00:00:00,ACEVAL 650 MG X 10 TAB (VALMORCA)       ,12.5,1.4,LAB VALMORCA                            ,,0
17889,7591020008471,,ACEVAL 650 MG X 50 TAB (VALMORCA)       ,52.6,5.89,LAB VALMORCA                            ,,0
17579,720524031174,2022-12-30 00:00:00,ACICLOVIR 200 MG X 10 TAB (LATTAN)      ,12.56,1.41,LAB LATTAN                              ,,0
19169,7592348211031,2025-06-30 00:00:00,ACICLOVIR 200 MG X 10 TAB (POLINAC)     ,13.26,1.48,LAB POLINAC                             ,,0
14871,7592454102001,2022-12-30 00:00:00,ACICLOVIR 200 MG X 24 TAB (LA SANTE)    ,32.21,3.61,LAB LA SANTE                            ,,0
17247,7703038050025,2022-12-30 00:00:00,ACICLOVIR 200 MG X 240 TAB (LAPROFF)    ,395.56,44.3,HB HUMAN BIOSCIENCE                     ,,0
16446,7591519005639,2022-12-30 00:00:00,ACICLOVIR 200 MG X 25 TAB (CALOX)       ,34.67,3.88,LAB CALOX                               ,,0
16955,7592348201100,2022-12-30 00:00:00,ACICLOVIR 200 MG X 25 TAB (POLINAC)     ,22.89,2.56,LAB POLINAC                             ,,0
16398,7703038067528,2022-12-30 00:00:00,ACICLOVIR 800 MG X 10 TAB (LAPROFF)     ,54.5,6.1,HB HUMAN BIOSCIENCE                     ,,0
17895,7591616001695,2022-12-30 00:00:00,ACIDO BORICO CAP VAGINALES X 10 (BIOFARC,18.87,2.11,LAB BIOFARCO                            ,,0
17372,7703038050032,2022-12-30 00:00:00,ACIDO FOLICO 1 MG X 400 TAB (LAPROFF)   ,166.23,18.61,HB HUMAN BIOSCIENCE                     ,,0
15349,7592601303206,2022-12-30 00:00:00,ACIDO FOLICO 10 MG X 10 TAB (MEYER)     ,9.19,1.03,LAB MEYER                               ,,0
14752,7592349926194,2022-12-30 00:00:00,ACIDO FOLICO 10 MG X 20 COMP (G.C)      ,20.63,2.31,LAB VARGAS                              ,,0
14218,7594001101338,2022-12-30 00:00:00,ACIDO FOLICO 10 MG X 20 TAB (PLUSANDEX) ,7.73,0.87,LAB PLUSANDEX                           ,,0
17098,7591619000220,2026-11-30 00:00:00,ACIDO FOLICO 10 MG X 30 COMP (KLINOS)   ,22.5,2.52,LAB KLINOS                              ,,0
15288,7591020008174,2022-12-30 00:00:00,ACIDO FOLICO 10 MG X 30 COMP (VALMORCA) ,19.47,2.18,LAB VALMORCA                            ,,0
9115,7594001101345,2022-12-30 00:00:00,ACIDO FOLICO 10 MG X 30 TAB (PLUSANDEX) ,11.47,1.28,LAB PLUSANDEX                           ,,0
10185,7591519004892,2022-12-30 00:00:00,ACIDO FOLICO 10MG X 20 COMP (CALOX)     ,13.17,1.47,LAB CALOX                               ,,0
13956,7591619501024,2022-12-30 00:00:00,ACIDO FOLICO 10MG X 20 COMP (KLINOS)    ,18.56,2.08,LAB KLINOS                              ,,0
8068,7592601300021,2022-12-30 00:00:00,ACIDO FOLICO 10MG X 20 TAB. (MEYER)     ,17.58,1.97,LAB MEYER                               ,,0
8069,7592601301486,2022-12-30 00:00:00,ACIDO FOLICO 10MG X 30 TAB (MEYER)      ,20.08,2.25,LAB MEYER                               ,,0
9604,7591619501031,2022-12-30 00:00:00,ACIDO FOLICO 10MG/15ML GOT  (KLINOS)    ,42.91,4.81,LAB KLINOS                              ,,0
19237,7591619501048,2024-07-31 00:00:00,ACIDO FOLICO 10MG/1ML X 3AMP (KLINOS)   ,59.52,6.67,LAB KLINOS                              ,,0
49,7592601303190,2022-12-30 00:00:00,ACIDO FOLICO 5 MG X 10 TAB (MEYER)      ,8.36,0.94,LAB MEYER                               ,,0
14690,7592601301479,2023-05-31 00:00:00,ACIDO FOLICO 5 MG X 30 TAB (MEYER)      ,20.73,2.32,LAB MEYER                               ,,0
16849,7594001101314,2022-12-30 00:00:00,ACIDO FOLICO 5 MG X 30 TAB (PLUSANDEX)  ,8.63,0.97,LAB PLUSANDEX                           ,,0
15099,7591619501017,2022-12-30 00:00:00,ACIDO FOLICO 5MG X 20 COMP (KLINOS)     ,10.03,1.12,LAB KLINOS                              ,,0
15151,7591619000213,2022-12-30 00:00:00,ACIDO FOLICO 5MG X 30 COMP (KLINOS)     ,13.22,1.48,LAB KLINOS                              ,,0
15273,,2023-08-01 00:00:00,ADELLA (ANTICONCEPTIVA) X 21 TAB (VIVAX),107.07,11.99,LAB VIVAX                               ,,0
4987,7591619163031,2022-12-30 00:00:00,AFOKLIN 10MG GOTAS 15ML (KLINOS)        ,39.69,4.44,LAB KLINOS                              ,,0
13960,7591619163024,2022-12-30 00:00:00,AFOKLIN 10MG X 20 COMP (KLINOS)         ,18.56,2.08,LAB KLINOS                              ,,0
17986,,2022-12-30 00:00:00,AKARVIA(FAVIPIRAVIR) 200 MG X 20 TAB (ED,192.93,21.6,LAB EDS PHARMA                          ,,0
16851,7592454003261,2022-12-30 00:00:00,ALBENDAZOL 200 MG X 2 TAB (LA SANTE)    ,10.41,1.17,LAB LA SANTE                            ,,0
15781,7594001100263,2022-12-30 00:00:00,ALBENDAZOL 200 MG X 2 TAB (PLUSANDEX)   ,5.72,0.64,LAB PLUSANDEX                           ,,0
16447,7591519007022,2022-12-30 00:00:00,ALBENDAZOL 200 MG X 2 TAB MAST (CALOX)  ,8.67,0.97,LAB CALOX                               ,,0
16852,7592454120371,2024-07-01 00:00:00,ALBENDAZOL 200 MG X 6 TAB (LA SANTE)    ,25.22,2.82,LAB LA SANTE                            ,,0
15788,7594001100256,2023-05-30 00:00:00,ALBENDAZOL 200 MG X 6 TAB (PLUSANDEX)   ,9.85,1.1,LAB PLUSANDEX                           ,,0
15092,7591062010036,2022-12-30 00:00:00,ALBICAR 200 MG X 2 TAB (ELMOR)          ,6.81,0.76,LAB ELMOR                               ,,0
15690,7591062010173,2022-12-30 00:00:00,ALBICAR 200 MG X 6 TAB  (ELMOR)         ,13.22,1.48,LAB ELMOR                               ,,0
18744,7703763000982,2024-04-30 00:00:00,ALERPAT SOL OFT 0.1% X 5 ML (LA SANTE)  ,31.07,3.48,LAB LA SANTE                            ,,0
15876,7592806133028,2022-12-30 00:00:00,ALGOREN 40 MG X 20 TAB (RONAVA)         ,29.72,3.33,LAB RONAVA                              ,,0
18624,7703763001002,2024-02-28 00:00:00,ALILUB 1.4% SOL OFT X 15ML (LA SANTE)   ,24.53,2.75,LAB LA SANTE                            ,,0
16949,7591243801620,2022-12-30 00:00:00,ALIPAL FORTE DIA-NOCHE 650 MG X 6 CAP   ,20.83,2.33,LAB BIOTECH                             ,,0
10645,7592432010335,2022-12-30 00:00:00,ALIVAX FORTE 650 MG X 10 CAP (VIVAX)    ,18.81,2.11,LAB VIVAX                               ,,0
17520,7592432000084,2022-12-30 00:00:00,ALIVAX FORTE 650 MG X 25 BLIS X 5 CAP   ,198.67,22.25,LAB VIVAX                               ,,0
18587,7598431000056,2023-10-30 00:00:00,ALIVERIUM 100-300MG X 10 CAP (VINCENTI) ,44.45,4.98,LAB VINCENTI                            ,,0
18159,7703763722686,2023-11-01 00:00:00,ALLERFEX 120MG X X 10TAB (LA SANTE)     ,37.14,4.16,LAB LA SANTE                            ,,0
18890,7598176000137,2024-12-30 00:00:00,ALOPURINOL 100 MG X 30 TAB (ANGELUS)    ,21.14,2.37,ANGELUS Y CLEOPHARMA                    ,,0
15435,7592601201021,2023-11-30 00:00:00,ALSART 80 MG X 10 CAP (MEYER)           ,19.14,2.14,LAB MEYER                               ,,0
15877,7592806133042,2025-08-31 00:00:00,ALURON 100 MG X 30 TAB (RONAVA)         ,35.52,3.98,LAB RONAVA                              ,,0
17072,7594000850909,2022-12-30 00:00:00,AMBROXOL 15 MG X 120 ML (BIOQUIMICA)    ,17.23,1.93,LAB BIOQUIMICA                          ,,0
5960,7592454120203,2022-12-30 00:00:00,AMBROXOL 15MG JBE. PED. 120ML (LA SANTE),27.56,3.09,LAB LA SANTE                            ,,0
15117,7703153020064,2024-01-01 00:00:00,AMBROXOL 15MG/5ML X 120ML PED (COLMED)  ,34.82,3.9,LAB VIVAX                               ,,0
17073,7594000850923,2025-03-30 00:00:00,AMBROXOL 30 MG X 120 ML (BIOQUIMICA)    ,17.88,2,LAB BIOQUIMICA                          ,,0
5959,7592454120302,2022-12-30 00:00:00,AMBROXOL 30 MG X 120 ML AD (LA SANTE)   ,32.55,3.65,LAB LA SANTE                            ,,0
14751,7703153020071,2022-12-30 00:00:00,AMBROXOL 30MG JBE AD 120ML (COLMED)     ,34.82,3.9,LAB VIVAX                               ,,0
18735,7594000851593,2025-06-30 00:00:00,AMBROXOL CLORH-LORAT 30/5MG/5ML 120ML BI,21.74,2.43,LAB BIOQUIMICA                          ,,0
18950,7594000851586,2025-07-31 00:00:00,AMBROXOL CLORH-LORAT 30/5MG/5ML 60ML BIO,15.57,1.74,LAB BIOQUIMICA                          ,,0
18114,7592616005010,2023-11-30 00:00:00,AMBROXOL PED 15MG/5ML X 120ML (KIMICEG) ,21.81,2.44,LAB KIMICEG                             ,,0
15664,7591020003131,,AMIODARONA 200 MG X 10 TAB (VALMORCA)   ,46.41,5.2,LAB VALMORCA                            ,,0
17736,7592236002017,2022-12-30 00:00:00,AMIPINA (AMLODIPINA) 5 X 30 TAB (QUIMFAR,4.65,0.52,LAB. QUIM-FAR                           ,,0
16448,7591519001358,2022-12-30 00:00:00,AMLODIPINA 10 MG X 10 TAB (CALOX)       ,11.31,1.27,LAB CALOX                               ,,0
14356,7592454886994,2022-12-30 00:00:00,AMLODIPINA 10 MG X 10 TAB (LA SANTE)    ,8.54,0.96,LAB LA SANTE                            ,,0
16529,7590027000686,2022-12-30 00:00:00,AMLODIPINA 10 MG X 20 COMP (SPEFAR)     ,20.16,2.26,LAB SPEFAR                              ,,0
18045,7592616014029,2022-12-30 00:00:00,AMLODIPINA 10 MG X 20 TAB (KIMICEG)     ,17.99,2.01,LAB KIMICEG                             ,,0
18876,7597758000763,2024-01-30 00:00:00,AMLODIPINA 10 MG X 30 TAB (ALESS)       ,18.66,2.09,ALESS PHARMACEUTICALS                   ,,0
14743,675696260115,2022-12-30 00:00:00,AMLODIPINA 10 MG X 30 TAB (BUKA)        ,11.44,1.28,LAB BUKA                                ,,0
16974,7591519001648,2023-09-30 00:00:00,AMLODIPINA 10 MG X 30 TAB (CALOX)       ,22.67,2.54,LAB CALOX                               ,,0
18533,,2023-11-30 00:00:00,AMLODIPINA 10MG X 100TAB (BALAXI)       ,31.96,3.58,LAB EDS PHARMA                          ,,0
15656,7592454887014,,AMLODIPINA 5 MG X 10 TAB (LA SANTE)     ,7.28,0.82,LAB LA SANTE                            ,,0
16528,7590027000617,2022-12-30 00:00:00,AMLODIPINA 5 MG X 20 COMP (SPEFAR)      ,19.38,2.17,LAB SPEFAR                              ,,0
15845,7592454889575,,AMLODIPINA 5 MG X 30 COMP (LA SANTE)    ,21.53,2.41,LAB LA SANTE                            ,,0
18875,7597758000756,2024-11-30 00:00:00,AMLODIPINA 5 MG X 30 TAB (ALESS)        ,17.15,1.92,ALESS PHARMACEUTICALS                   ,,0
16858,7703038067429,2022-12-30 00:00:00,AMLODIPINA 5 MG X 300 TAB (LAPROFF)     ,213.89,23.95,HB HUMAN BIOSCIENCE                     ,,0
18132,8470008626236,2024-03-30 00:00:00,AMLODIPINA 5MG X 30COMP KERN PHARMA     ,17.62,1.97,KERN PHARMA Y NORMON                    ,,0
18891,7598176000359,2025-02-28 00:00:00,AMLODIPINA+VALSARTAN 5/160MG X 30TAB ANG,41.57,4.66,ANGELUS Y CLEOPHARMA                    ,,0
16212,8699525093189,2026-01-30 00:00:00,AMOKLAVIN-BID 1000MG X 14 TAB (POLINAC) ,79.52,8.9,LAB POLINAC                             ,,0
19301,7594000020043,2025-09-30 00:00:00,AMOXICILINA 250MG/5MG X45ML P/S (LISTERF,30.01,3.36,LISTER FENIX                            ,,0
17866,7598578000025,2023-08-30 00:00:00,AMOXICILINA 500 MG X 10 CAP (DAC)       ,15.07,1.69,DAC55                                   ,,0
14730,7703763070299,2023-10-25 00:00:00,AMOXICILINA 500 MG X 6 CAP (LA SANTE)   ,19.73,2.21,LAB LA SANTE                            ,,0
15602,7591020000758,2024-02-08 00:00:00,AMOXIVAL 250 MG X 90ML P/SUSP (VALMORCA),47.41,5.31,LAB VALMORCA                            ,,0
15466,7591020000710,2024-10-30 00:00:00,AMOXIVAL 500 MG X 12 CAP (VALMORCA)     ,34.2,3.83,LAB VALMORCA                            ,,0
15277,7591020008082,2025-10-30 00:00:00,AMOXIVAL 750 MG/5ML X 70ML P/SUSP(VALMOR,76.62,8.58,LAB VALMORCA                            ,,0
14554,7591020080613,2022-12-30 00:00:00,AMOXIVAL 875 MG X 20 TAB (VALMORCA)     ,102.88,11.52,LAB VALMORCA                            ,,0
17267,7591020009003,,AMOXIVAL A.C 250MG-62.5MG/5ML X 60ML VAL,71.44,8,LAB VALMORCA                            ,,0
17268,7591020009010,,AMOXIVAL A.C 400MG-57MG/5ML X 60ML VALMO,96.45,10.8,LAB VALMORCA                            ,,0
204,7592454003117,2025-03-30 00:00:00,ANALPER 150MG/5ML JBE 120ML (LA SANTE)  ,25.67,2.87,LAB LA SANTE                            ,,0
15047,7592454001212,2023-08-19 00:00:00,ANALPER CAF 500MG-40MG X 10 TAB LA SANTE,18.66,2.09,LAB LA SANTE                            ,,0
15048,7592454003063,2022-12-30 00:00:00,ANALPER FEM PLUS 200MG-10MG  LA SANTE   ,34.63,3.88,LAB LA SANTE                            ,,0
203,7592454000802,2022-12-30 00:00:00,ANALPER FORTE 650 MG X 10 TAB (LA SANTE),12.62,1.41,LAB LA SANTE                            ,,0
14768,7592454000796,2024-02-28 00:00:00,ANALPER PLUS TAB 500-10MG X 10  LA SANTE,41.12,4.6,LAB LA SANTE                            ,,0
13517,7593090000157,2022-12-30 00:00:00,ANAPIR 200 MG X 10 CAP (FCPHARMA)       ,8.17,0.91,LAB FC PHARMA                           ,,0
18064,7593090001390,2022-12-30 00:00:00,ANAPIR 200 MG X 100 TAB (FCPHARMA)      ,57.65,6.46,LAB FC PHARMA                           ,,0
18063,7593090001383,2024-05-30 00:00:00,ANAPIR 200 MG X 20 TAB (FCPHARMA)       ,16.85,1.89,LAB FC PHARMA                           ,,0
16213,7593090001024,2022-12-30 00:00:00,ANAPIR 400 MG X 10 CAP (FC PHARMA)      ,17.7,1.98,LAB FC PHARMA                           ,,0
18065,7593090001376,2022-12-30 00:00:00,ANAPIR 400 MG X 20 TAB (FCPHARMA)       ,19,2.13,LAB FC PHARMA                           ,,0
13974,7591955003084,2023-10-30 00:00:00,ANASMOL 2.5 MG X 30 COMP (ROWE)         ,42.33,4.74,LAB KLINOS                              ,,0
15355,7591955003091,2023-06-30 00:00:00,ANASMOL 5 MG X 30 COMP (ROWE)           ,74.04,8.29,LAB KLINOS                              ,,0
19159,7592349911244,2024-06-30 00:00:00,ANDANTOL JALEA X 20 GR (VARGAS)         ,34.89,3.91,LAB VARGAS                              ,,0
15100,7594000490051,2022-12-30 00:00:00,ANGIOVAN 10 MG X 10 COMP (KLINOS)       ,13.96,1.56,LAB KLINOS                              ,,0
15754,7591619518978,2025-01-30 00:00:00,ANGRIP DIA 500 MG X 8 COMP (KLINOS)     ,22.5,2.52,LAB KLINOS                              ,,0
16565,7591619518985,2024-03-30 00:00:00,ANGRIP NOCHE 500 MG X 4 COMP (KLINOS)   ,21.17,2.37,LAB KLINOS                              ,,0
16965,7591519317749,2024-08-30 00:00:00,ANTAAR HCT 2.5-6.25 MG X 10 TAB (CALOX) ,23.09,2.59,LAB CALOX                               ,,0
16966,7591519317756,2024-08-30 00:00:00,ANTAAR HCT 5-6.25 MG X 10 TAB (CALOX)   ,19.79,2.22,LAB CALOX                               ,,0
17442,7591519317343,2024-08-30 00:00:00,ANTAAR HCT 5-6.25 MG X 30 TAB (CALOX)   ,49.45,5.54,LAB CALOX                               ,,0
16962,7591519317732,2023-05-30 00:00:00,ANTAAR(BISOPROLOL) 10 MG X 10 TAB (CALOX,24.71,2.77,LAB CALOX                               ,,0
17440,7591519051902,2022-12-30 00:00:00,ANTAAR(BISOPROLOL)10 MG X 30 TAB (CALOX),55.89,6.26,LAB CALOX                               ,,0
16964,7591519317725,2024-08-30 00:00:00,ANTAAR(BISOPROLOL)5 MG X 10 TAB (CALOX) ,18.83,2.11,LAB CALOX                               ,,0
13306,7592349722925,2023-10-30 00:00:00,ANTIFOM 40MG X 10 COMP (VARGAS)         ,46.04,5.16,LAB VARGAS                              ,,0
17339,7592349001068,2024-01-30 00:00:00,ANTIFOM FORTE 160 MG X 10 COMP (VARGAS) ,55.21,6.18,LAB VARGAS                              ,,0
16708,7591821102095,2022-12-30 00:00:00,ANTILAX 2 MG X 10 TAB (FARMA)           ,19.53,2.19,LAB FARMA                               ,,0
15878,7592601303145,2022-12-30 00:00:00,APLACAL 750 MG MAST FRAMBUESA (MEYER)   ,22.97,2.57,LAB MEYER                               ,,0
15879,7592601303152,2022-12-30 00:00:00,APLACAL 750 MG TAB MAST MENTA (MEYER)   ,22.97,2.57,LAB MEYER                               ,,0
15750,7592601303176,2022-12-30 00:00:00,APLACAL 750 MG X 10 TAB BANANA (MEYER)  ,22.97,2.57,LAB MEYER                               ,,0
15751,7592601303169,2022-12-30 00:00:00,APLACAL 750 MG X 10 TAB MAST MAND (MEYER,22.97,2.57,LAB MEYER                               ,,0
17141,7591821210240,2022-12-30 00:00:00,ARANDA 2.5-50 MG X 12 CAP  (FARMA)      ,33.6,3.76,LAB FARMA                               ,,0
215,7592601100126,2022-12-30 00:00:00,ARBIXIL 15 MG X 120 ML JAB (MEYER)      ,30.89,3.46,LAB MEYER                               ,,0
4324,7592601100683,2022-12-30 00:00:00,"ARBIXIL 7,5MG GOTAS 15CC (MEYER)        ",16.08,1.8,LAB MEYER                               ,,0
16609,7592946168300,2022-12-30 00:00:00,ARCOIRIS AJO 400 MG X 90 CAP            ,48.66,5.45,ARCOIRIS                                ,,0
16610,7592946005711,2022-12-30 00:00:00,ARCOIRIS ALCACHOFA 300 MG X 90 CAP      ,43.83,4.91,ARCOIRIS                                ,,0
17001,7592946168317,2022-12-30 00:00:00,ARCOIRIS BEN PARAISO 300 MG X 90 CAP    ,43.83,4.91,ARCOIRIS                                ,,0
17002,7592946000020,2022-12-30 00:00:00,ARCOIRIS BENPASAN 300 MG X 90 CAP       ,43.83,4.91,ARCOIRIS                                ,,0
17003,7592946168508,2022-12-30 00:00:00,ARCOIRIS CALRESAN 300 MG X 90 CAP       ,43.83,4.91,ARCOIRIS                                ,,0
16612,7592946006008,2022-12-30 00:00:00,ARCOIRIS CASCARA SAGRADA 300 MG X 60 CAP,73.05,8.18,ARCOIRIS                                ,,0
16613,7592946168324,,ARCOIRIS CENTELLA C/ALCACHOFA X 90 CAP  ,73.05,8.18,ARCOIRIS                                ,,0
17007,7592946000044,2022-12-30 00:00:00,ARCOIRIS DIAMET 300 MG X 90 CAP         ,43.83,4.91,ARCOIRIS                                ,,0
17021,7592946064244,2022-12-30 00:00:00,ARCOIRIS ESTIN JARABE X 240 ML          ,50.87,5.7,ARCOIRIS                                ,,0
16638,7592946150633,2022-12-30 00:00:00,ARCOIRIS EUCAMIEL JARABE X 120 ML       ,34.13,3.82,ARCOIRIS                                ,,0
17011,7592946000051,,ARCOIRIS FORTSAN 500 MG X 90 CAP        ,73.05,8.18,ARCOIRIS                                ,,0
16639,7592946012719,2022-12-30 00:00:00,ARCOIRIS FRAILEJON COMPUESTO X 120 ML   ,29.09,3.26,ARCOIRIS                                ,,0
16616,7592946005988,2022-12-30 00:00:00,ARCOIRIS GINKGO BILOBA 300 MG X 60 CAP  ,73.05,8.18,ARCOIRIS                                ,,0
17013,7592946000075,,ARCOIRIS HIPERSAN 300 MG X 90 CAP       ,43.83,4.91,ARCOIRIS                                ,,0
17015,7592946007074,,ARCOIRIS MACA 300 MG X 60 CAP           ,73.05,8.18,ARCOIRIS                                ,,0
16619,7592946016816,2022-12-30 00:00:00,ARCOIRIS MAPURITE 300 MG X 90 CAP       ,43.83,4.91,ARCOIRIS                                ,,0
16620,7592946169604,,ARCOIRIS MORINGA 300 MG X 90 CAP        ,43.83,4.91,ARCOIRIS                                ,,0
17017,7592946168386,,ARCOIRIS PALO DE ARCO 360 MG X 90 CAP   ,43.83,4.91,ARCOIRIS                                ,,0
16623,7592946000082,2022-12-30 00:00:00,ARCOIRIS PIÑA-GRAPEFRUIT CASCARA SAGRADA,73.05,8.18,ARCOIRIS                                ,,0
16642,7592946012801,2022-12-30 00:00:00,ARCOIRIS RABANO YODADO JARABE X 120 ML  ,39.59,4.43,ARCOIRIS                                ,,0
18200,7592946169925,2025-01-30 00:00:00,ARCOIRIS UÑA DE GATO 400 MG X 60 CAPS   ,73.05,8.18,ARCOIRIS                                ,,0
17018,7592946005759,,ARCOIRIS URISAN 300 MG X 90 CAP         ,43.83,4.91,ARCOIRIS                                ,,0
17019,7592946169611,2022-12-30 00:00:00,ARCOIRIS ZANAES 400 MG X 90 CAP         ,47.15,5.28,ARCOIRIS                                ,,0
17024,7592946169628,,ARCOIRIS ZANAES X 240 ML JAB            ,47.15,5.28,ARCOIRIS                                ,,0
16643,7592946012870,,ARCOIRIS ZARZAPARRILLA JARABE X 120 ML  ,29.09,3.26,ARCOIRIS                                ,,0
18211,7591020009164,2023-11-30 00:00:00,ARCOVAL 90MG X 7 TAB (VALMORCA)         ,34.3,3.84,LAB VALMORCA                            ,,0
16131,7592806133066,2022-12-30 00:00:00,ARTENOLOL 100 X 30 TAB (RONAVA)         ,25.03,2.8,LAB RONAVA                              ,,0
17422,7591821210028,2023-11-30 00:00:00,ARUDIL 20 MG X 10 TAB (FARMA)           ,87.02,9.74,LAB FARMA                               ,,0
18163,7591821210578,2023-11-30 00:00:00,ARUDIL 20 MG X 30 TAB (FARMA)           ,243.8,27.3,LAB FARMA                               ,,0
18921,7598852000765,2024-01-30 00:00:00,ASAPUNI 81 MG X 100 TAB (UNIPHARMA)     ,36.91,4.13,UNIPHARMA                               ,,0
12673,7592601301776,2022-12-30 00:00:00,ASCAFYL-SC 0.4 MG-80 MG GTA X 15 ML     ,14.9,1.67,LAB MEYER                               ,,0
19239,7591619000589,2025-05-31 00:00:00,ASTEFOR (LEVOFLOX) 500 MG X 10 (KLINOS) ,47.64,5.33,LAB KLINOS                              ,,0
18532,7593090001529,2023-05-01 00:00:00,ATAPEC (QUETIAPINA) 100MG X 30TAB FCPHAR,82.62,9.25,LAB FC PHARMA                           ,,0
16156,7703763090358,2023-09-29 00:00:00,ATENOLOL 100 MG X 30 TAB (LA SANTE)     ,31.85,3.57,LAB LA SANTE                            ,,0
16172,675696259966,2022-12-30 00:00:00,ATENOLOL 50 MG X 30 TAB (BUKA)          ,11.44,1.28,LAB BUKA                                ,,0
18038,7592616011028,,ATENOLOL 50 MG X 30 TAB (KIMICEG)       ,22.67,2.54,LAB KIMICEG                             ,,0
