Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,,Unnamed: 10,Unnamed: 11,Unnamed: 12,Unnamed: 13,Unnamed: 14,Unnamed: 15,Unnamed: 16,Unnamed: 17,Unnamed: 18,Unnamed: 19,Unnamed: 20,Unnamed: 21,Unnamed: 22,Unnamed: 23,Unnamed: 24,Unnamed: 25,Unnamed: 26,Clasificación,Unnamed: 28
RECETURA,00006,,7591616000032,ACEITE DE ALMENDRAS DULCES 30CC BIOFARCO,1.6,0.1,1.4400000000000002,1,2025-09-01 00:00:00,,0,,,,,,,,,,,,,,,,,
MISCELANEOS,302625,,7599028000848,ACEITE DE ALMENDRAS X 30 ML LYA,1.7,0.1,1.53,115,2025-08-01 00:00:00,,0,,,,,,,,,,,,,,,,,
RECETURA,103494,,7594001455356,ACEITE DE COCO SPRAY X 70 ML  RECETTEMARK,5.336,0.1,4.8024000000000004,24,2025-02-01 00:00:00,,0,,,,,,,,,,,,,,,,,
RECETURA,307982,,7592368000073,ACEITE DE COCO X 30 ML F.S.I,1.8,0.1,1.62,8,2024-02-28 00:00:00,,0,,,,,,,,,,,,,,,,,
RECETURA,103485,,7594001450061,ACEITE DE COCO X 60 ML RECETTEMARK,2.204,0.1,1.9836000000000003,8,2025-08-01 00:00:00,,0,,,,,,,,,,,,,,,,,
RECETURA,103488,,7594001450153,ACEITE DE RICINO X 30 ML  RECETTEMARK,3.0856,0.1,2.77704,172,2025-01-01 00:00:00,,0,,,,,,,,,,,,,,,,,
RECETURA,302624,,7599028000053,ACEITE DE RICINO X 30ML LYA,2.28,0.1,2.0519999999999996,7,2025-10-01 00:00:00,,0,,,,,,,,,,,,,,,,,
RECETURA,307983,,,ACEITE MINERAL  X 30 ML  F.S.I,1.5,0.1,1.35,18,2024-02-28 00:00:00,,0,,,,,,,,,,,,,,,,,
MISCELANEOS,304454,,7594001450092,ACEITE MINERAL X 30 ML  RECETTEMARK,1.102,0.1,0.9918000000000001,34,2025-03-01 00:00:00,,0,,,,,,,,,,,,,,,,,
RECETURA,104144,,7599028000060,ACEITE MINERAL X 30ML LYA,1.7,0.1,1.53,40,2025-08-30 00:00:00,,0,,,,,,,,,,,,,,,,,
MISCELANEOS,103483,,7594001452621,ACEITE MINERAL X 60 ML  RECETTEMARK,1.74,0.1,1.566,39,2025-03-01 00:00:00,,0,,,,,,,,,,,,,,,,,
RECETURA,00014,,7591616000131,ACEITE RICINO 30ML BIOFARCO,2.15,0.1,1.9349999999999998,10,2025-08-01 00:00:00,,0,,,,,,,,,,,,,,,,,
MISCELANEOS,307607,,75486091583,ACEITE SECO HAWAIIAN TROPIC ARGAN OIL SPRAY X 220ML 6FPS,12.8528,0.1,11.56752,6,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,304156,,8904306500900,ACERT-8  8 MG X 10 TAB CAJA X 10 BLISTER CANDESARTAN PRISM,13.5,0.1,12.15,10,2024-11-30 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,307163,,7591196004802,ACETAB 250 MG X 20 TAB (ACETAZOLAMIDA) OFTALMI,6.74,0.1,6.066,171,2024-09-19 00:00:00,,0,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES Y OTROS,305000,,7591616002142,ACETAFEN FORTE SUSP ORAL 180MG/5ML X 120ML (ACETAMINOFEN) BIOFARCO,2.2,0.1,1.9800000000000002,421,2024-11-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,306621,,8904187887855,ACETAMINOFEN - CAFEINA 650MG-65MG X 10 TAB VINCENTI,2.15,0.1,1.9349999999999998,52,2025-01-31 00:00:00,,0,,,,,,,,,,,,,,,,,
PSICOTROPICOS Y CONTROLADOS,303447,,7598578000384,"ACETAMINOFEN - TRAMADOL 325MG - 37,5MG X 30 TAB DAC55",3.05,0.1,2.7449999999999997,218,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,307855,,7590027002277,ACETAMINOFEN - TRAMADOL 325MG - 37.5MG X 10 CAP SPEFAR,2.38,0.1,2.142,301,2024-06-30 00:00:00,,0,,,,,,,,,,,,,,,,,
PSICOTROPICOS Y CONTROLADOS,303307,,7591519008494,ACETAMINOFEN - TRAMADOL 325MG - 37.5MG X 10 TAB CALOX,2.8,0.1,2.5199999999999996,263,2025-09-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,305420,,7590027002260,ACETAMINOFEN 1000 MG X 10 COMP SPEFAR,2.49,0.1,2.241,73,2024-07-30 00:00:00,,0,,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,307251,,6942189530173,ACETAMINOFEN 100MG X 10 SUPOSITORIOS KMPLUS,1.1,0.1,0.9900000000000001,49,2024-12-01 00:00:00,,0,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES Y OTROS,306620,,7591818132074,ACETAMINOFEN 120MG/5ML JARABE X 120ML COFASA,2.87,0.1,2.583,281,2026-08-31 00:00:00,,0,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES Y OTROS,103420,,6942189530159,ACETAMINOFEN 125MG/5ML PVO P/ SUSP X 60 ML KMPLUS,1.45,0.1,1.305,1437,2024-12-01 00:00:00,,0,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES Y OTROS,306865,,6942189530180,ACETAMINOFEN 160MG/5ML PVO P/ SUSP X 100ML KMPLUS,1.65,0.1,1.4849999999999999,715,2025-04-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,306912,,18906047595013,ACETAMINOFEN 500 MG X 10 TAB CAJA X 10 BLISTER JMW,3,0.1,2.7,164,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,308094,,7591519004144,ACETAMINOFEN 500MG X 10 COM CALOX,0.84,0.1,0.756,227,2025-11-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,307818,,7591585376657,ACETAMINOFEN 500MG X 10 COMP. GENVEN,0.77,0.1,0.6930000000000001,145,,,0,,,,,,,,,,,,,,,,,
TABLETAS,306969,,720524031105,ACETAMINOFEN 500MG X 10 TAB CAJA X 10 BLISTER LATTAN,5.5,0.1,4.95,272,2024-12-30 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,308018,,8904181400456,ACETAMINOFEN 500MG X 10 TAB CAJA X 10 BLISTER SAAD,3,0.1,2.7,81,2026-02-28 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,303583,,7703038050018,ACETAMINOFEN 500MG X 10 TAB CAJA X 30 BLISTER LAPROFF,9,0.1,8.1,75,2023-11-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,307225,,8906091331424,ACETAMINOFEN 500MG X 12 TAB  KLOMDAY,0.35,0.1,0.31499999999999995,40,2023-09-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,302528,,7592454000031,ACETAMINOFEN 500MG X 20 TAB LA SANTE,1.4,0.1,1.2599999999999998,356,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,303132,,7590027001669,ACETAMINOFEN 650 MG X 10 COMP SPEFAR,1.15,0.1,1.035,175,2025-02-28 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,306702,,7591519005264,ACETAMINOFEN 650MG X 10 COM CALOX,0.93,0.1,0.8370000000000001,415,2025-09-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,303806,,7592616576497,ACETAMINOFEN 650MG X 10 TAB KIMICEG,0.8,0.1,0.7200000000000001,114,2024-03-21 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,104940,,7592454001243,ACETAMINOFEN 650MG X 10 TAB LA SANTE,0.85,0.1,0.765,244,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,104844,,7594001101604,ACETAMINOFEN 650MG X 10TAB PLUSANDEX,0.81,0.1,0.7290000000000001,945,2024-11-30 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,304142,,7591585179050,ACETAMINOFEN 650MG X 30 COMPR GENVEN,2.3,0.1,2.07,164,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,303138,,7590027002079,ACETAMINOFEN 750MG X 10 COMPR SPEFAR,1.2,0.1,1.08,49,2024-05-30 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,303595,,18906047594443,ACETAMINOFEN IBUPROFENO Y CAFEINA  325 / 200 /  40 MG  X 10 TAB CAJA X 10 BLISTER JMW,10.5,0.1,9.45,11,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES Y OTROS,303835,,7592454003100,ACETAMINOFEN JBE 150MG/5ML X 120ML LA SANTE,2.4,0.1,2.16,1520,2025-09-27 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,00039,,7598127000988,ACETAMINOFEN PLUS 800MG X 10 TAB BLUE MEDICAL,0.8,0.1,0.7200000000000001,75,2024-04-01 00:00:00,,0,,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,103883,,6921875011363,ACETAMINOFEN SUPOSITORIOS 100MG X 6 UNID KMPLUS PHARMAC,0.9,0.1,0.81,15,2023-11-30 00:00:00,,0,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES Y OTROS,308027,,6942189530197,ACETAMINOFEN SUSP 250MG/5ML X 100ML KMPLUS,1.95,0.1,1.755,150,2025-04-30 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,303607,,18906047594450,ACETAMINOFEN Y TIOCOLCHICOSIDO 500 / 4 MG X  10 TAB CAJA X 10 BLISTER JMW,30,0.1,27,11,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES Y OTROS,308026,,8904159412337,ACETAMINOPHEN SUSP 125MG/5ML X 60ML COLIN,1.4,0.1,1.2599999999999998,650,2025-12-30 00:00:00,,0,,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,308007,,8904307705625,ACETATO DE DEXAMETASONA & CLOTRIMAZOL CREMA X 20G ALFA,2.3,0.1,2.07,159,2025-07-01 00:00:00,,0,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES Y OTROS,105101,,7592806121018,ACETOBEN 100MG/5ML  JBE X 120 ML (GUAIFENESINA) RONAVA,3.43,0.1,3.087,292,2025-07-31 00:00:00,,0,,,,,,,,,,,,,,,,,
AMPOLLAS Y SOLUCIONES I.V,306640,,8904209444387,ACETONIDO DE TRIAMCINOLONA AMP 10MG/ML X 1ML VINCENTI,6.4,0.1,5.760000000000001,78,2024-12-31 00:00:00,,0,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES Y OTROS,104415,,7591020008839,ACEVAL 180MG/5ML JBE X 120ML (ACETAMINOFEN) VALMORCA,3.25,0.1,2.925,235,2024-11-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,104409,,7591020000611,ACEVAL 650MG X 10 TAB (ACETAMINOFEN) VALMORCA,1.77,0.1,1.593,1005,2026-07-27 00:00:00,,0,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES Y OTROS,302958,,7591020006156,ACEVAL GOTAS 100MG/ML X 30ML (ACETAMINOFEN) VALMORCA,3.12,0.1,2.8080000000000003,74,2024-11-01 00:00:00,,0,,,,,,,,,,,,,,,,,
AMPOLLAS Y SOLUCIONES I.V,307985,,,ACICLOR 250MG POLVO SI FCO X 1 AMPO (ISAVIR) PISA,10,0.1,9,4,2024-02-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,304147,,7591585111838,ACICLOR A.P. (ACICLOVIR) 1G X 10 COM LETI,9.6,0.1,8.64,37,2025-09-01 00:00:00,,0,,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,304185,,7591585311634,ACICLOR CREMA 5% X 10GR (ACICLOVIR) LETI,4.05,0.1,3.6449999999999996,73,2025-09-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,307375,,7592348211031,ACICLOVIR 200 MG X 10 TAB POLINAC,1.9,0.1,1.71,61,2025-06-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,304818,,7591519005639,ACICLOVIR 200 MG X 25 TAB CALOX,3.9,0.1,3.51,7,2025-09-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,304544,,720524031174,ACICLOVIR 200MG X 10 TAB LATTAN,1.1,0.1,0.9900000000000001,371,2024-06-30 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,303596,,7598008000090,ACICLOVIR 200MG X 10TAB CAJA X 10 BLISTER LAND,11.5,0.1,10.35,6,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,00050,,7703763997183,ACICLOVIR 200MG X 24 TAB LA SANTE,3.25,0.1,2.925,45,2025-10-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,305689,,7703038050025,ACICLOVIR 200MG X 8 TAB CAJA X 30 BLISTER LAPROFF,24,0.1,21.6,2,2024-01-30 00:00:00,,0,,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,307386,,7596347802993,ACICLOVIR 5% CREMA X 20GR SGG,3.05,0.1,2.7449999999999997,104,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,103885,,6942189211324,ACICLOVIR CREMA 5% X 5G KMPLUS,1.1,0.1,0.9900000000000001,93,2025-03-30 00:00:00,,0,,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,304991,,7702123012832,ACID MANTLE BABY CREMA X 30GR BAYER,9,0.1,8.1,79,2023-10-01 00:00:00,,0,,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,304984,,7702123002826,ACID MANTLE LOCION X 120ML BAYER,8.95,0.1,8.055,158,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,00070,,6921875010755,ACIDO ACETILSALICILICO 100MG X 30TAB KMPLUS,1.1,0.1,0.9900000000000001,39,2024-03-30 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,303139,,7590027002086,ACIDO ACETILSALICILICO 81 X 30 COMPR SPEFAR,2.26,0.1,2.034,64,2024-05-30 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,103445,,7598008000762,ACIDO ACETILSALICILICO 81MG FRASCO X 100TAB LAND,6,0.1,5.4,3,2024-11-30 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,306622,,8904187886490,ACIDO ACETILSALICILICO 81MG X 10 TAB VINCENTI,1.15,0.1,1.035,3,2024-12-31 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,304593,,7591196003195,ACIDO ACETILSALICILICO 81MG X 24 TAB MEDIGEN,1.19,0.1,1.071,54,2024-02-14 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,103736,,7598127001046,ACIDO ACETILSALICILICO 81MG X 30TAB BLUE MEDICAL,1.2,0.1,1.08,80,2025-04-01 00:00:00,,0,,,,,,,,,,,,,,,,,
AMPOLLAS Y SOLUCIONES I.V,307515,,,ACIDO ASCORBICO 500MG/ML I.V-I.M BLISTER X 10 AMP MEDEK,6.5,0.1,5.85,65,2024-04-01 00:00:00,,0,,,,,,,,,,,,,,,,,
RECETURA,307984,,,ACIDO BORICO   20 g x 6 UND. F.S.I,6.1,0.1,5.489999999999999,4,2026-05-30 00:00:00,,0,,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,307257,,7599028000787,ACIDO BORICO 400 MG X 10 CAPSULA VAGINALES LYA,3.3,0.1,2.9699999999999998,22,2025-08-01 00:00:00,,0,,,,,,,,,,,,,,,,,
RECETURA,103262,,,ACIDO BORICO SOBRE DE 10GR X1 FARMAX,0.45,0.1,0.405,115,2025-11-01 00:00:00,,0,,,,,,,,,,,,,,,,,
MISCELANEOS,305154,,7599028000572,ACIDO BORICO SOBRE X 20GR LYA,1.27,0.1,1.143,39,2025-10-01 00:00:00,,0,,,,,,,,,,,,,,,,,
RECETURA,104670,,7591616001695,ACIDO BORICO X 10 CAP. VAG. BIOFARCO,2.2,0.1,1.9800000000000002,16,2024-11-01 00:00:00,,0,,,,,,,,,,,,,,,,,
RECETURA,305345,,7594001451983,ACIDO BORICO X 25 GRS CAJ X 12 SOBRE RECETTE MARK,28.0024,0.1,25.202160000000003,23,2025-01-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,00077,,7594001101338,ACIDO FOLICO 10 MG X 20 TAB PLUSANDEX,0.98,0.1,0.882,436,2025-07-30 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,306590,,7598176000434,ACIDO FOLICO 10MG FRASCO X 60 TAB ANGELUS,2.2,0.1,1.9800000000000002,157,2025-03-31 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,307791,,7592601303206,ACIDO FOLICO 10MG X 10 TAB MEYER,0.95,0.1,0.855,5,2023-10-31 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,305022,,7592349926194,ACIDO FOLICO 10MG X 20 COMP GENERICO DE CALIDAD,1.38,0.1,1.242,65,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,307817,,7591585171498,ACIDO FOLICO 10MG X 20 COMP. GENVEN,0.7,0.1,0.6299999999999999,209,2024-03-30 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,305822,,7591619501024,ACIDO FOLICO 10MG X 20 COMPR KLINOS,2.25,0.1,2.025,24,2026-06-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,00079,,7591519004892,ACIDO FOLICO 10MG X 20 TAB CALOX,1.48,0.1,1.332,95,2025-09-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,105215,,7592601301486,ACIDO FOLICO 10MG X 30 TAB MEYER,2.1,0.1,1.8900000000000001,68,2023-08-31 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,304524,,7598833000012,ACIDO FOLICO 10MG X 30 TAB VERMA,1.72,0.1,1.548,100,2025-04-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,105006,,7591020008174,ACIDO FOLICO 10MG X 30TAB GENCER,2.21,0.1,1.9889999999999999,100,2027-03-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,104845,,7594001101345,ACIDO FOLICO 10MG X 30TAB PLUSANDEX,1.41,0.1,1.269,663,2025-09-30 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,303803,,646824237101,ACIDO FOLICO 400MCG X 100 TAB NATURAL SYSTEMS,8.05,0.1,7.245000000000001,2,2023-12-30 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,306591,,7598176000441,ACIDO FOLICO 5MG FRASCO X 60 TAB ANGELUS,3,0.1,2.7,69,2025-03-31 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,307792,,7592601303190,ACIDO FOLICO 5MG X 10 TAB MEYER,0.9,0.1,0.81,85,2024-09-30 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,00093,,7591619000213,ACIDO FOLICO 5MG X 30 COMP KLINOS,1.37,0.1,1.233,24,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,304129,,7591585271488,ACIDO FOLICO 5MG X 30 COMPR GENVEN,0.9,0.1,0.81,9,2023-08-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,307793,,7592601301479,ACIDO FOLICO 5MG X 30 TAB MEYER,2.1,0.1,1.8900000000000001,12,2024-09-30 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,104846,,7594001101314,ACIDO FOLICO 5MG X 30TAB PLUSANDEX,1.05,0.1,0.9450000000000001,757,2026-10-30 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,303611,,8906130230770,ACIDO FOLICO 5MG X10TAB CAJA X 10 BLISTER BRIXMEDIC,3.2,0.1,2.8800000000000003,5,2025-02-01 00:00:00,,0,,,,,,,,,,,,,,,,,
SUPOSITORIOS-CREMAS-OVULOS,104435,,7468191034779,ACIDO FUSIDICO 2% CREMA TOPICA X 20 GR INMENOL,5.45,0.1,4.905,16,2026-01-30 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,303095,,7598869000093,ACIDO IBANDRONICO 150MG X1 TAB NIO PHARMACEUTICAL,2.8,0.1,2.5199999999999996,63,2025-01-31 00:00:00,,0,,,,,,,,,,,,,,,,,
AMPOLLAS Y SOLUCIONES I.V,307570,,21281088280,ACIDO TRANEXAMIC 500MG/5ML I.V. CAJA X 5 AMP ALEYMEDIC,6.5,0.1,5.85,8,2024-02-28 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,304610,,18906047595532,ACIDO TRANEXAMICO 500 X 10 TAB CAJA X 10 BLISTER JMW,30,0.1,27,32,2024-11-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,104221,,8906069872393,ACIDO TRANEXAMICO 500MG X 10TAB KMPLUS,3.45,0.1,3.1050000000000004,39,2024-04-30 00:00:00,,0,,,,,,,,,,,,,,,,,
AMPOLLAS Y SOLUCIONES I.V,308131,,8906106690287,ACIDO TRANEXAMICO 500MG/5ML CAJA X 10 AMP I.V. KMPLUS,11,0.1,9.9,23,2024-07-01 00:00:00,,0,,,,,,,,,,,,,,,,,
RECETURA,304959,,7594001453000,ACIDO TRICLOROACETICO AL 80% X15ML RECETTEMARK,23.78,0.1,21.402,3,2025-06-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,306619,,7598869002226,ACIDO URSODESOXICOLICO 300MG X 30 TAB NIO PHARMACEUTICAL,15.75,0.1,14.175,38,2024-02-28 00:00:00,,0,,,,,,,,,,,,,,,,,
PSICOTROPICOS Y CONTROLADOS,302583,,7598252101369,ACIDO VALPROICO 200MG/5ML JBE X 100 ML DISTRILAB,5.2,0.1,4.68,25,2024-05-30 00:00:00,,0,,,,,,,,,,,,,,,,,
JARABE-GOTAS-INHALADORES Y OTROS,302515,,8906089281397,ACIDO VALPROICO JBE 250MG/5ML X 120ML JMW,4.8,0.1,4.32,70,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,,
TABLETAS,305766,,7593089000083,ACITRON-D X 30 CAP LIBRE DE GLUTEN PRIMAVERA,6.85,0.1,6.164999999999999,11,2023-11-30 00:00:00,,0,,,,,,,,,,,,,,,,,
MISCELANEOS,306045,,7891150017337,ACONDICIONADOR DOVE OLEO NUTRICION X 400ML (CABELLO SECO),5.5332,0.1,4.97988,14,2024-09-28 00:00:00,,0,,,,,,,,,,,,,,,,,
MISCELANEOS,306047,,7791293004976,ACONDICIONADOR DOVE RECONSTRUCCION COMPLETA X 400ML (CABELLO DAÑADO),5.104,0.1,4.5936,1,2024-10-16 00:00:00,,0,,,,,,,,,,,,,,,,,
MISCELANEOS,306399,,7590005008406,ACONDICIONADOR DRENE CABELLO LISO X 200ML FISA,2.1344,0.1,1.9209599999999998,1,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,,
MISCELANEOS,306396,,7590005008413,ACONDICIONADOR DRENE CABELLO LISO X 370ML FISA,3.5148,0.1,3.16332,4,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,,
MISCELANEOS,306391,,7590005008444,ACONDICIONADOR DRENE CABELLO QUEBRADIZO X 370ML FISA,3.5148,0.1,3.16332,5,2024-10-01 00:00:00,,0,,,,,,,,,,,,,,,,,
MISCELANEOS,306389,,7590005008451,ACONDICIONADOR DRENE CABELLO RIZADO X 370ML FISA,3.5148,0.1,3.16332,8,2024-11-01 00:00:00,,0,,,,,,,,,,,,,,,,,
MISCELANEOS,306392,,7590005008437,ACONDICIONADOR DRENE CABELLO SECO MALTRATADO X 370ML FISA,3.5148,0.1,3.16332,9,2024-11-01 00:00:00,,0,,,,,,,,,,,,,,,,,
MISCELANEOS,306489,,7590005164546,ACONDICIONADOR E. NIGHT HIDRATACION Y VITALIDAD CACAO Y FRUTOS ROJOS 365ML FISA,3.3176,0.1,2.98584,9,2024-06-01 00:00:00,,0,,,,,,,,,,,,,,,,,
MISCELANEOS,306380,,7590005164539,ACONDICIONADOR E. NIGHT P/CABELLO BRILLANTE COCO 365ML FISA,3.3176,0.1,2.98584,6,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,,
MISCELANEOS,306382,,7590005164522,ACONDICIONADOR E. NIGHT P/CABELLO RIZADO U ONDULADO TE VERDE Y ALOE 365ML FISA,3.3176,0.1,2.98584,12,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,,
MISCELANEOS,306386,,7590005164508,ACONDICIONADOR E. NIGHT P/CABELLO SECO MALTRATADO EXTRACTOS DE FRUTAS 210ML FISA,2.0068,0.1,1.8061200000000002,20,2024-09-01 00:00:00,,0,,,,,,,,,,,,,,,,,
MISCELANEOS,306384,,7590005164515,ACONDICIONADOR E. NIGHT P/CABELLO SECO MALTRATADO EXTRACTOS DE FRUTAS 365ML FISA,3.248,0.1,2.9232000000000005,4,2024-08-01 00:00:00,,0,,,,,,,,,,,,,,,,,
MISCELANEOS,306488,,7590005164553,ACONDICIONADOR E. NIGHT REPARACION PROFUNDA CEREALES MULTIACTIVOS 365ML FISA,3.248,0.1,2.9232000000000005,2,2024-05-01 00:00:00,,0,,,,,,,,,,,,,,,,,
