Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11,Unnamed: 12
115772,7592946169918,LEVADURA DE CERVEZA X 60 CAPS,,ARCO IRIS LABORATORI,136,142.86,30.12.2023,,28 DÍAS,142.86,,0
117494,7592946007074,MACA X 60 CAP,,ARCO IRIS LABORATORI,8,142.86,30.08.2024,,28 DÍAS,142.86,,0
117910,7592946000198,MELATONINA 3 MG X 60 CAPSULAS BLANDAS,,ARCO IRIS LABORATORI,217,132.08,30.07.2025,,28 DÍAS,132.08,,0
115851,7592946064251,NERSAN JARABE 240 ML,MELISSA OFFICINALIS; PASSIFLORA INCARNATA; TILIA PLATYPHYLLOS; VALERIANA OFFICINALIS,ARCO IRIS LABORATORI,37,76.87,30.12.2023,,28 DÍAS,76.87,,0
115855,7592946168287,NERSAN X 90 CAPSULAS,MELISSA OFFICINALIS; PASSIFLORA INCARNATA; TILIA PLATYPHYLLOS; VALERIANA OFFICINALIS,ARCO IRIS LABORATORI,36,118.18,30.05.2025,,28 DÍAS,118.18,,0
115611,7592946005964,ÑAME SALVAJE 60 CAPSULAS,,ARCO IRIS LABORATORI,200,142.86,30.06.2024,,28 DÍAS,142.86,,0
115849,7592946169659,OMEGA 3 6 9 X 60 CAPSULAS,,ARCO IRIS LABORATORI,134,145.7,30.07.2024,,28 DÍAS,145.7,,0
116184,7592946012788,PASIFLORA 120ML JARABE,,ARCO IRIS LABORATORI,92,56.87,30.06.2024,,28 DÍAS,56.87,,0
115578,7592946000099,QUINCHONCHO 90 CAPSULAS,,ARCO IRIS LABORATORI,15,85.71,30.09.2024,,28 DÍAS,85.71,,0
115577,7592946012801,RABANO YODADO 120 ML,,ARCO IRIS LABORATORI,69,77.39,30.07.2024,,28 DÍAS,77.39,,0
115580,7592946169673,SAW PALMETTO X 60 CAPSULAS,,ARCO IRIS LABORATORI,50,145.45,30.03.2024,,28 DÍAS,145.45,,0
117911,7592946001188,SPIRULINA 500 MG X 60 CAPSULAS BLANDAS,,ARCO IRIS LABORATORI,201,130.66,30.05.2024,,28 DÍAS,130.66,,0
117036,7592946168423,VALERIANA X 90 CAPSULAS,,ARCO IRIS LABORATORI,76,85.71,30.01.2025,,28 DÍAS,85.71,,0
115894,7592946000068,VENOSAN X 90 CAPSULAS,,ARCO IRIS LABORATORI,195,118.18,30.07.2025,,28 DÍAS,118.18,,0
115850,7592946169710,VITAMINA E X 60 CAPSULAS,AVOBENZONA; BUTYROSPERMUM PARKII; DROMETRIZOL TRISILOXANO; ECAMSULE; ISCOTRIZINOL; TITANIO; VITAMINA E; ZEA MAIS,ARCO IRIS LABORATORI,8,153.7,30.12.2023,,28 DÍAS,153.7,,0
115612,7592946001164,ZABILA 30 CAPSULAS,,ARCO IRIS LABORATORI,120,80.52,30.06.2025,,28 DÍAS,80.52,,0
115999,7592946169628,ZANAES JARABE 240ML,DAUCUS CAROTA,ARCO IRIS LABORATORI,63,92.21,30.08.2023,,28 DÍAS,92.21,,0
116181,7592946012870,ZARZAPARRILLA 120 ML JARABE,,ARCO IRIS LABORATORI,47,56.87,30.11.2023,,28 DÍAS,56.87,,0
116182,7592946168430,ZARZAPARRILLA 300MG X 90 CAPSULAS,,ARCO IRIS LABORATORI,72,76.62,30.06.2025,,28 DÍAS,76.62,,0
115588,7592946006008,CASCARA SAGRADA 60 CAPSULAS,,ARCO IRIS LABORATORI,34,142.86,30.05.2024,,28 DÍAS,142.86,,0
116000,7592946169611,ZANAES 90 CAPSULAS,,ARCO IRIS LABORATORI,41,92.21,30.08.2024,,28 DÍAS,92.21,,0
115579,7592946169635,OMEGA 3 X 60 CAPSULAS,,ARCO IRIS LABORATORI,225,145.7,30.09.2024,,28 DÍAS,145.7,,0
118226,7592946001508,CALCIO CON VITAMINA D3 X 60 CAP,,ARCO IRIS LABORATORI,14,87.01,30.10.2025,,28 DÍAS,87.01,,0
118229,7592946001171,CLA + L-CARNITINA + TE VERDE X 60 CAP,,ARCO IRIS LABORATORI,34,126.51,30.10.2025,,28 DÍAS,126.51,,0
117975,787790472551,CREAM PAINLESS ORIG. CREMA DEL DOLOR 4OZ,,DIST. ETERNAL,24,78.51,30.01.2024,,28 DÍAS,78.51,,0
117530,787790469551,ETERNAL CURCUMA 700 MG X  60 CAPS,,DIST. ETERNAL,85,116.62,30.04.2024,,28 DÍAS,116.62,,0
117529,787790465157,ETERNAL DETOX X 60 CAPS,,DIST. ETERNAL,109,83.97,30.10.2024,,28 DÍAS,83.97,,0
117526,787790465058,ETERNAL MULTIVITAMICO X 30 CAPS,,DIST. ETERNAL,3,61.36,30.10.2024,,28 DÍAS,61.36,,0
117523,787790468455,ETERNAL VITAMINA C 1000 MG X 60 CAPS,AVOBENZONA; BUTYROSPERMUM PARKII; DROMETRIZOL TRISILOXANO; ECAMSULE; ISCOTRIZINOL; TITANIO; VITAMINA E; ZEA MAIS,DIST. ETERNAL,138,80.74,30.04.2024,,28 DÍAS,80.74,,0
117528,787790467359,ETERNAL VITAMINA D3 25 MG X 60 TAB,LA VITAMINA DEL COMPLEJO B,DIST. ETERNAL,12,56.52,30.06.2024,,28 DÍAS,56.52,,0
117525,787790468554,ETERNAL SUPPLEMENT COLLAGEN X 60 CAPS,COLÁGENO,DIST. ETERNAL,8,111.25,30.04.2024,,28 DÍAS,111.25,,0
117521,787790466550,ETERNAL SUPLEMENT OMEGA 3 X 100 CAPS,,DIST. ETERNAL,58,134.57,30.03.2025,,28 DÍAS,134.57,,0
117522,787790468356,ETERNAL ZINC  50MG X  60 TAB,,DIST. ETERNAL,51,93.3,28.02.2025,,28 DÍAS,93.3,,0
117973,787790469452,GEL ARNICA 08 OZ,,DIST. ETERNAL,7,58.09,30.01.2027,,28 DÍAS,58.09,,0
117755,7597134000851,ACEITE DE AGUACATE X 120 ML,,ABEJITA,29,94.7,30.03.2024,,28 DÍAS,94.7,,0
117756,7597134000844,ACEITE DE AJONJOLI X 120 ML,,ABEJITA,20,146.97,30.03.2024,,28 DÍAS,146.97,,0
117758,7597134000097,ACEITE DE ALMENDRAS X 120 ML,,ABEJITA,43,106.95,30.03.2024,,28 DÍAS,106.95,,0
117761,7597134000110,ACEITE DE COCO X 120 ML,,ABEJITA,62,99.78,30.03.2024,,28 DÍAS,99.78,,0
117760,7597134000103,ACEITE DE RICINO X 120 ML,,ABEJITA,62,126.36,30.03.2024,,28 DÍAS,126.36,,0
117718,7597134000011,AJOPE 24 MG X 70 CÁPSULAS,,ABEJITA,3,87.53,30.03.2024,,28 DÍAS,87.53,,0
117721,7597134000028,ALCACHOFA X 70 Cápsulas,,ABEJITA,14,87.53,30.05.2024,,28 DÍAS,87.53,,0
117747,7597134000165,BERRO JARABE X 120 ML,,ABEJITA,122,66.62,30.05.2024,,28 DÍAS,66.62,,0
117722,7597134002190,CALCIO Y MAGNESIO CAL-MAG X 70 CAP.,,ABEJITA,247,161.01,30.07.2024,,28 DÍAS,161.01,,0
117766,7597134000936,CALOSTRO DE BOVINO X 60 CAPSULAS BLANDAS,,ABEJITA,11,197.45,30.07.2024,,28 DÍAS,197.45,,0
117724,7597134000691,CENTELLALAB X 70 CAPSULAS,,ABEJITA,151,161.01,30.08.2024,,28 DÍAS,161.01,,0
117727,7597134002114,CHANCAPIEDRA X 70 CAPSULAS,,ABEJITA,394,87.53,30.08.2024,,28 DÍAS,87.53,,0
117763,7597134000882,CITRATO DE ZINC X 70 CAPSULAS,,ABEJITA,32,132.64,28.02.2024,,28 DÍAS,132.64,,0
117726,7597134000264,COLAGENO X 70 CAPSULAS,,ABEJITA,96,164.3,30.04.2024,,28 DÍAS,164.3,,0
117728,7597134000035,FASIL X 70 CAPSULAS,,ABEJITA,21,87.53,30.03.2024,,28 DÍAS,87.53,,0
117729,7597134002152,GINKGO BILOBA X 70 CAPSULAS,,ABEJITA,147,161.01,30.09.2024,,28 DÍAS,161.01,,0
117730,7597134002206,GLUCOSAMINA X 70 CAPSULAS,,ABEJITA,72,244.95,30.05.2024,,28 DÍAS,244.95,,0
117749,7597134002213,HEDERIN JARABE X 120 ML,,ABEJITA,51,91.71,30.04.2024,,28 DÍAS,91.71,,0
117750,7597134002107,HIERBAMIEL JARABE X 120 ML,,ABEJITA,32,139.81,30.08.2023,,28 DÍAS,139.81,,0
117731,7597134000042,LECHOSA X 70 CAPSULAS,,ABEJITA,38,87.53,30.03.2024,,28 DÍAS,87.53,,0
117732,7597134000714,LOCHITA X 70 CAPSULAS,,ABEJITA,38,87.53,30.05.2024,,28 DÍAS,87.53,,0
117733,7597134000738,MAPURITE X 70 CAPSULAS,,ABEJITA,56,87.53,30.03.2024,,28 DÍAS,87.53,,0
117734,7597134000745,NEEM X 70 CAPSULAS,,ABEJITA,20,87.53,30.03.2024,,28 DÍAS,87.53,,0
117735,7597134000066,ORTIGA X 70 CAPSULAS,,ABEJITA,70,87.53,30.03.2024,,28 DÍAS,87.53,,0
117737,7597134000615,SABILA X 10 CAPSULAS,,ABEJITA,386,29.29,30.03.2024,,28 DÍAS,29.29,,0
117738,7597134000080,SABILA X 70 CAPSULAS,,ABEJITA,106,133.53,30.07.2024,,28 DÍAS,133.53,,0
117743,7597134000707,SABILINAZ X 70 CAPSULAS,,ABEJITA,25,136.82,30.03.2024,,28 DÍAS,136.82,,0
117744,7597134002176,SAW PALMETTO X 70 CAPSULAS,,ABEJITA,48,198.65,28.02.2024,,28 DÍAS,198.65,,0
117901,7597134000790,TINTURA DE VALERIANA 30 ML,,ABEJITA,56,56.47,30.08.2024,,28 DÍAS,56.47,,0
117746,7597134002091,TOTUMALT X 70 CAPSULAS,,ABEJITA,11,87.53,30.03.2024,,28 DÍAS,87.53,,0
117753,7597134002138,TOTUMO JARABE X 120 ML,,ABEJITA,72,66.62,30.08.2024,,28 DÍAS,66.62,,0
117765,7597134000950,VITAMINA E & SELENIO X 60 CAPSULAS,,ABEJITA,227,237.17,30.06.2024,,28 DÍAS,237.17,,0
117723,7597134002121,CASTAÑO DE INDIAS X 70 CAPSULAS,,ABEJITA,206,161.01,30.08.2024,,28 DÍAS,161.01,,0
117898,7597134002237,CLORURO DE MAGNESIO 30 GR,,ABEJITA,568,57.36,30.08.2024,,28 DÍAS,57.36,,0
117762,7597134000875,MAGNESIO OXIDO DE MAGNESIO X 70 CAPSULAS,,ABEJITA,874,137.42,30.08.2024,,28 DÍAS,137.42,,0
117739,7597134000622,SABILINAZ X 10 CAPSULAS,,ABEJITA,160,32.57,30.09.2024,,28 DÍAS,32.57,,0
117897,7597134000868,CITRATO DE POTASIO SOLUCIÓN 500 ml,,ABEJITA,97,132.64,30.09.2024,,28 DÍAS,132.64,,0
117764,7597134000943,ECHINACEA X 60 CAPSULAS,,ABEJITA,41,135.92,30.08.2024,,28 DÍAS,135.92,,0
117933,7598455000193,BIOFENAP 75MG/3ML (DICLOF POT) X 10 AMP,,BIOGLASS C.A,109,227.9,30.04.2024,,28 DÍAS,227.9,,0
117935,7598455000209,BIOFENIT 250MG/5ML FENITOINA SOD X 10AMP,,BIOGLASS C.A,183,143.62,30.09.2023,,28 DÍAS,143.62,,0
117937,7598455000278,BIOSETRON 8MG/4ML (ONDASETRON) X 10AMP,,BIOGLASS C.A,173,51.99,30.09.2023,,28 DÍAS,51.99,,0
117938,7598455000261,"BIOSTIGMIN 0,5MG/1ML NEOSTIGMINA X 10AMP",,BIOGLASS C.A,101,63.38,30.10.2023,,28 DÍAS,63.38,,0
117940,7598455000162,BIOTRANEX 500MG/5ML ACIDOTRANEXAM X 10AM,,BIOGLASS C.A,44,178.04,30.09.2024,,28 DÍAS,178.04,,0
117942,7598455000155,BIOVIT C 500MG/5ML ACIDO ASCORBI X 10AMP,,BIOGLASS C.A,120,94.95,30.10.2023,,28 DÍAS,94.95,,0
117944,7598455000216,ENTAGLASS 160MG/2ML GENTAMICINA X 10AMP,,BIOGLASS C.A,126,72.64,30.09.2023,,28 DÍAS,72.64,,0
117945,7598455000032,METILPREDNISOLONA 500MG 1 VIAL POLVO,,BIOGLASS C.A,51,122.01,30.07.2024,,28 DÍAS,122.01,,0
117930,7598455000254,BIOCAIN HIPERBARA AL 5% X 2ML X 10 AMP,,BIOGLASS C.A,64,236.91,30.09.2023,,28 DÍAS,236.91,,0
117932,7598455000179,BIOCEFT  1 G VIAL (CEFTRIAXONA),,BIOGLASS C.A,1452,14,30.09.2024,,28 DÍAS,14,,0
116070,8903489000153,CAPTOZ (CAPTOPRIL) 50 MG X 30 CAP,CAPTOPRIL,"C.R ZORIAK, C.A.",19,67.53,30.06.2024,,28 DÍAS,67.53,,0
117488,8906104081179,CITICOLINA 500 MG X 30 TABLETAS REC,LA CITICOLINA,"C.R ZORIAK, C.A.",15,464.94,30.10.2024,,28 DÍAS,464.94,,0
116074,8906046796391,LEVOT (LEVOTIROXIN) 100 MG X 100 TAB,LA LEVOTIROXINA SÓDICA,"C.R ZORIAK, C.A.",25,133.77,30.07.2025,,28 DÍAS,133.77,,0
116077,8903489000276,METGLUTAN 500 MG X 30 TABLETAS,METFORMINA,"C.R ZORIAK, C.A.",18,54.55,28.02.2025,,28 DÍAS,54.55,,0
116073,8903489000771,OGASTAN (OMEPRAZOL) 20 MG X 30 CAP,OMEPRAZOL,"C.R ZORIAK, C.A.",127,76.62,30.07.2024,,28 DÍAS,76.62,,0
116065,8906104081384,GAPTAN 300 MG X 30 CAPSULAS,,"C.R ZORIAK, C.A.",26,98.7,30.06.2025,,28 DÍAS,98.7,,0
116066,7599112000099,PREGATAN 75 MG X 30 CAPSULAS,,"C.R ZORIAK, C.A.",60,133.77,30.08.2025,,28 DÍAS,133.77,,0
116076,8903489000252,CIPROTAN (CIPROFLOXACINA) 500MG X 20 TAB,,"C.R ZORIAK, C.A.",93,75.32,30.09.2024,,28 DÍAS,75.32,,0
115980,7591818716700,CLORACE 125-0.5 MG SIN AZUCAR X 120 ML,CLORFENAMINA; PARACETAMOL,Cofasa,463,110.39,30.06.2026,0.3,28 DÍAS,77.273,,0
101746,7591818111048,IPALAT SOL X 20 ML,CLOTRIMAZOL,Cofasa,13,105.73,30.06.2027,,28 DÍAS,105.73,,0
107547,7591818026366,MIOVIT 3 ML KIT X 3 AMP,ÁCIDO ASCÓRBICO; COLECALCIFEROL; COBRE; CIANOCOBALAMINA; ÁCIDO FÓLICO; YODO; HIERRO FÉRRICO; NICOTINAMIDA; PIRIDOXINA; RETINOL,Cofasa,9962,136.78,30.03.2025,0.35,28 DÍAS,88.90700000000001,,0
101762,7591818118030,MIOVIT X 10 GRAG,ÁCIDO ASCÓRBICO; COLECALCIFEROL; COBRE; CIANOCOBALAMINA; ÁCIDO FÓLICO; YODO; HIERRO FÉRRICO; NICOTINAMIDA; PIRIDOXINA; RETINOL,Cofasa,1464,49.18,30.04.2025,,28 DÍAS,49.18,,0
101744,7591818111024,"AIRFEN PED 0,025% 15 ML GOT",OXIMETAZOLINA,Cofasa,148,92.95,30.07.2025,,28 DÍAS,92.95,,0
101751,7591818113011,MIOVIT 3 ML KIT X 1 AMP,ÁCIDO ASCÓRBICO; COLECALCIFEROL; COBRE; CIANOCOBALAMINA; ÁCIDO FÓLICO; YODO; HIERRO FÉRRICO; NICOTINAMIDA; PIRIDOXINA; RETINOL,Cofasa,1413,53.65,28.02.2025,,28 DÍAS,53.65,,0
101753,7591818114001,IPALAT CREMA X 20 GR,CLOTRIMAZOL,Cofasa,36,133.83,30.04.2026,,28 DÍAS,133.83,,0
101757,7591818116043,CLORACE X 10 CAP,CLORFENAMINA; PARACETAMOL,Cofasa,1902,88.08,30.10.2024,0.1,28 DÍAS,79.27199999999999,,0
101758,7591818116067,REDUBEN 100 MG X 10 TAB,NIMESULIDE,Cofasa,62,107.64,30.07.2023,0.5,28 DÍAS,53.82,,0
101759,7591818116104,CELAY 10 MG X 10 TAB,CETIRIZINA,Cofasa,222,35.17,30.09.2023,0.3,28 DÍAS,24.619,,0
101763,7591818118047,MIOVIT X 30 GRA,ÁCIDO ASCÓRBICO; COLECALCIFEROL; COBRE; CIANOCOBALAMINA; ÁCIDO FÓLICO; YODO; HIERRO FÉRRICO; NICOTINAMIDA; PIRIDOXINA; RETINOL,Cofasa,1667,129.62,30.07.2025,0.25,28 DÍAS,97.215,,0
101765,7591818131039,KETOPROFENO 2ML X 1 AMP I.M COFASA,KETOPROFENO,Cofasa,116,60.22,30.04.2026,0.25,28 DÍAS,45.165,,0
101770,7591818136058,KETOPROFENO 100 MG X 10 TAB,KETOPROFENO,Cofasa,71,75.87,30.08.2025,0.4,28 DÍAS,45.522000000000006,,0
103499,7591818132029,BROMEXINA 4MG/5ML JARABE 100 ML PEDIATRI,BROMHEXINA,Cofasa,168,76.4,30.07.2024,0.35,28 DÍAS,49.660000000000004,,0
103500,7591818112021,"MUCOBROL, 4mg/5mL JARABE X 120 ML",BROMHEXINA,Cofasa,100,154.78,30.03.2024,,28 DÍAS,154.78,,0
113603,7591818222164,EUSILEN 4 MG X 15 COMPDO,TIOCOLCHICÓSIDO,Cofasa,143,65.26,30.08.2025,0.2,28 DÍAS,52.208000000000006,,0
113677,7591818215265,CLORACE X 20 TAB,CLORFENAMINA; PARACETAMOL,Cofasa,1155,164.35,28.02.2025,0.2,28 DÍAS,131.48,,0
113928,7591818251393,MIOVIT X 180 ML JARABE,LA VITAMINA DEL COMPLEJO B,Cofasa,57,212.08,30.07.2024,0.2,28 DÍAS,169.66400000000002,,0
115697,7591818716755,BREXIN FORTE 650 MG X 10 CAP,PARACETAMOL,Cofasa,334,31.88,30.09.2024,,28 DÍAS,31.88,,0
115898,7591818716779,COFADOR (SOLUCION OFTALMICA X 5 ML),DORZOLAMIDA; TIMOLOL,Cofasa,77,242.82,30.08.2023,0.1,28 DÍAS,218.53799999999998,,0
115899,7591818716786,COFADOR T(SOLUCION OFTALMICA X 5 ML),DORZOLAMIDA; TIMOLOL,Cofasa,82,220.32,30.03.2025,0.3,28 DÍAS,154.224,,0
115981,7591818716694,KATIVIL 1G/10 ML SOL/ORAL S/AZUCA 120 ML,LEVOCARNITINA,Cofasa,581,201.14,30.03.2025,0.35,28 DÍAS,130.74099999999999,,0
115982,7591818716687,MIOVIT SIN AZUCAR X 90 ML JARABE,LA VITAMINA DEL COMPLEJO B,Cofasa,270,125.66,30.06.2024,0.1,28 DÍAS,113.094,,0
117853,7591818111031,BREXIN GOTAS. 100 MG/ML CONTENIDO 15 ML,,Cofasa,1,53.96,30.04.2025,,28 DÍAS,53.96,,0
117957,7591818000274,EUSILEN DUAL 600MG/4MG X 10 TAB,,Cofasa,341,91.92,30.07.2025,0.3,28 DÍAS,64.344,,0
101743,7591818111017,"AIRFEN AD 0,05% 15 ML GOT",,Cofasa,184,92.95,30.08.2025,,28 DÍAS,92.95,,0
101752,7591818113028,EUSILEN 4 MG 2 ML KIT X 1 AMP,,Cofasa,231,42.77,30.04.2025,0.15,28 DÍAS,36.3545,,0
101755,7591818116005,EUSILEN 4 MG X 8 COMPDO,,Cofasa,142,35.17,30.10.2026,0.2,28 DÍAS,28.136000000000003,,0
107548,7591818113066,EUSILEN 4 MG 2 ML KIT X 2 AMP,,Cofasa,303,74.32,30.08.2025,0.2,28 DÍAS,59.455999999999996,,0
107785,7591818251331,MIOVIT X 20 ML GOTAS,,Cofasa,161,73.31,30.08.2024,,28 DÍAS,73.31,,0
109498,7591818139004,"BENCIDAMINA CLORHIDRATO 0,15% X 120 ML",,Cofasa,18,80.56,30.08.2026,,28 DÍAS,80.56,,0
111729,7591818132074,ACETAMINOFEN 120 MG/5 ML X 120 ML JAR,,Cofasa,35,69.56,30.08.2026,0.3,28 DÍAS,48.69200000000001,,0
113679,7591818716724,CLORACE SOL ORAL GOTAS X 30 ML,,Cofasa,143,97.4,30.08.2025,,28 DÍAS,97.4,,0
113777,7591818715628,MIOVIT 3 ML KIT X 6 AMP,,Cofasa,305,240.84,30.06.2025,0.35,28 DÍAS,156.546,,0
116618,7591818000205,KATIVIL 1G/10 ML SOL/ORAL S/AZUCA X 90ML,,Cofasa,237,151.96,30.06.2025,0.35,28 DÍAS,98.774,,0
117854,7591818000250,IBUN 400MG X 10 TAB (IBUPROFENO),,Cofasa,221,31.65,30.05.2025,,28 DÍAS,31.65,,0
113008,7591818210406,AEROFLAT ORAL 20 ML GOTAS,,Cofasa,111,139.13,30.09.2024,0.2,28 DÍAS,111.304,,0
113140,7591818215050,CELAY 5 MG/5 ML JBE X 100 ML,,Cofasa,33,69.62,30.10.2024,0.3,28 DÍAS,48.73400000000001,,0
118194,7591818000298,CORATAB 81MG X 30TAB (ACIDO ACETILSALIC),,Cofasa,508,51.22,30.10.2025,0.2,28 DÍAS,40.976,,0
118195,7591818000090,COFASURE 80MG X 30 TAB (VALSARTAN),,Cofasa,238,72.7,30.05.2025,0.1,28 DÍAS,65.43,,0
115977,7597189000028,NUTRIFARM HAIR&NAIR PLUS CB X 30,ÁCIDO ASCÓRBICO; COLECALCIFEROL; RETINOL,"Grupo Pharmatech,CA",20,207.77,30.10.2023,0.2,28 DÍAS,166.216,,0
116012,7597189000080,CENTAB-BETA (VIT Y MIN X 30 TAB,LA VITAMINA DEL COMPLEJO B,"Grupo Pharmatech,CA",44,155.36,30.03.2024,0.2,28 DÍAS,124.28800000000001,,0
116013,7597189000066,GERIATECH (VIT Y MIN) X 30 CAP B,LA VITAMINA DEL COMPLEJO B,"Grupo Pharmatech,CA",34,183.58,30.10.2023,0.2,28 DÍAS,146.864,,0
116646,7597189000097,CITRATO DE CALCIO CON VIT D3 X 30 TAB,LA VITAMINA DEL COMPLEJO B,"Grupo Pharmatech,CA",10,205.08,30.08.2023,0.2,28 DÍAS,164.06400000000002,,0
117663,7597189000264,ACTIVITON EXTREME  X 30 CAPSULAS BLANDAS,,"Grupo Pharmatech,CA",31,185.23,30.09.2024,0.2,28 DÍAS,148.184,,0
117664,7597189000202,PAPAYA  X 30 TABLETAS MASTICABLES,,"Grupo Pharmatech,CA",20,130.87,30.08.2024,0.2,28 DÍAS,104.696,,0
117127,8470008626236,AMLODIPINO 5MG X 30 COMP. Kern Pharma,AMLODIPINO,GRUPO VEIDEN C.A.,34,43.09,30.04.2024,,28 DÍAS,43.09,,0
117121,8470007166344,BISOPROLOL 5 MG X 60 COMP. EFG Kern Phar,BISOPROLOL,GRUPO VEIDEN C.A.,59,143.44,28.02.2024,,28 DÍAS,143.44,,0
206846,7702113033489,BRONCEADOR TANGA CREMA SPF4 X 250 ML,,GRUPO VEIDEN C.A.,12,151.36,30.05.2027,,28 DÍAS,151.36,,0
206843,7702113033502,BRONCEADOR TANGA LOCION SPF8 X 250ML,,GRUPO VEIDEN C.A.,9,213,30.06.2027,,28 DÍAS,213,,0
117124,8470007981169,IBUPROFENO 400 MG X 30 COMP. Kern Pharma,IBUPROFENO,GRUPO VEIDEN C.A.,102,55.64,30.10.2025,,28 DÍAS,55.64,,0
117125,8470008888917,OMEPRAZOL 20 MG X 28 CAPS Kern Pharma,OMEPRAZOL,GRUPO VEIDEN C.A.,28,62.73,30.05.2023,,28 DÍAS,62.73,,0
117123,8470006582565,PARACETAMOL 1 G X 20 COMPR. Kern Pharma,PARACETAMOL,GRUPO VEIDEN C.A.,27,61.91,30.03.2026,,28 DÍAS,61.91,,0
206132,8712581544225,PILAS PHILIPS POWER AAA X 2,,GRUPO VEIDEN C.A.,237,21.55,30.12.2026,,28 DÍAS,21.55,,0
206129,609585190726,PILAS PHILIPS POWER D X 2,,GRUPO VEIDEN C.A.,62,67.36,30.04.2030,,28 DÍAS,67.36,,0
117130,8470007047315,PREGABALINA 150 MG X 56 CAPS. Kern Pharm,LA PREGABALINA,GRUPO VEIDEN C.A.,55,290.73,28.02.2025,,28 DÍAS,290.73,,0
117128,8470007047377,PREGABALINA 75 MG X 56 CAPS. Kern Pharma,LA PREGABALINA,GRUPO VEIDEN C.A.,56,174,30.01.2025,,28 DÍAS,174,,0
206155,6973090560065,PROTECTORES DIARIOS LADY FREE X 40UNID,,GRUPO VEIDEN C.A.,42,34.36,30.07.2023,,28 DÍAS,34.36,,0
117126,8470006655894,QUETIAPINA 25 MG X 60 COMP. Kern Pharma,QUETIAPINA,GRUPO VEIDEN C.A.,67,202.34,30.09.2024,,28 DÍAS,202.34,,0
206133,8712581544195,PILAS PHILIPS POWER AA X 2,,GRUPO VEIDEN C.A.,131,21.55,30.12.2026,,28 DÍAS,21.55,,0
