Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5,Unnamed: 6,Unnamed: 7,Unnamed: 8,Unnamed: 9,Unnamed: 10,Unnamed: 11
2013,ACEVAL 100MG/ML X 30ML SOL GOTAS,VALMORCA,28.26,3,2.7,,0,,,,
2014,ACEVAL 650MG X 10 TAB,VALMORCA,13.38,1.4203821656050957,1.278343949044586,,0,,,,
2259,ACEVAL 650MG X 50TAB (10 BLIST X 5),VALMORCA,56.24,5.9702760084925695,5.373248407643312,,0,,,,
1130,ACICLOVIR 200MG BLIST X 10 TAB,UNICURE,9.7,1.029723991507431,0.9267515923566879,,0,,,,
472,ACICLOVIR 200MG X 10 TABLETAS,KMPLUS,10.55,1.1199575371549895,1.0079617834394905,,0,,,,
885,ACICLOVIR 200MG X 25 COMP,TEUTO,30.05,3.1900212314225054,2.871019108280255,,0,,,,
22,ACIDO ACETILSALICILIC 81MGX10TAB BLISTER,INMENOL,4.43,0.47027600849256895,0.42324840764331206,,0,,,,
1004,ACIDO ACETILSALICILICO 81MG BLIST X10TAB,BRIXMEDIC,4.43,0.47027600849256895,0.42324840764331206,,0,,,,
723,ACIDO BORICO 20GR (PAPELETA),LYA,14.51,1.540339702760085,1.3863057324840764,,0,,,,
872,ACIDO BORICO 400MGX10CAPS.VAGINAL,LYA,28.07,2.9798301486199574,2.681847133757962,,0,,,,
2218,ACIDO FOLICO 10 MG BLIST X 10 TAB,SM PHARMA,5.61,0.5955414012738854,0.5359872611464969,,0,,,,
2320,ACIDO FOLICO 10MG BLIST X 10 TAB,BIOMEDIC LAB,4.9,0.5201698513800425,0.4681528662420382,,0,,,,
772,ACIDO FOLICO 10MG X 20 COMP.,GENERICO DE CALIDAD,10.22,1.0849256900212314,0.9764331210191083,,0,,,,
261,ACIDO FOLICO 10MG X 20 TAB,PLUS ANDEX,8.18,0.8683651804670913,0.7815286624203822,,0,,,,
262,ACIDO FOLICO 10MG X 30 TAB,PLUS ANDEX,12.34,1.3099787685774946,1.1789808917197453,,0,,,,
2015,ACIDO FOLICO 10MG X 30 TAB,GENCER,17.71,1.8800424628450108,1.6920382165605097,,0,,,,
2194,ACIDO FOLICO 5MG BLIST X 10 TAB,CAPLIN POINT,2.45,0.26008492569002123,0.2340764331210191,,0,,,,
149,ACIDO FOLICO 5MG BLISTER X10,SAAD,3.2,0.3397027600849257,0.30573248407643316,,0,,,,
431,ACIDO FOLICO 5MG X 10 TAB BLISTER,MEDEK PHARMA,3.01,0.3195329087048832,0.2875796178343949,,0,,,,
2322,ACIDO FOLICO 5MG X 30 TAB,PLUS ANDEX,9.99,1.0605095541401275,0.9544585987261147,,0,,,,
825,ACIDO TRANEXAMICO 500MG/5ML AMP,VITALIS,19.78,2.099787685774947,1.8898089171974524,,0,,,,
486,ACIDO VALPROICO 500MG BLISTERX 10 TAB,BRIXMEDIC,29.2,3.0997876857749467,2.789808917197452,,0,,,,
2109,ACTIVITON EXTREME X 30 CAP,PHARMATECH,82.43,8.750530785562633,7.87547770700637,,0,,,,
2165,ADELGASEN 400MG X 30CAPS,HERBAPLANT,38.69,4.107218683651804,3.6964968152866238,,0,,,,
2147,ADELGASEN 400MG X 60 CAPS,HERBAPLANT,61.09,6.485138004246285,5.836624203821657,,0,,,,
3003,ADULTCARE CRE DERMOREST CENTE ASIATI30GR,BRUPHARM,48.32,5.129511677282378,4.61656050955414,,0,,,,
3002,ADULTCARE CREMA DERMOPROT PAR ADULT100GR,BRUPHARM,57.93,6.149681528662421,5.534713375796179,,0,,,,
2238,AEROFLAT 80MG/ML GOTAS ORAL X 20ML,COFASA,49,5.201698513800425,4.681528662420383,,0,,,,
624,AGUA OXIGENADA (LITRO) SOL AL 3%,EL GUARDIAN,27.32,2.9002123142250533,2.610191082802548,,0,,,,
10018,AGUJA ESPINAL 23G ESTERIL UNIDAD,MC MEDICAL,5.65,0.599787685774947,0.5398089171974523,,0,,,,
10019,AGUJA ESPINAL 25G ESTERIL UNIDAD,MC MEDICAL,5.65,0.599787685774947,0.5398089171974523,,0,,,,
10020,AGUJA ESPINAL 26 G ESTERIL UNIDAD,MC MEDICAL,5.65,0.599787685774947,0.5398089171974523,,0,,,,
2237,AIRFEN INFANTIL 0.025% SOL X 15ML,COFASA,35.35,3.7526539278131636,3.3773885350318475,,0,,,,
141,ALBENDAZOL 200MG X 2 TAB,PLUS ANDEX,5.97,0.6337579617834395,0.5703821656050956,,0,,,,
248,ALBENDAZOL 200MG X 6 TABLETAS,PLUS ANDEX,10.26,1.089171974522293,0.9802547770700637,,0,,,,
646,ALBENDAZOL 400MG BLISTER X 10TAB,BRIXMEDIC,15.17,1.6104033970276008,1.4493630573248408,,0,,,,
3043,ALBENDAZOL 400MG BLISTER X 2 TAB,CAPLIN POINT,3.86,0.4097664543524416,0.3687898089171974,,0,,,,
2210,ALBENDAZOL SUSP 400MG X 10 ML,INV/QUIMICA,9.23,0.9798301486199575,0.8818471337579618,,0,,,,
2219,ALBEZOL (ALBENDAZOL) 400MG/10ML SUSP,SM PHARMA,8.97,0.9522292993630574,0.8570063694267517,,0,,,,
2139,ALCACHOFA + CENT ASIATICA 350MG X 60CAP,HERBAPLANT,45.82,4.86411889596603,4.377707006369427,,0,,,,
2302,ALCANFOR 10GR PAPELETA,LYA,23.64,2.5095541401273884,2.25859872611465,,0,,,,
725,ALCOHOL ABSOLUTO 96% 30ML,LYA,15.64,1.6602972399150744,1.494267515923567,,0,,,,
819,ALCOHOL ANTIBACTERIAL/ANTIVIRAL (LITRO),BIO-ALCOHOL,38.43,4.079617834394904,3.6716560509554137,,0,,,,
1058,ALCOHOL ISIPROPILICO 70% 1 LITRO,UNIPHARMA,43.52,4.61995753715499,4.157961783439491,,0,,,,
2351,ALCOHOL ISIPROPILICO 70% GALON,UNIPHARMA,129.15,13.710191082802549,12.339171974522294,,0,,,,
164,ALCOHOL ISOPROPILICO 70% (120ML),ZERO,10.36,1.099787685774947,0.9898089171974522,,0,,,,
465,ALCOHOL ISOPROPILICO 70% (240ML),ZERO,13.19,1.400212314225053,1.2601910828025478,,0,,,,
1189,ALCOHOL ISOPROPILICO 70% 1 LT,VITALITY +,45.03,4.780254777070064,4.3022292993630575,,0,,,,
1,ALCOHOL ISOPROPILICO 70% 500ML,ZERO,28.45,3.0201698513800426,2.7181528662420384,,0,,,,
1159,ALCOHOL YODADO 30 ML,LYA,22.61,2.400212314225053,2.1601910828025477,,0,,,,
656,ALGOREN 40MG X 20 TAB,RONAVA,31.58,3.3524416135881103,3.0171974522292992,,0,,,,
700,ALIPAL FORTE DIA Y NOCHE X 10 TAB,BIOTECH,19.48,2.067940552016985,1.8611464968152867,,0,,,,
865,ALIVIAMED 25G GEL ROLL ON,LYA,18.75,1.9904458598726116,1.7914012738853504,,0,,,,
866,ALIVIAMED 50GR CREMA,LYA,32.03,3.4002123142250533,3.060191082802548,,0,,,,
867,ALIVIAMED 60ML ATOMIZADOR,LYA,37.11,3.9394904458598727,3.5455414012738857,,0,,,,
1031,ALOPURINOL 100MG BLIST X 10 TAB,JMW,7.44,0.7898089171974523,0.7108280254777071,,0,,,,
2064,ALPRAM 0.5MG X 30 TAB,VALMORCA,26.75,2.8397027600849256,2.555732484076433,,0,,,,
2065,ALPRAM 1 MG X 30 TAB,VALMORCA,38.34,4.070063694267517,3.663057324840765,,0,,,,
2066,ALPRAM 2 MG X 30 TAB,VALMORCA,52.38,5.560509554140127,5.0044585987261145,,0,,,,
726,ALUMBRE 20GR (PAPELETA),LYA,14.7,1.5605095541401273,1.4044585987261147,,0,,,,
657,ALURON 100MG X 30 TAB,RONAVA,37.74,4.006369426751593,3.6057324840764333,,0,,,,
2220,AMBROX 15MG/5ML X 120ML JBE PED,SM PHARMA,17.5,1.8577494692144374,1.6719745222929936,,0,,,,
1197,AMBROXOL + LORATA (30MG+5MG/5ML) X 120ML,SAGA,31.27,3.319532908704883,2.987579617834395,,0,,,,
1153,AMBROXOL 15MG/5ML X 100 ML PED,BRASTERAPICA,22.04,2.3397027600849256,2.1057324840764333,,0,,,,
2203,AMBROXOL 15MG/5ML X 120ML JBE,SAGA,17.14,1.8195329087048833,1.6375796178343949,,0,,,,
1152,AMBROXOL 30MG/5ML X 100 ML ADULTO,BRASTERAPICA,30.71,3.2600849256900215,2.9340764331210196,,0,,,,
2184,AMBROXOL BRONQTRAT 15MG/5MLX100ML INFANT,NATULAB,31.84,3.3800424628450108,3.0420382165605098,,0,,,,
70,AMIKACINA 100MG AMP,BIOSANO,7.25,0.7696390658174098,0.6926751592356688,,0,,,,
2293,AMIKACINA 500MG / 2ML (I.M/I.V) AMP,BIOSANO,9.89,1.0498938428874736,0.9449044585987262,,0,,,,
2321,AMIKACINA 500MG/2ML (I.M/I.V) AMP,BIOMEDIC LAB,10.27,1.0902335456475583,0.9812101910828025,,0,,,,
634,AMINOFILINA 250MG/10ML AMP,BIOSANO,14.13,1.5,1.35,,0,,,,
846,AMIODARONA 200MG BP BLIST X 10 TAB,JMW,33.06,3.509554140127389,3.15859872611465,,0,,,,
2016,AMIODARONA 200MG X 10 TAB,GENCER,44.65,4.7399150743099785,4.265923566878981,,0,,,,
270,AMIODARONA HCL 200MG X 10 TAB,BIOTECH,40.26,4.273885350318471,3.846496815286624,,0,,,,
3048,AMLODIPINA 10MG TABLETASX 30,ALESS,19.5,2.070063694267516,1.8630573248407645,,0,,,,
531,AMLODIPINA 10MG X 10 TAB,JMW,3.49,0.3704883227176221,0.3334394904458599,,0,,,,
113,AMLODIPINA 10MG X 10 TAB (BLISTER),JMW,3.77,0.4002123142250531,0.3601910828025478,,0,,,,
1050,AMLODIPINA 10MG X 30 COMP,NEOQUIMICA,13.47,1.429936305732484,1.2869426751592357,,0,,,,
32,AMLODIPINA 10MG X30 TAB,CIMED,11.59,1.2303609341825903,1.1073248407643312,,0,,,,
3050,AMLODIPINA 5MG TAB X 30,ALESS,17.9,1.9002123142250529,1.7101910828025477,,0,,,,
114,AMLODIPINA 5MG X 10 TB (BLISTER),JMW,2.26,0.23991507430997874,0.21592356687898087,,0,,,,
2174,AMLODIPINA 5MG X 30 COMP,CIMED,7.35,0.7802547770700636,0.7022292993630573,,0,,,,
2249,AMLODIPINA 5MG X 30 COMP,VITAMEDIC,7.07,0.7505307855626328,0.6754777070063694,,0,,,,
988,AMOXICILINA 875MG/AC.CLAV.125MG X 14COMP,DROVNPLUS,77.06,8.180467091295117,7.362420382165606,,0,,,,
916,AMOXICILINA POLVO SUSP 250MG X 60ML,INMENOL,22.14,2.3503184713375798,2.1152866242038217,,0,,,,
577,AMOXICILINA+AC.CLAV 625MG BLIST X10TAB,BRIXMEDIC,41.73,4.429936305732483,3.986942675159235,,0,,,,
2017,AMOXIVAL 250MG/5ML X 90ML PED,VALMORCA,50.77,5.389596602972399,4.850636942675159,,0,,,,
3075,AMOXIVAL 500MG X 12 CAPS,VALMORCA,37.59,3.990445859872612,3.5914012738853507,,0,,,,
2018,AMOXIVAL 875MG X 20 TAB,VALMORCA,108.61,11.529723991507431,10.376751592356689,,0,,,,
3076,AMOXIVAL A.C 250MG-62.5MG/5MLX60ML,VALMORCA,78.47,8.330148619957537,7.497133757961784,,0,,,,
3082,AMOXIVAL A.C 400MG-57MG/5MLX60ML,VALMORCA,105.98,11.250530785562633,10.12547770700637,,0,,,,
551,AMPICILINA + SULBACTAN 1.5G AMP,EL MORRO,6.59,0.6995753715498938,0.6296178343949045,,0,,,,
2284,AMPICILINA 500MG BLIST X 10 TAB,INMENOL,11.3,1.199575371549894,1.0796178343949046,,0,,,,
2233,ANANTY 120MG/5ML SUSP PED X 120ML,PLUS ANDEX,14.68,1.5583864118895965,1.4025477707006369,,0,,,,
246,ANANTY FORTE 160MG/5ML SUSP PED X 120ML,PLUS ANDEX,16.49,1.7505307855626326,1.5754777070063695,,0,,,,
2012,ANDANTOL JALEA X 20 G,LABORATORIOS VARGAS,38.44,4.080679405520169,3.6726114649681527,,0,,,,
2171,ANEMIPLUS (SULF FERROSO) X 50 COMP,GLOBO,12.81,1.3598726114649682,1.2238853503184715,,0,,,,
868,ANIS ESTRELLADO 8GR PAPELETA,LYA,16.58,1.760084925690021,1.584076433121019,,0,,,,
337,ANTIFOM 40MG COMP REC. X 10,LABORATORIOS VARGAS,46.13,4.897027600849257,4.407324840764331,,0,,,,
593,APETIVITON BC-CIPROSTA-COMPL.B 240ML,CIFARMA,23.27,2.470276008492569,2.2232484076433123,,0,,,,
888,ARNICA (ALIVIOL) POMADAX 20 GR,CIFARMA,14.13,1.5,1.35,,0,,,,
777,ARTENOLOL 100MG X 30 TAB,RONAVA,26.01,2.761146496815287,2.485031847133758,,0,,,,
1005,ATENOLOL 100MG BLIST X 14 TAB,BRIXMEDIC,5.65,0.599787685774947,0.5398089171974523,,0,,,,
1051,ATENOLOL 25MG X 30 COMP,NEOQUIMICA,8.57,0.9097664543524416,0.8187898089171974,,0,,,,
1006,ATENOLOL 50MG BLIST X 10 TAB,BRIXMEDIC,4.14,0.43949044585987257,0.3955414012738853,,0,,,,
963,ATENOLOL 50MG BLIST X 10 TAB,LAND,4.8,0.5095541401273885,0.4585987261146497,,0,,,,
377,ATENOLOL 50MG BLISTER X 10TAB,UNICURE,4.33,0.4596602972399151,0.4136942675159236,,0,,,,
3032,ATENOLOL TAB 100MG X 10 TAB BLISTER,UNICURE,5.18,0.5498938428874734,0.4949044585987261,,0,,,,
989,ATORVASTATINA 20MG BLIST X 10 TAB,DROVNPLUS,11.78,1.2505307855626326,1.1254777070063695,,0,,,,
2345,ATORVASTATINA 20MG BLIST X 10 TAB,UNICURE,6.5,0.6900212314225053,0.6210191082802548,,0,,,,
487,ATORVASTATINA 20MG BLISTER X10 TAB,BRIXMEDIC,8.95,0.9501061571125264,0.8550955414012739,,0,,,,
3051,ATORVASTATINA 20MG TAB X 30,ALESS,34.95,3.710191082802548,3.3391719745222934,,0,,,,
2019,ATORVASTATINA 20MG X 20 TAB,GENCER,38.53,4.090233545647559,3.681210191082803,,0,,,,
2346,ATORVASTATINA 40MG BLIST X 10TAB,UNICURE,9.33,0.9904458598726115,0.8914012738853503,,0,,,,
488,ATORVASTATINA 40MG BLISTER X 10 TABLETAS,BRIXMEDIC,11.49,1.2197452229299364,1.0977707006369428,,0,,,,
3055,ATORVASTATINA 40MG TAB X 30,ALESS,45.03,4.780254777070064,4.3022292993630575,,0,,,,
117,ATORVASTATINA 40MG X 10 TAB (BLISTER),JMW,19.69,2.0902335456475587,1.881210191082803,,0,,,,
2020,ATORVASTATINA 40MG X 20 TAB,GENCER,63.11,6.699575371549894,6.029617834394905,,0,,,,
418,ATORVASTATINA 40MG X30 COMPRIM,NOVA QUIMIVA,100.13,10.629511677282377,9.56656050955414,,0,,,,
411,ATORVASTATINA CALCICA 40MG X 30 COMPRIM,GERMED,72.16,7.660297239915074,6.894267515923567,,0,,,,
658,ATROBEL GOTAS FCO X 15 ML,RONAVA,29.26,3.1061571125265393,2.7955414012738853,,0,,,,
953,ATROVERAN 10MG X 10 TAB REC.,LABORATORIOS VARGAS,50.52,5.3630573248407645,4.826751592356688,,0,,,,
954,ATROVERAN 10MG/ML X 15ML SOL. GOTAS,LABORATORIOS VARGAS,44,4.670912951167728,4.203821656050955,,0,,,,
252,AZITRODEX 500MG X 3 TAB,PLUS ANDEX,16.49,1.7505307855626326,1.5754777070063695,,0,,,,
253,AZITRODEX 500MG X 5 TAB,PLUS ANDEX,26.23,2.784501061571125,2.506050955414013,,0,,,,
1059,AZITROMICINA (UNITRON) 500MG X 3 TAB,UNIPHARMA,18.37,1.9501061571125267,1.755095541401274,,0,,,,
3057,AZITROMICINA 200MG/5MLPOL SUSP 22.5ML,ALESS,24.3,2.5796178343949046,2.321656050955414,,0,,,,
533,AZITROMICINA 500MG BLISTER X 10 TAB,JMW,66.03,7.009554140127388,6.30859872611465,,0,,,,
768,AZITROMICINA 500MG CAJA X3TABLETAS,BALAXI,26.66,2.830148619957537,2.5471337579617837,,0,,,,
3059,AZITROMICINA 500MG TAB X5,ALESS,27.69,2.9394904458598727,2.6455414012738854,,0,,,,
600,AZITROMICINA 500MG X 3 COMP,TEUTO,28.17,2.9904458598726116,2.6914012738853503,,0,,,,
601,AZITROMICINA 500MG X 5 COMP,TEUTO,45.97,4.880042462845011,4.392038216560509,,0,,,,
769,AZITROMICINA 500MG X 6CAPSULAS,BLUE MEDICAL,44.09,4.680467091295117,4.212420382165606,,0,,,,
2021,AZITROMICINA MG X 5 TAB,GENCER,36.74,3.9002123142250533,3.510191082802548,,0,,,,
3038,AZITROMICINA TAB 500MG BLISTER X3,CAPLIN POINT,11.3,1.199575371549894,1.0796178343949046,,0,,,,
2234,AZTREONAM 1G (I.M/I.V) AMP,VITALIS,66.13,7.020169851380042,6.318152866242038,,0,,,,
727,AZUFRE (PAPELETA) 20 GR,LYA,13.66,1.4501061571125267,1.305095541401274,,0,,,,
271,AZUTAN 0.15% COLUTORIO 180ML,BIOTECH,27.08,2.8747346072186835,2.5872611464968154,,0,,,,
1080,BABY CREMA DERMOPROTECTORA 120GR,RHELEN,24.96,2.6496815286624207,2.3847133757961787,,0,,,,
1078,BABY CREMA HUMECTANTE 120ML,RHELEN,14.04,1.4904458598726114,1.3414012738853502,,0,,,,
869,BABY ZINC 30GR,LYA,20.91,2.2197452229299364,1.9977707006369427,,0,,,,
659,BACITRACINA UNG 15 G,RONAVA,22.08,2.343949044585987,2.1095541401273885,,0,,,,
2022,BACTEVAL X 24 CAPS,VALMORCA,59.16,6.280254777070064,5.652229299363057,,0,,,,
661,BACTRON FORTE STCH X 10 TAB,RONAVA,38.55,4.092356687898089,3.6831210191082806,,0,,,,
662,BACTRON SUSP. 100 ML,RONAVA,26.01,2.761146496815287,2.485031847133758,,0,,,,
660,BACTRON X 20 TAB,RONAVA,31.94,3.390658174097665,3.0515923566878986,,0,,,,
730,BALSAMO LABIAL (MANTECA DE CACAO) 4GR,LYA,15.35,1.629511677282378,1.46656050955414,,0,,,,
69,BATA DE CIRUJANO ESTéRIL,FVD,43.8,4.64968152866242,4.184713375796178,,0,,,,
1060,BATA PARA CIRUJANO (ESTERIL),CMV,36.74,3.9002123142250533,3.510191082802548,,0,,,,
2222,BEDENA (BROMEXI)4MG/5ML X120ML JBE PED,SM PHARMA,16.83,1.786624203821656,1.6079617834394904,,0,,,,
2105,BENCIDAMINA CLORH 0.15% SOL X 120ML,COFASA,31.22,3.314225053078556,2.9828025477707008,,0,,,,
505,BEPROSPEN 7 MG/ML SUSP INY KIT 1AMP 1ML,BIOTECH,57.14,6.065817409766455,5.459235668789809,,0,,,,
2199,BET.DIPRO+BET.FOSF.SOD 5MG+2MG/2ML IV/IM,CAPLIN POINT,13,1.3800424628450105,1.2420382165605095,,0,,,,
267,BETADERM 0.05% CREMA 15GR,BIOTECH,24.03,2.550955414012739,2.295859872611465,,0,,,,
379,BETADERM C/GENTAMICINA 0.1% CRM X15GR,BIOTECH,24.68,2.6199575371549892,2.3579617834394906,,0,,,,
268,BETAGEN 4MG/ML AMPOLLA,BIOTECH,22.73,2.412951167728238,2.171656050955414,,0,,,,
269,BETAGEN SOLSPEN AMPOLLA 1ML,BIOTECH,31.82,3.3779193205944797,3.0401273885350317,,0,,,,
917,BETAMETASONA 4MG/1ML I.M/I.V AMP.,BRIXMEDIC,3.77,0.4002123142250531,0.3601910828025478,,0,,,,
2153,BEUSAN CEBOLLA MORADA JBE 240ML,WILIFE,36.64,3.889596602972399,3.5006369426751593,,0,,,,
2140,BEUSAN EXPECTORANTE JBE 240 ML,WILIFE,36.64,3.889596602972399,3.5006369426751593,,0,,,,
244,BEXILON JARABE 4MG/5ML X 120 ML,PLUS ANDEX,15.71,1.6677282377919322,1.500955414012739,,0,,,,
731,BICARBONATO DE SODIO (PAPELETA) 20GR,LYA,14.7,1.5605095541401273,1.4044585987261147,,0,,,,
1115,BICARBONATO DE SODIO 5% SOL FV 100ML,BEHRENS,39.77,4.221868365180468,3.799681528662421,,0,,,,
2355,BIOKILLIODO(YODO SOLUCION) X 120ML,BIOKILL,19.12,2.029723991507431,1.826751592356688,,0,,,,
579,BISACODILO 5MG (BRISACOLAX) LAXANTE TAB,BRIXMEDIC,3.11,0.33014861995753714,0.29713375796178343,,0,,,,
847,BISACODILO 5MG BP BLIST X 10 TAB,JMW,3.86,0.4097664543524416,0.3687898089171974,,0,,,,
3066,BISOPROLOL +HIDROCL5MG/6.25MG TAB X 15,ALESS,30.14,3.199575371549894,2.8796178343949044,,0,,,,
490,BISOPROLOL 2.5MG BLISTER X 10 TABLETAS,BRIXMEDIC,3.77,0.4002123142250531,0.3601910828025478,,0,,,,
1032,BISOPROLOL 5MG BLIST X 10 TAB,JMW,5.28,0.5605095541401274,0.5044585987261146,,0,,,,
491,BISOPROLOL 5MG BLISTER X 10 TAB,BRIXMEDIC,4.43,0.47027600849256895,0.42324840764331206,,0,,,,
3061,BISOPROLOL FUMARATO 2.5MG TAB X 30,ALESS,37.21,3.9501061571125264,3.5550955414012737,,0,,,,
3060,BISOPROLOL FUMARATO 5MG TAB X 30,ALESS,47.67,5.060509554140127,4.554458598726114,,0,,,,
3062,BISOPROLOL+HIDROCL 2.5MG/ 6.25MG TAB X15,ALESS,24.12,2.5605095541401277,2.304458598726115,,0,,,,
1061,BISOPRUNI (BISOPROLOL) 5MG X 30TAB,UNIPHARMA,26.94,2.859872611464968,2.5738853503184713,,0,,,,
381,BLOCAX 16MG X 30 TABLETAS,BIOTECH,51.95,5.514861995753716,4.963375796178345,,0,,,,
273,BLOCAX 8MG 150TAB (15 BLISTER X 10 TAB),BIOTECH,157.35,16.703821656050955,15.03343949044586,,0,,,,
380,BLOCAX 8MG X 30 TABLETAS,BIOTECH,31.81,3.3768577494692145,3.039171974522293,,0,,,,
2297,BLOCAX PLUS 16MG -12.5MG X 30 TAB,BIOTECH,66.6,7.070063694267516,6.3630573248407645,,0,,,,
285,BRAL 500MG (25 BLISTER X 4 TAB),BIOTECH,162.34,17.233545647558387,15.510191082802548,,0,,,,
284,BRAL 500MG X 20 TAB,BIOTECH,32.47,3.44692144373673,3.1022292993630574,,0,,,,
2103,BREXIN 100MG/ML SOL.ORAL GOTAS X 15ML,COFASA,20.53,2.1794055201698517,1.9614649681528666,,0,,,,
3013,BREXIN 180MG/5ML FRASCO X 120ML,COFASA,16.06,1.7048832271762207,1.5343949044585987,,0,,,,
2097,BREXIN FORTE 650MG X 10 TAB,COFASA,11.2,1.1889596602972399,1.070063694267516,,0,,,,
357,BRODILIN 0.005MG/5ML JBE PED X120ML,ZUOZ PHARMA,42.29,4.489384288747346,4.040445859872611,,0,,,,
276,BROFLEMA 8MG/5ML JARABE X 120ML,BIOTECH,20.78,2.2059447983014864,1.9853503184713377,,0,,,,
3016,BROMEXINA CLORHIDRATO 4MG/5ML X100ML,COFASA,29.06,3.0849256900212314,2.7764331210191084,,0,,,,
107,BROMEXINA JBE PED 4MG/5ML X 120 ML,QUIMFAR,16.49,1.7505307855626326,1.5754777070063695,,0,,,,
2348,BROMHEXINA 4MG/5ML X 120ML JBE,INV/QUIMICA,17.14,1.8195329087048833,1.6375796178343949,,0,,,,
480,BROMURO DE IPATROPIO INH20MCG X 200DOSIS,KMPLUS,119.92,12.73036093418259,11.45732484076433,,0,,,,
3006,BRUCEN ADULCARE BODY LOTI 250ML,BRUPHARM,71.4,7.579617834394905,6.821656050955415,,0,,,,
3005,BRUCEN ANTIACNE GEL HIDRATPIEL GRA 120ML,BRUPHARM,51.72,5.490445859872612,4.941401273885351,,0,,,,
3000,BRUCEN CREMA NUTRI Y RESTA 80GR,BRUPHARM,63.21,6.710191082802548,6.039171974522294,,0,,,,
3009,BRUCEN HIDRO LOTION 250ML,BRUPHARM,71.4,7.579617834394905,6.821656050955415,,0,,,,
3010,BRUCEN HYDRO GEL HIDRA PIELES GRA 120ML,BRUPHARM,49.64,5.26963906581741,4.742675159235669,,0,,,,
3001,BRUCEN PANTALLA SOLAR CUERPO 100GR,BRUPHARM,71.78,7.619957537154989,6.857961783439491,,0,,,,
3004,BRUCEN SYN LOCI LIMP.FACI ANTIACNE 120ML,BRUPHARM,50.87,5.400212314225053,4.860191082802547,,0,,,,
3007,BRUCETIN CREM DERMOPROTEC 50GR,BRUPHARM,54.54,5.789808917197452,5.210828025477707,,0,,,,
3008,BRUCETIN PANT SOLAR PAR CUERPO 80GR,BRUPHARM,73.29,7.7802547770700645,7.002229299363059,,0,,,,
450,BURETA 100ML (SOLUCET),DC MEDICAL,11.02,1.1698513800424628,1.0528662420382167,,0,,,,
