Unnamed: 0,Unnamed: 1,Unnamed: 2,Unnamed: 3,Unnamed: 4,Unnamed: 5
012039,,ANANTY 120MG/5ML X 120ML SUSP,27.66,0.0,
932959,,ANANTY FORTE 160MG/5ML X 120ML SUSP,29.76,0.0,
933669,,ANANTY FORTE 160MG/5ML X 60ML SUSP,19.88,0.0,
932746,,"ANASMOL COMPR 2,5 MG X 30",72.54,0.0,
932745,,ANASMOL COMPR 5 MG X 30,120.51,0.0,
933584,,ANGRIP NOCHE 500-3MG X 4 COMP,31.59,0.0,
933571,,ANTAAR 10 MG X 10 TAB (BISOPROLOL),44.77,0.0,
933572,,ANTAAR 10 MG X 30 TAB (BISOPROLOL),95.13,0.0,
933573,,"ANTAAR 2,5 MG X 10 TAB (BISOPROLOL)",22.96,0.0,
933574,,"ANTAAR 2,5 MG X 30 TAB (BISOPROLOL)",55.72,0.0,
933575,,ANTAAR 5 MG X 10 TAB (BISOPROLOL),30.95,0.0,
931504,,ANTILAX 2 MG TAB X 10,30,0.0,
005038,,APIRET 180MG/5ML SOL ORAL X 60ML,20.43,0.0,
923724,,APLACAL TAB/MAST 750 MG FRAMBUESA X 10,43.36,0.0,
933512,,APLACAL TAB/MAST 750 MG MANDARINA X 10,25.5,0.0,OFERTA VCTO 05/2023
010142,,ARBIXIL 15MG-10MG/5ML ADULT X 120 ML,61.75,0.0,
003798,,ARBIXIL 7.5MG-5MCG/5ML GOTAS X 15 ML,30.35,0.0,
010141,,ARBIXIL 7.5MG-5MCG/5ML PEDIATR X 120 ML,56.11,0.0,
933397,,ARESAN 20 MG X 30  TAB REC (OLMESARTAN),80.28,0.0,
002606,,ARTRODAR 50 MG X 30 CAP LETI,163.9,0.0,
923997,,ASAPROL 81 MG X 100 COMP ENT,61.45,0.0,
933587,,ASARAP 10 MG X 20 COMP REC (RIVAROXABAN),53.75,0.0,
000588,,ASCAFYL PLUS TAB REC X 10,30.54,0.0,
000261,,"ASCAFYL SC 0,4MG-80 MG X 15 ML SOL GOT",28.63,0.0,
000260,,ASCAFYL TAB X 10,26.72,0.0,
000133,,ATENOLOL 50 MG X 30 TAB  KIMICEG,32.63,0.0,
005624,,ATORVASTATINA 20 MG X 10 CR GENVEN,19.68,0.0,
933545,,ATORVASTATINA 20 MG X 14 COMP REC SPEFAR,21,0.0,
933084,,ATORVASTATINA 20 MG X 30 CR GENVEN,52.12,0.0,
932285,,ATORVASTATINA 40 MG X 10 COMP GV,38.43,0.0,
933067,,ATORVASTATINA 40MG X 30 CR GENVEN,118.01,0.0,
926228,,ATORVASTATINA 80 MG X 20 COMP SPEFAR,71.7,0.0,
002414,,ATOVAROL 20 MG X 30  CAPS VIVAX,50.06,0.0,
006256,,ATOVAROL 40 MG X 14 CAPS (VIVAX),50.22,0.0,
927619,,ATOVAROL PAC 20MG X 30+14  CAPS VIVAX,59.68,0.0,
927740,,ATOVAROL PAC 40MG X 30+14  CAPS VIVAX,87.22,0.0,
005858,,ATROBEL 10MG/ML GOTAS X 15 ML,50.44,0.0,
005551,,AZACARD 81 MG X 30 TAB (OFTALMI),20.19,0.0,
004419,,AZACARD 81MG X 60 TAB,38.59,0.0,
926611,,AZIMAKROL 1GR X 2 COMP REC (AZITROMICINA,102.96,0.0,
013277,,AZITRODEX 500 MG X 3 TAB PLUSANDEX,28.65,0.0,
922885,,AZITRODEX 500 MG X 5 TAB PLUSANDEX,45.2,0.0,
013451,,AZITROMICINA 200MG/5ML SUSP X 15 ML OTC,28.03,0.0,
924891,,AZITROMICINA 500 MG X 5 COMP SPEFAR,39.48,0.0,
010731,,AZITROMICINA 500 MG X 5 CR LETI,27.15,0.0,
928922,,AZUFRE CREMA AL 10% X 50 GR LYA,25.36,0.0,
091358,,AZUFRE LOC JABONOSA AL 10% X 120 ML LYA,28.86,0.0,
926045,,AZUFRE POLVO PAPELETA X 20 GR LYA,10.98,0.0,
933161,,"AZUTAN COLUTORIO 0,15% FCO. X 180 ML SOL",41.99,0.0,
921427,,BABILINKID 100MG-0.42MG/ML X 20ML SOL OR,34.31,0.0,
000338,,BACITRACINA UNG. 500 UI X 15 GR KLINOS,33.72,0.0,
000340,,BACITRACINA UNG. 500 UI X 15 GR RONAVA,38.06,0.0,
000345,,BACTRON 80MG/400MG X 20 TAB,55.05,0.0,
009655,,BACTRON FORTE TAB 160/800 MG X 10,66.45,0.0,
000344,,BACTRON SUSP 40MG-200MG/5ML X 100 ML,44.84,0.0,
005606,,BALSADER POMADA X 30 GR,21.23,0.0,
032087,,BARGONIL UNG RECTAL X 10 GR,143.51,0.0,
000050,,BARGONIL UNG RECTAL X 30 GR,225.81,0.0,
041701,,"BENCIDAMINA SOL 0,15% TOP BUCAL X 120 ML",76.61,0.0,
004845,,BENDAMEN 100 MG TAB X 6,29.39,0.0,
933289,,BENZODIAZOL LIMON - MIEL X 16 TAB MAST,39.44,0.0,
933269,,BENZODIAZOL LIMON X 16 TAB MAST,39.44,0.0,
012037,,BENZODIAZOL MENTA X 16 TAB MAST,39.44,0.0,
933274,,BENZODIAZOL NARANJA X 16 TAB MAST,39.44,0.0,
031373,,BENZODIAZOL TUTTI FRUTTI X 16 TAB MAST,39.44,0.0,
933013,,BEPRODERM 0.05%-0.1% CREMA X 15 GR,40.76,0.0,
933668,,BEPROSPEN 7 MG/ML INY KIT 3ML AMP X 1,100.04,0.0,
927579,,BERRO JARABE X 240 ML ARCO IRIS,92.98,0.0,
932894,,BETADERM 0.05% CREMA X 15 GR,45.7,0.0,
004155,,BETADERM C/GENTAMICINA CREM X 15 GR,46.68,0.0,
000449,,BETADERM PLUS CREMA X 15 GR,58.66,0.0,
931739,,BETADUO JER PRELLENADA 1 X 1ML . VIVAX,100.89,0.0,
932890,,BETAGEN 12 MG / 3ML EST X 1 AMP,51.25,0.0,
000460,,BETAGEN AMP. 4 MG/1 ML X 1  BIOTECH,33.96,0.0,
932899,,BETAGEN SOLSPEN AMP 1 ML X 1 AMP,48.69,0.0,
030764,,"BETARRETIN 0,025% CREMA X 30 GR",113.49,0.0,
001848,,"BETARRETIN 0,025% GEL X 30 GR",126.36,0.0,
030766,,"BETARRETIN 0,05% CREMA X 30 GR",138.06,0.0,
928627,,BETARRETIN 0.05% LOCION X 60 ML,183.69,0.0,
933299,,BEVINDAZOL SUS 400 MG X 10 ML,35.51,0.0,
039745,,BEXILON JBE 4 MG/5ML X 120 ML (BROMEXINA,27.42,0.0,
924478,,BICARBONATO DE SODIO PAPELETA X 20GR LYA,11.8,0.0,
926524,,BIOTALOL 10 MG X 30 CR (BISOPROLOL),53.3,0.0,
933101,,"BIOTALOL 2,5 MG X 30 CR (BISOPROLOL)",34.5,0.0,
933131,,BIOTALOL 5 MG X 30 CR (BISOPROLOL),45.7,0.0,
009940,,BIPRIN 300 MG CAP X 10 CAP,37.69,0.0,
901091,,BISOPROLOL 5 MG X 20 COMP SPEFAR,46.58,0.0,
005862,,BISOPROLOL FUMARATO 10 MG X 20 COMP GV,50.13,0.0,
925020,,"BISOPROLOL FUMARATO 2,5 MG X 20 COMP GV",27.47,0.0,
924416,,BISOPROLOL FUMARATO 5 MG X 20 COMP GV,27.49,0.0,
925469,,"BISOPROLOL HIDRO 5-6,25MGX20 COMP SPEFAR",33.58,0.0,
933163,,BLOCAX  16 MG X 30 TAB  (CANDESARTAN),96.33,0.0,
933162,,BLOCAX  8 MG X 30 TAB  (CANDESARTAN),58.08,0.0,
933399,,BLOCAX 16 MG DISP 15 BLI X 10 TAB,463.13,0.0,
933463,,BLOCAX 8 MG DISP 15 BLI X 10 TAB,277.88,0.0,
932780,,BONAMES 150MG TAB REC X 1,77.81,0.0,
901561,,BORAX PAPELETA X 20 GR LYA,13.25,0.0,
933473,,BRAL 500 MG DISP 25 BLI X 4 TAB,247,0.0,
923475,,BREXIN 180MG/5ML JBE PED X 120 ML,39.42,0.0,
933402,,BREXIN FORTE TAB 650 MG X 10 (ACETAMINOF,24.26,0.0,
932260,,BROFLEMA  SUSP 8MG/5ML X 120 ML BIOTECH,41.99,0.0,
933242,,BROLAT 5MG-30MG X 10 TAB,42.45,0.0,
933239,,BROLAT 5MG-30MG/5ML SOL X 60 ML,61.76,0.0,
901422,,BROMEXINA JBE 8 MG/5 ML X 120 ML QUIM-FA,29.96,0.0,
090059,,BROXOL FLEM 750 MG/15 ML JBE AD X 120 ML,73,0.0,
933236,,BRUDOL 200MG-65MG COMPR X 20,34.17,0.0,
933237,,BRUDOL 400MG-65MG COMPR X 20,43.04,0.0,
009231,,BRUGESIC 400 MG X 10 COMP RECUB,12.74,0.0,
010221,,BRUGESIC 600 MG X 10 COMP ELMOR,34.48,0.0,
931193,,BRUGESIC FORTE SUSP 200 MG/5ML X 60 ML,33.56,0.0,
000268,,BRUGESINA 300 MG-10 MG X 10 COMP,37.38,0.0,
008100,,BUCLEN 5 MCG/5 ML PED X 80 ML JBE,49.22,0.0,
926741,,"BUCOXOLGAR 0,15-0,25% FRU R SOLTOPX120ML",33.31,0.0,
092551,,"BUCOXOLGAR 0,15-0,25% MENTA SOLTOPX120ML",33.31,0.0,
926742,,"BUCOXOLGAR 0,15-0,25% MIEL SOLTOPX120ML",33.31,0.0,
003204,,BUDECORT AEROSOL 200MCG/DOSIS X 100 DOSI,122.74,0.0,
900384,,BUDECORT SUSP. INHALAR X 10 ML,68.2,0.0,
092067,,BUDENAS 100 MCG SUSP ATOM NAS X 200 DOSI,95.74,0.0,
000740,,"BUDENAS SUSP NASAL 32MCG/0,05ML X 15 ML",79.79,0.0,
006678,,"BUMELEX 0,5 MG/ 2ML X 3 AMP COM",90.09,0.0,
031740,,BUTILAMINA COMPTA. GRAG. X 20  PLUSANDEX,51.62,0.0,
002752,,BUTROPINA GOTAS 5 MG/ML X 20ML,58.89,0.0,
000644,,CALMOX TAB 15 MG X 10 (MELOXICAM),36.79,0.0,
929660,,CALOXPIRINA 81 MG X 30 TAB REC,40.99,0.0,
091231,,CALPAL D 1500 MG+300 UI X 30 TAB,108.68,0.0,
007898,,CAMPAL CRM 1 % X 20 GR (DIC. SOD),31.53,0.0,
933563,,CAMPAL CRM 1 % X 50 GR (DIC. SOD),39.42,0.0,
927171,,CANDESARTAN 8 MG X 30 COMP SPEFAR,37.25,0.0,
928736,,CANELA CONCHA PAPELETA X 10 GR LYA,15.93,0.0,
930717,,CANELA MOLIDA PAPELETA X 10 GR LYA,16.4,0.0,
003029,,CAPTOPRIL 25 MG X 20 TAB KIMICEG,20.85,0.0,
933104,,CARBAMAZEPINA 200MG X30 COMP LETI,64.54,0.0,
008712,,"CARBATIL TAB 12,5 MG X 30 BIOTECH",67.93,0.0,
001455,,"CARBATIL TAB 6,25 X 30 BIOTECH",49.4,0.0,
923165,,"CARVEDILOL 12,5 MG X 14 TAB CALOX",30.31,0.0,
091291,,"CARVEDILOL 12,5 MG X 15 COMPR GV",18.52,0.0,
008837,,"CARVEDILOL 12,5 MG X 20 TAB KIMICEG",27.04,0.0,
901557,,"CARVEDILOL 6,25 MG X 15 COMPR GV",15.37,0.0,
933558,,"CARVEDILOL 6,25 MG X 20 COMP SPEFAR",37.88,0.0,
008633,,"CARVEDILOL 6,25 MG X 20 TAB KIMICEG",21.61,0.0,
092167,,CARVIX  CAP BLANDA X 30,44.07,0.0,
090073,,CASCARA SAGRADA 300MG X 60 CAP ARCO IRIS,128.7,0.0,
927877,,CASTAÑO DE INDIAS 400MG X 60 CAP ARCO IR,128.7,0.0,
933032,,CEFADROXILO 250MG/5ML PPS X 75ML GENVEN,60.21,0.0,
010282,,CEFADROXILO 500 MG X 10 TAB OTC BIOLOGIC,31.14,0.0,
001977,,CELAY 10 MG TAB X 10,25.08,0.0,
933323,,CELAY 5 MG/5 ML SOL X 100 ML,66.21,0.0,
931450,,CENTAB-BETA  FRASCO X 30 TAB,62.98,0.0,
919629,,CENTELLA+ALCACHOFA 300 MG X 90 CAP ARCO,128.7,0.0,
001291,,CETIRIVAX 10MG X 10 CAP BLANDAS,21.21,0.0,
001861,,CETIRIZINA 1 MG/ML SOL ORAL X 60 ML GENV,18.87,0.0,
011497,,CETIRIZINA 10 MG X 10 COMPR GENVEN,13.02,0.0,
003010,,CETIRIZINA 10 MG X 10 COMPR SPEFAR,10,0.0,
000626,,CETRAL 10 MG TAB X 10,22.9,0.0,
000645,,CETRAL 10MG/ML GOTAS X 10 ML,27.87,0.0,
500335,,CETRAL 5 MG / 5 ML SOL ORAL X 60 ML,41.42,0.0,
926283,,CETRAL-D 5-60MG/5ML SOL ORAL X 60 ML,57.13,0.0,
924894,,CEVAX 500 MG 25 BLISTER X 5 CAPS,153.57,0.0,
933406,,CEVAX 500 MG X 15 CAPS,29.55,0.0,
002041,,CEVAX 500 MG X 30 CAPS,63.77,0.0,
933670,,"CEVAX ZINC 500MG-7,5MG X 15 CAPS BL",38.5,0.0,
933041,,"CEVAX ZINC 500MG-7,5MG X 30 CAPS BL",63.39,0.0,
013507,,CICATRIMED CREMA X 30 GR  LYA,21.01,0.0,
933507,,CICLOKAN 500MG X 21 COMP REC,204.75,0.0,
928684,,CIPROFLOX 500 MG TAB X 12 ELMOR,31.15,0.0,
925107,,CIPROFLOXACINA 500 MG TAB X 10 QUIMFAR,24.77,0.0,
005150,,CLARASOL GOT OFTALMICAS X 15 ML,17.81,0.0,
031109,,CLARITROMICINA 500 MG X 10 COMP SPEFAR,70.49,0.0,
922341,,CLARIX 0.05% SOL NASAL AD X 15 ML,43.99,0.0,
009212,,CLARIX 0.05% SOL NASAL SPRAY X 15 ML,47.89,0.0,
002862,,CLARIX 0.25% SOL NASAL PED X 15 ML,43.99,0.0,
007465,,CLARIX 0.255MG/ML SOL OFTALMICA X 15 ML,23.22,0.0,
042835,,CLAVULAM  875 / 125MG X 10 TAB,101.89,0.0,
007942,,CLENBUNAL 0.020 MG X 10 COMP,39.78,0.0,
005981,,CLENBUNAL 0.020 MG X 20 COMP,51.48,0.0,
007938,,CLENBUNAL GOTAS X 15 ML,57.33,0.0,
005980,,CLENBUNAL JBE ADU 0.010 MG X 120 ML,62.01,0.0,
007209,,CLENBUNAL JBE PED 0.005 MG X 120 ML,52.65,0.0,
005985,,CLENBUXOL GOTAS PED X 20 ML,15,0.0,OFERTA VCTO 03/2023
005984,,CLENBUXOL JBE AD 0.01 MG/5 ML X 120 ML,70.2,0.0,
005983,,CLENBUXOL JBE PED 0.005 MG/5 ML X 120 ML,70.2,0.0,
933314,,"CLENOX 40MG X 0,4 ML JERG PRELL X 1",41.68,0.0,
931553,,CLINDAMICINA 300 MG X 16 CAPS SPEFAR,88.14,0.0,
000438,,CLINDAMICINA OVULOS 100 MG X 3 VINCENTI,27.52,0.0,
045507,,CLODOXIN  TAB. 10 MG. X 20.  PLUSANDEX,20.62,0.0,
000876,,CLODOXIN JBE 5MGX50MG/5ML X 120 ML,35.44,0.0,
933132,,CLOP JBE 5MG/5ML X 120 ML (METOCLOPRAMID,31.64,0.0,
933500,,"CLORACE JBE 125-0,5MG/5ML X120ML S/AZUCA",104.98,0.0,
500188,,CLORACE SOL ORAL GTA 80MG/0.5 MG X 30 ML,92.63,0.0,
009598,,CLORACE TAB 500 MG-4 MG X 10,75.38,0.0,
933414,,CLORACE TAB 500 MG-4 MG X 20,132.85,0.0,
043478,,CLORACI PLUS VIT C + ZINC X 30 TAB,88.29,0.0,
927242,,CLORURO DE MAGNESIO X 240 ML ARCO IRIS,94.77,0.0,
927560,,CLORURO DE MAGNESIO X 500ML LYA,33.75,0.0,
009819,,CLOTRIMAZOL 1% CREMA X 20 GR KIMICEG,32.38,0.0,
008020,,CLOTRIMAZOL 10% CREMA VAG 5 GR X 1 CAN K,40.09,0.0,
933377,,CODEBROMIL PLUS 15MG-3MG/15 ML X 90 ML,52.15,0.0,
011907,,COLAGENO + VIT C X 60 CAP ARCO IRIS,133.35,0.0,
007365,,COLAYTE POLVO ESTUCHE X 4 TARROS,350.31,0.0,
932692,,COLFENE 600MG/4MG X 15 COMP,75.89,0.0,
932256,,COLGESIC 400MG/4MG X 15 COMP. BIOTECH,25,0.0,OFERTA
933261,,COLYPAN 200MG TAB X 10,64.22,0.0,
001902,,COMPLEJO VITAMINA B X 20 COMP SPEFAR,49.09,0.0,
901337,,"CORENTEL 1,25 MG X 30 COMP (BISOPROLOL)",62.01,0.0,
012161,,CORENTEL 5 MG X 10 COMP (BISOPROLOL),46.8,0.0,
922323,,CORENTEL 5 MG X 30 COMP,90.09,0.0,
933122,,"COVENTROL 12,5 MG X 30 COMP LETI",48.59,0.0,
933124,,COVENTROL 25 MG X 30 COMP LETI,58.16,0.0,
933123,,"COVENTROL 6,25 MG X 30 COMP LETI",35.95,0.0,
009041,,COXIBEN 200 MG X 10 CAP (CELECOXIB),143.91,0.0,
045652,,COXIBEN 200 MG X 30 CAP (CELECOXIB),226.98,0.0,
927712,,CREMA FRIA X 50 GR LYA,26.67,0.0,
005425,,CREMA PSORIASIMED X 30 GR LYA,27.85,0.0,
006937,,CROMOFTAL SOL. OFT. 4% X 10 ML.  OFTALMI,31.97,0.0,
011353,,CYPRAL 750MG TAB REC X 6,29.25,0.0,
933442,,DAYFLU DIA 500MG-10MG-2MG X 5 CGB,21.42,0.0,
933383,,DAYFLU DIA 500MG-10MG-2MGX10 CGB,38.72,0.0,
933384,,DAYFLU DIA/NOCHE 500MG X 15 CAPS B,53.55,0.0,
933444,,DAYFLU DIA/NOCHE COMBO (4D/2N) X 6 CAPS,24.61,0.0,
933090,,DAYFLU NOCHE 500MG-2MG X 10 CGB,38.72,0.0,
933443,,DAYFLU NOCHE 500MG-2MG X 5 CGB,21.42,0.0,
933600,,DAYZOL COM/REC 400 MG/4MG X 30,73.86,0.0,
004502,,DAYZOL COM/REC 600MG/4MG X 20,68.22,0.0,
008878,,DECA LENTERMINA COMPLEX KIT X 3 AMP+INYE,38.72,0.0,
004716,,DECOBEL 0.5 MG TAB X 30 (DEXAMETASONA),45.65,0.0,
933578,,DEFEROL 2000 U.I. CAP X 30 (VIT D3) VIVA,15,0.0,
933657,,DEFEROL 7000 U.I CAP X 8 (VIT D3) VIVAX,15,0.0,
928288,,DEFLAZACORT 6 MG X 10 TAB CALOX,71.61,0.0,
008275,,DERAIN 15% X 10 GASAS,125.29,0.0,
008277,,DERAIN CREMA X15 GR GV,65.76,0.0,
004871,,"DERMACORTINE EMULSIÓN 0,1% X 60 ML",173.16,0.0,
933623,,"DERMAZOL 0,05% LOCION CAPILAR X 25 ML",114.66,0.0,
933567,,"DERMAZOL 0,05% UNGUENTO  X 30 GR",132.21,0.0,
002143,,"DERMOSUPRIL 0,05% CREMA X 15 GR",92.43,0.0,
002142,,DERMOSUPRIL 0.1% CREMA X 15 GR,97.11,0.0,
091452,,DERMOSUPRIL C 0.1%/ 3 % CREMA X 15 GR,132.21,0.0,
926279,,DERMOSUPRIL EMULSION FCO X 120 ML,203.58,0.0,
933474,,DEROVIT 1.000UI CAPS X 15 (VIT D3),6.24,0.0,OFERTA VCTO 05/2023
924857,,DESLER 5 MG X 10 TAB REC,41.07,0.0,
091241,,DESLORAT 5 MG X 10 TAB,18.09,0.0,
033022,,DESLORAT 5 MG X 20 TAB,30.43,0.0,
002019,,"DESLORATADINA 0,5MG/ML JBE X 60 ML GV",28.62,0.0,
009827,,DESLORATADINA 2.5MG/5ML X 60 ML KIMICEG,26.03,0.0,
933559,,DESLORATADINA 5 MG X 10  COMP SPEFAR,46.77,0.0,
008285,,DEXAMETASONA 4 MG X 10 COMP SPEFAR,31.78,0.0,
011732,,DEXTAMIN 0.5 MG/ML SOL X 60 ML (DESLORAT,27.79,0.0,
